Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-03-11 00:00:00-04:00,98.54133601265148,98.54133601265148,98.50291497397254,98.52163696289062,5400,0.068,0.0,0.0
2025-03-12 00:00:00-04:00,98.53147317596846,98.53147317596846,98.52162740996903,98.52655029296875,3100,0.0,0.0,0.0
2025-03-13 00:00:00-04:00,98.53147707165657,98.54133035389748,98.53147707165657,98.53640747070312,3600,0.0,0.0,0.0
2025-03-14 00:00:00-04:00,98.56104086172587,98.5708866285085,98.56104086172587,98.56596374511719,2100,0.0,0.0,0.0
2025-03-17 00:00:00-04:00,98.57089052341291,98.5807438064374,98.57089052341291,98.57582092285156,3500,0.0,0.0,0.0
2025-03-18 00:00:00-04:00,98.68919943538253,98.68919943538253,98.59061032942643,98.60047149658203,2500,0.08,0.0,0.0
2025-03-19 00:00:00-04:00,98.62017645594132,98.62017645594132,98.61031528977094,98.61524963378906,2200,0.0,0.0,0.0
2025-03-20 00:00:00-04:00,98.62511444091797,98.63990242978653,98.61031893018325,98.62511444091797,3700,0.0,0.0,0.0
2025-03-21 00:00:00-04:00,98.66948922339972,98.66948922339972,98.63991324242059,98.65470123291016,3100,0.0,0.0,0.0
2025-03-24 00:00:00-04:00,98.75820542840184,98.75820542840184,98.64975516312353,98.66454315185547,9600,0.0,0.0,0.0
2025-03-25 00:00:00-04:00,98.688232421875,98.69810137986498,98.67837099169432,98.688232421875,8700,0.079,0.0,0.0
2025-03-26 00:00:00-04:00,98.67835785978458,98.69808824532954,98.66848890310794,98.68328857421875,5500,0.0,0.0,0.0
2025-03-27 00:00:00-04:00,98.68822624730245,98.71783311941996,98.68822624730245,98.70303344726562,1300,0.0,0.0,0.0
2025-03-28 00:00:00-04:00,98.70797449533211,98.74744280114507,98.70797449533211,98.7326431274414,3100,0.0,0.0,0.0
2025-03-31 00:00:00-04:00,98.83622894983101,99.53677435613875,96.69512442984426,98.74249267578125,4400,0.0,0.0,0.0
2025-04-01 00:00:00-04:00,98.74645564244481,98.75633239746094,98.7365788874287,98.75633239746094,5300,0.079,0.0,0.0
2025-04-02 00:00:00-04:00,98.77606040318898,98.7859371564082,98.75631443050587,98.77112579345703,3000,0.0,0.0,0.0
2025-04-03 00:00:00-04:00,98.75631011488895,98.79580959228439,98.75631011488895,98.78099822998047,7200,0.0,0.0,0.0
2025-04-04 00:00:00-04:00,98.72669451938349,98.88468490661882,98.72669451938349,98.825439453125,4000,0.0,0.0,0.0
