Date,Open,High,Low,Close,Volume
2025-04-03 00:00:00-04:00,17.944542000270165,17.944542000270165,17.438369750976562,17.438369750976562,4600
2025-04-04 00:00:00-04:00,17.039121970127418,17.13569956722588,17.039121970127418,17.129663467407227,5000
2025-04-07 00:00:00-04:00,16.745939886723434,17.133977255186817,16.745939886723434,17.05636978149414,3300
2025-04-08 00:00:00-04:00,17.237452837797356,17.38404455020811,16.81492417136964,16.913227081298828,2100
2025-04-09 00:00:00-04:00,16.901152967550598,17.607379913330078,16.901152967550598,17.607379913330078,2900
2025-04-10 00:00:00-04:00,17.383182859853424,17.474586195367337,17.383182859853424,17.473724365234375,2900
2025-04-11 00:00:00-04:00,17.522010926624606,17.64273291835601,17.509076897428752,17.629798889160156,3000
2025-04-14 00:00:00-04:00,17.797949024482534,17.841065199176157,17.71171996452307,17.793638229370117,2000
2025-04-15 00:00:00-04:00,17.910053178643,18.022151966856484,17.90487890765514,17.90574073791504,2100
2025-04-16 00:00:00-04:00,17.574613476085776,17.728964942088275,17.395254135131836,17.395254135131836,2200
2025-04-17 00:00:00-04:00,17.513390258790544,17.582374499134175,17.246076533048225,17.389219284057617,1900
2025-04-21 00:00:00-04:00,17.24607609531428,17.24607609531428,16.783881861214603,16.958066940307617,5300
2025-04-22 00:00:00-04:00,17.151222202935944,17.358174919346972,17.151222202935944,17.339204788208008,11600
2025-04-23 00:00:00-04:00,17.642732640370088,17.789324332897227,17.556503587471333,17.55736541748047,3800
2025-04-24 00:00:00-04:00,17.63411439299156,17.677228927612305,17.616867921257636,17.677228927612305,9700
2025-04-25 00:00:00-04:00,17.733797073364258,17.733797073364258,17.670943383075137,17.733797073364258,6200
2025-04-28 00:00:00-04:00,17.805628104545782,17.886440472296556,17.56319100129346,17.769712448120117,18200
2025-04-29 00:00:00-04:00,17.751755069167213,17.913379816555672,17.727511014532034,17.858606338500977,7400
2025-04-30 00:00:00-04:00,17.54523570318959,17.944807052612305,17.54523570318959,17.944807052612305,3400
2025-05-01 00:00:00-04:00,18.128876441808774,18.15581275428488,18.103734970092773,18.103734970092773,1300
2025-05-02 00:00:00-04:00,18.209691262623124,18.254586264566534,18.209691262623124,18.23662757873535,2500
2025-05-05 00:00:00-04:00,18.110917768973835,18.263563152753356,18.110917768973835,18.205198287963867,1700
