Date,Close,Dividends
2024-03-26 00:00:00-04:00,28.517091751098633,0.364
2024-04-03 00:00:00-04:00,28.426301956176758,0.332
2024-04-10 00:00:00-04:00,28.197189331054688,0.091
2024-04-17 00:00:00-04:00,27.447307586669922,0.267
2024-04-24 00:00:00-04:00,27.479883193969727,0.334
2024-05-01 00:00:00-04:00,26.99992561340332,0.252
2024-05-08 00:00:00-04:00,28.22372817993164,0.311
2024-05-15 00:00:00-04:00,29.042957305908203,0.375
2024-05-22 00:00:00-04:00,29.06948471069336,0.212
2024-05-30 00:00:00-04:00,28.95642852783203,0.212
2024-06-06 00:00:00-04:00,29.60751724243164,0.143
2024-06-13 00:00:00-04:00,30.300617218017578,0.234
2024-06-20 00:00:00-04:00,30.476821899414062,0.298
2024-06-27 00:00:00-04:00,30.547475814819336,0.355
2024-07-03 00:00:00-04:00,30.787670135498047,0.197
2024-07-11 00:00:00-04:00,30.773452758789062,0.346
2024-07-18 00:00:00-04:00,30.242000579833984,0.31
2024-07-25 00:00:00-04:00,29.305156707763672,0.354
2024-08-01 00:00:00-04:00,29.585893630981445,0.569
2024-08-08 00:00:00-04:00,29.068201065063477,0.514
2024-08-15 00:00:00-04:00,30.701065063476562,0.476
2024-08-22 00:00:00-04:00,30.584997177124023,0.476
2024-08-29 00:00:00-04:00,30.543575286865234,0.313
2024-09-05 00:00:00-04:00,30.075620651245117,0.329
2024-09-12 00:00:00-04:00,30.66395378112793,0.446
2024-09-19 00:00:00-04:00,31.496803283691406,0.195
2024-09-26 00:00:00-04:00,32.12382888793945,0.257
2024-10-03 00:00:00-04:00,31.80690574645996,0.218
2024-10-10 00:00:00-04:00,32.403663635253906,0.27
2024-10-17 00:00:00-04:00,32.42516326904297,0.318
2024-10-24 00:00:00-04:00,32.509212493896484,0.208
2024-10-31 00:00:00-04:00,32.001285552978516,0.205
2024-11-07 00:00:00-05:00,33.91935729980469,0.265
2024-11-14 00:00:00-05:00,33.788169860839844,0.253
2024-11-21 00:00:00-05:00,33.4542236328125,0.252
2024-11-27 00:00:00-05:00,33.611228942871094,0.221
2024-12-05 00:00:00-05:00,34.33601379394531,0.236
2024-12-12 00:00:00-05:00,34.41082000732422,0.165
2024-12-19 00:00:00-05:00,33.582862854003906,0.87
2024-12-26 00:00:00-05:00,34.286285400390625,0.804
2025-01-02 00:00:00-05:00,33.23649215698242,0.298
2025-01-08 00:00:00-05:00,33.63314437866211,0.183
2025-01-16 00:00:00-05:00,33.671043395996094,0.337
2025-01-23 00:00:00-05:00,34.94074249267578,0.246
2025-01-30 00:00:00-05:00,34.21428298950195,0.188
2025-02-06 00:00:00-05:00,34.63652038574219,0.231
2025-02-13 00:00:00-05:00,35.010780334472656,0.251
2025-02-20 00:00:00-05:00,35.145469665527344,0.246
2025-02-27 00:00:00-05:00,32.91201400756836,0.26
2025-03-06 00:00:00-05:00,32.12663269042969,0.151
2025-03-13 00:00:00-04:00,30.9421443939209,0.233
2025-03-20 00:00:00-04:00,31.952566146850586,0.277
2025-03-27 00:00:00-04:00,32.261497497558594,0.236
2025-04-03 00:00:00-04:00,29.877389907836914,0.25
2025-04-10 00:00:00-04:00,27.799036026000977,0.18
2025-04-16 00:00:00-04:00,27.838388442993164,0.209
2025-04-24 00:00:00-04:00,29.10141372680664,0.24
2025-05-01 00:00:00-04:00,29.89812469482422,0.218
2025-05-08 00:00:00-04:00,30.524391174316406,0.308
2025-05-15 00:00:00-04:00,32.46489334106445,0.18
2025-05-22 00:00:00-04:00,32.155033111572266,0.172
2025-05-29 00:00:00-04:00,32.579254150390625,0.215
2025-06-05 00:00:00-04:00,32.88238525390625,0.208
2025-06-12 00:00:00-04:00,33.53406524658203,0.146
2025-06-18 00:00:00-04:00,33.287261962890625,0.205
2025-06-26 00:00:00-04:00,34.40570068359375,0.247
2025-07-02 00:00:00-04:00,34.66533660888672,0.229
2025-07-10 00:00:00-04:00,34.99751663208008,0.237
2025-07-17 00:00:00-04:00,35.369998931884766,0.239
