Date,Open,High,Low,Close,Volume
2025-03-13 00:00:00-04:00,4.899423536615633,4.899423536615633,4.688476282061379,4.717963218688965,1095400
2025-03-14 00:00:00-04:00,4.838935803732763,4.93722677230835,4.823814143992581,4.93722677230835,1152600
2025-03-17 00:00:00-04:00,4.9447880466220395,5.0355180165256535,4.9145447233208355,4.997714042663574,1260500
2025-03-18 00:00:00-04:00,4.959910597454415,4.959910597454415,4.81852305370065,4.838937282562256,1211000
2025-03-19 00:00:00-04:00,4.8918616621678765,5.058200287646108,4.8616183412679845,5.005274295806885,1702900
2025-03-20 00:00:00-04:00,4.973041669684802,5.065134945840077,4.9500181676729085,5.011414051055908,800500
2025-03-21 00:00:00-04:00,4.934669312128115,5.06206541396515,4.896297296517978,5.04978609085083,1397900
2025-03-24 00:00:00-04:00,5.157228160835717,5.226298300106145,5.141879281658527,5.210949420928955,1870900
2025-03-25 00:00:00-04:00,5.28001966471871,5.387461821085884,5.195600644599996,5.233973026275635,1456300
2025-03-26 00:00:00-04:00,5.249321963508822,5.249321963508822,5.019088402814305,5.057460784912109,1875500
2025-03-27 00:00:00-04:00,5.00214188241775,5.0488908268341905,4.91643529855715,4.932018280029297,1760700
2025-03-28 00:00:00-04:00,4.908644061106741,4.908644061106741,4.745022567634677,4.768396854400635,2150000
2025-03-31 00:00:00-04:00,4.635940477677141,4.745021701089619,4.573608562314309,4.713855743408203,1618200
2025-04-01 00:00:00-04:00,4.745021204954564,4.815144416641971,4.6748976217396745,4.783978462219238,1185700
2025-04-02 00:00:00-04:00,4.713855024520244,4.869684789162457,4.699051141150115,4.846310138702393,1555800
2025-04-03 00:00:00-04:00,4.586913587351091,4.642272646099494,4.534717687899565,4.555279731750488,2028700
2025-04-04 00:00:00-04:00,4.3892012980861,4.444560350487755,4.246848587098386,4.310116291046143,2392700
2025-04-07 00:00:00-04:00,4.144038703468918,4.535508312171483,4.136130428410082,4.389201641082764,1850600
2025-04-08 00:00:00-04:00,4.539463093906983,4.539463093906983,4.22470607129668,4.2863922119140625,1633100
2025-04-09 00:00:00-04:00,4.310116559525131,4.642272403046241,4.270574430647318,4.634364128112793,1968300
2025-04-10 00:00:00-04:00,4.531699661899935,4.555761569416379,4.355243888646092,4.467534065246582,1066800
2025-04-11 00:00:00-04:00,4.4996161517782625,4.56378173828125,4.411388279108122,4.56378173828125,1052300
2025-04-14 00:00:00-04:00,4.668051628124723,4.6760721362752715,4.536512005324549,4.603885650634766,1196800
2025-04-15 00:00:00-04:00,4.660029994023,4.684092279549806,4.6119058054264395,4.6520094871521,1158100
2025-04-16 00:00:00-04:00,4.57180248302357,4.611906167901196,4.4434713033465,4.531699180603027,1566500
2025-04-17 00:00:00-04:00,4.5927730253736305,4.609059439395217,4.504012204860541,4.584630012512207,1051400
2025-04-21 00:00:00-04:00,4.552057452089763,4.568343867068847,4.397336315639084,4.46248197555542,2061200
2025-04-22 00:00:00-04:00,4.535770730143164,4.625345812316569,4.515412615722394,4.600916385650635,1331500
2025-04-23 00:00:00-04:00,4.723064462582781,4.751565588457228,4.686419936002081,4.706778049468994,1772400
2025-04-24 00:00:00-04:00,4.710083159220045,4.8009796142578125,4.710083159220045,4.8009796142578125,1123500
2025-04-25 00:00:00-04:00,4.817506157090423,4.867085933685303,4.796021547830138,4.867085933685303,1569700
2025-04-28 00:00:00-04:00,4.90840233513477,4.924928926403573,4.792716196253147,4.891875743865967,1596200
2025-04-29 00:00:00-04:00,4.908402550006016,4.933192240981911,4.867085873012813,4.924929141998291,1259400
2025-04-30 00:00:00-04:00,4.834032370528829,4.875349044799805,4.722477980437206,4.875349044799805,1889400
2025-05-01 00:00:00-04:00,4.9542817155606755,4.987870033599378,4.903059590612304,4.920693397521973,1407500
2025-05-02 00:00:00-04:00,5.013061567469951,5.046650289233251,4.971076365973481,5.029855728149414,1762100
2025-05-05 00:00:00-04:00,5.004664897918701,5.029855939795697,4.958481054207948,5.004664897918701,1697700
2025-05-06 00:00:00-04:00,4.9542818971001505,4.996267095984823,4.89550213817639,4.987870216369629,1836600
2025-05-07 00:00:00-04:00,4.996267617023442,5.004664897918701,4.912296810092804,5.004664897918701,2390200
2025-05-08 00:00:00-04:00,5.097185142889889,5.174285555551159,5.071485277664127,5.15715217590332,1572600
2025-05-09 00:00:00-04:00,5.174285555551159,5.199985829268913,5.105752036959804,5.15715217590332,2271600
2025-05-12 00:00:00-04:00,5.3970196615684385,5.405586146768758,5.2685191156278615,5.302785873413086,3217400
2025-05-13 00:00:00-04:00,5.337052499936063,5.379886150360107,5.319919121464839,5.379886150360107,3344000
2025-05-14 00:00:00-04:00,5.431286668082764,5.465553427437255,5.405586394320899,5.44842004776001,3431400
2025-05-15 00:00:00-04:00,5.401375252784541,5.414443395639274,5.296832602440068,5.349103927612305,2706800
2025-05-16 00:00:00-04:00,5.427510310310407,5.479781627655029,5.4144425848281275,5.479781627655029,2492200
2025-05-19 00:00:00-04:00,5.322968006877669,5.471070289611816,5.3177408332763605,5.471070289611816,4654600
2025-05-20 00:00:00-04:00,5.47978239474527,5.488494489896693,5.392663520308852,5.444934844970703,4006400
2025-05-21 00:00:00-04:00,5.436221839389198,5.4797814770200475,5.288119985358392,5.322967529296875,4984500
2025-05-22 00:00:00-04:00,5.347758862032749,5.445151940268128,5.312343273981177,5.400882244110107,3386000
2025-05-23 00:00:00-04:00,5.330051068006963,5.427444146242342,5.330051068006963,5.400882244110107,2931300
2025-05-27 00:00:00-04:00,5.48942170612514,5.542545515149832,5.436298319287598,5.53369140625,3228200
2025-05-28 00:00:00-04:00,5.55139844109445,5.560252548780907,5.498275061536978,5.524836540222168,3253900
2025-05-29 00:00:00-04:00,5.601257900324545,5.610248460512355,5.502359165974951,5.511350154876709,3080500
2025-05-30 00:00:00-04:00,5.484378543113907,5.529332637786865,5.42144332502859,5.529332637786865,4731200
2025-06-02 00:00:00-04:00,5.511350813069108,5.538322925567627,5.46639672061958,5.538322925567627,3628300
2025-06-03 00:00:00-04:00,5.610249996185303,5.628231978910958,5.583277879524948,5.610249996185303,3577400
2025-06-04 00:00:00-04:00,5.64621280340305,5.64621280340305,5.556304616247625,5.637221813201904,4240300
2025-06-05 00:00:00-04:00,5.660043998049753,5.669173310501855,5.468332789651365,5.513978481292725,7246000
2025-06-06 00:00:00-04:00,5.577882953337976,5.64178640603304,5.559624761809441,5.632657527923584,3935500
