Date,Close,Dividends
2025-02-27 00:00:00-05:00,42.112728118896484,0.323
2025-03-06 00:00:00-05:00,41.19196701049805,0.158
2025-03-13 00:00:00-04:00,39.739501953125,0.246
2025-03-20 00:00:00-04:00,40.8623046875,0.312
2025-03-27 00:00:00-04:00,41.052101135253906,0.271
2025-04-03 00:00:00-04:00,37.90989303588867,0.264
2025-04-10 00:00:00-04:00,35.21522903442383,0.22
2025-04-17 00:00:00-04:00,35.28251266479492,0.332
2025-04-24 00:00:00-04:00,36.63327407836914,0.323
2025-05-01 00:00:00-04:00,37.4970588684082,0.336
2025-05-08 00:00:00-04:00,38.28468704223633,0.284
2025-05-15 00:00:00-04:00,40.585655212402344,0.235
2025-05-22 00:00:00-04:00,40.35398483276367,0.325
2025-05-29 00:00:00-04:00,40.8853759765625,0.312
2025-06-05 00:00:00-04:00,41.3308219909668,0.231
2025-06-12 00:00:00-04:00,42.18569564819336,0.257
2025-06-20 00:00:00-04:00,41.79764938354492,0.234
2025-06-26 00:00:00-04:00,43.11742401123047,0.119
2025-07-03 00:00:00-04:00,44.010101318359375,0.162
2025-07-10 00:00:00-04:00,44.010711669921875,0.191
2025-07-17 00:00:00-04:00,44.60900115966797,0.191
