Date,Close,Dividends
2025-03-03 00:00:00-05:00,42.101234436035156,0.241
2025-03-10 00:00:00-04:00,39.85299301147461,0.202
2025-03-17 00:00:00-04:00,36.931941986083984,0.229
2025-03-24 00:00:00-04:00,38.25271987915039,0.121
2025-03-31 00:00:00-04:00,38.566627502441406,0.278
2025-04-07 00:00:00-04:00,30.092382431030273,0.226
2025-04-14 00:00:00-04:00,34.2291145324707,0.102
2025-04-21 00:00:00-04:00,32.31508255004883,0.386
2025-04-28 00:00:00-04:00,35.887413024902344,0.249
2025-05-05 00:00:00-04:00,33.436527252197266,0.32
2025-05-12 00:00:00-04:00,35.83204650878906,0.185
2025-05-19 00:00:00-04:00,35.38780212402344,0.162
2025-05-27 00:00:00-04:00,33.60103225708008,0.278
2025-06-02 00:00:00-04:00,33.87338638305664,0.101
2025-06-09 00:00:00-04:00,33.902896881103516,0.265
2025-06-16 00:00:00-04:00,33.13740921020508,0.235
2025-06-23 00:00:00-04:00,33.83564376831055,0.145
2025-06-30 00:00:00-04:00,34.61216354370117,0.265
2025-07-07 00:00:00-04:00,35.52841567993164,0.225
2025-07-14 00:00:00-04:00,35.13730239868164,0.75
2025-07-21 00:00:00-04:00,36.09000015258789,0.398
