Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-11-21 00:00:00-05:00,32.96456767256464,33.15743438996842,32.843524590908,33.11789321899414,23400,0.245,0.0,0.0
2024-11-22 00:00:00-05:00,33.07753850907975,33.26152420043945,33.07753850907975,33.26152420043945,30400,0.0,0.0,0.0
2024-11-25 00:00:00-05:00,33.26315019623839,33.3962972895019,33.26315019623839,33.335777282714844,61100,0.0,0.0,0.0
2024-11-26 00:00:00-05:00,33.43261690014237,33.472964602909244,33.36805811304946,33.41647720336914,16900,0.0,0.0,0.0
2024-11-27 00:00:00-05:00,33.496931166097276,33.496931166097276,33.29377171574485,33.32627487182617,27700,0.289,0.0,0.0
2024-11-29 00:00:00-05:00,33.326261109796484,33.46441109097025,33.326261109796484,33.440032958984375,20900,0.0,0.0,0.0
2024-12-02 00:00:00-05:00,33.44002573289605,33.5294132308504,33.433522005803695,33.496910095214844,49100,0.0,0.0,0.0
2024-12-03 00:00:00-05:00,33.529415130615234,33.56923418649452,33.4562776463521,33.529415130615234,20500,0.0,0.0,0.0
2024-12-04 00:00:00-05:00,33.63506287656099,33.63506287656099,33.54973631803941,33.62693786621094,31600,0.0,0.0,0.0
2024-12-05 00:00:00-05:00,33.54691857255752,33.71024089578996,33.54691857255752,33.63266372680664,16500,0.202,0.0,0.0
2024-12-06 00:00:00-05:00,33.60407794769049,33.75923538208008,33.60407794769049,33.75923538208008,38500,0.0,0.0,0.0
2024-12-09 00:00:00-05:00,33.65307032975401,33.71023375380923,33.51669428734043,33.53057861328125,38800,0.0,0.0,0.0
2024-12-10 00:00:00-05:00,33.52241367153784,33.60407793843613,33.448917388916016,33.448917388916016,20700,0.0,0.0,0.0
2024-12-11 00:00:00-05:00,33.522400874577784,33.600797294803506,33.51341983351004,33.54690170288086,17000,0.0,0.0,0.0
2024-12-12 00:00:00-05:00,33.48699640020143,33.54526963977242,33.41312789916992,33.41312789916992,20700,0.207,0.0,0.0
2024-12-13 00:00:00-05:00,33.404930114746094,33.51983600515511,33.33106159506163,33.404930114746094,25100,0.0,0.0,0.0
2024-12-16 00:00:00-05:00,33.454168876159514,33.52803738517672,33.454168876159514,33.48043441772461,59200,0.0,0.0,0.0
2024-12-17 00:00:00-05:00,33.40493104735036,33.4459684192206,33.33106252560362,33.38851547241211,23700,0.0,0.0,0.0
2024-12-18 00:00:00-05:00,33.3720956673383,33.48700154639019,32.40359878540039,32.40359878540039,37500,0.0,0.0,0.0
2024-12-19 00:00:00-05:00,32.64521065860046,32.64521065860046,32.241163981283876,32.47864532470703,22500,0.183,0.0,0.0
2024-12-20 00:00:00-05:00,32.28238390423997,32.70291930563376,32.28238390423997,32.645198822021484,39000,0.0,0.0,0.0
2024-12-23 00:00:00-05:00,32.620450692446674,32.86782455444336,32.5874666720393,32.86782455444336,36400,0.0,0.0,0.0
2024-12-24 00:00:00-05:00,32.917309177335554,33.024505709119516,32.917309177335554,32.975032806396484,16500,0.0,0.0,0.0
2024-12-26 00:00:00-05:00,32.86552874679065,33.07290841383263,32.86552874679065,33.039730072021484,38000,0.238,0.0,0.0
