Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-06-04 00:00:00-04:00,23.96082021870311,24.104299647987812,23.941691209292983,23.991430282592773,4500,0.0,0.0,0.0
2025-06-05 00:00:00-04:00,24.31473590932385,24.31473590932385,23.365867614746094,23.365867614746094,6000,0.0,0.0,0.0
2025-06-06 00:00:00-04:00,24.065081522853514,24.065081522853514,23.846994400024414,23.846994400024414,900,0.0,0.0,0.0
2025-06-09 00:00:00-04:00,24.553862411897306,24.735601677872065,24.553862411897306,24.69734001159668,8000,0.0,0.0,0.0
2025-06-10 00:00:00-04:00,24.907776259645527,24.907776259645527,24.70881996776356,24.850383758544922,9000,0.0,0.0,0.0
2025-06-11 00:00:00-04:00,24.965169927732962,24.97473534572922,24.716474533081055,24.716474533081055,4700,0.0,0.0,0.0
2025-06-12 00:00:00-04:00,24.506039196984478,24.75473275084595,24.481168746948242,24.481168746948242,3400,0.0,0.0,0.0
2025-06-13 00:00:00-04:00,24.142558924922668,24.219080434018434,24.142558924922668,24.16168975830078,2600,0.0,0.0,0.0
2025-06-16 00:00:00-04:00,24.473999241660064,24.72172737121582,24.435443285796904,24.72172737121582,6900,0.194,0.0,0.0
2025-06-17 00:00:00-04:00,24.339051066208068,24.339051066208068,24.020956610963456,24.11927604675293,2000,0.0,0.0,0.0
2025-06-18 00:00:00-04:00,24.14626641646901,24.261937966272598,23.99107551574707,23.99107551574707,3600,0.0,0.0,0.0
2025-06-20 00:00:00-04:00,24.493279654797508,24.493279654797508,23.92070960998535,23.92070960998535,1800,0.0,0.0,0.0
2025-06-23 00:00:00-04:00,23.655389941373418,23.992630004882812,23.412421681378788,23.992630004882812,20100,0.203,0.0,0.0
2025-06-24 00:00:00-04:00,24.160764059933406,24.374575458678585,24.160764059933406,24.326953887939453,1500,0.0,0.0,0.0
2025-06-25 00:00:00-04:00,24.588384865507532,24.66613462727093,24.588384865507532,24.630176544189453,1700,0.0,0.0,0.0
2025-06-26 00:00:00-04:00,24.724448771991366,24.724448771991366,24.539792389430776,24.636980056762695,2800,0.0,0.0,0.0
2025-06-27 00:00:00-04:00,24.48245194872096,24.616570892998368,24.48245194872096,24.552427291870117,1400,0.0,0.0,0.0
2025-06-30 00:00:00-04:00,24.786018290039927,24.786018290039927,24.502581073029173,24.691213607788086,11200,0.142,0.0,0.0
2025-07-01 00:00:00-04:00,24.561224416205274,24.561224416205274,24.311019897460938,24.311019897460938,3300,0.0,0.0,0.0
2025-07-02 00:00:00-04:00,24.795793132158877,25.05870388537269,24.77624535143947,25.03133773803711,2400,0.0,0.0,0.0
2025-07-03 00:00:00-04:00,25.089002263205753,25.196513192456315,25.02449607849121,25.02449607849121,1900,0.0,0.0,0.0
2025-07-07 00:00:00-04:00,25.029418777022794,25.029418777022794,24.823630447256846,24.851200103759766,3600,0.189,0.0,0.0
2025-07-08 00:00:00-04:00,25.029419139216515,25.08357435900006,24.921108699649423,24.995941162109375,7500,0.0,0.0,0.0
2025-07-09 00:00:00-04:00,25.16726886837737,25.541431202154794,25.009727426168602,25.521738052368164,8300,0.0,0.0,0.0
2025-07-10 00:00:00-04:00,25.59066277210004,25.748204217839522,25.305119605963043,25.703895568847656,16400,0.0,0.0,0.0
2025-07-11 00:00:00-04:00,26.289753252531806,26.289753252531806,26.11547282570851,26.23953628540039,7100,0.0,0.0,0.0
2025-07-14 00:00:00-04:00,26.910817551090137,26.910817551090137,26.434168845411115,26.505664825439453,19800,0.225,0.0,0.0
2025-07-15 00:00:00-04:00,26.315005798671805,26.364655995395484,25.96744873950527,26.003198623657227,12800,0.0,0.0,0.0
2025-07-16 00:00:00-04:00,26.463959319787108,26.473889738327657,26.40437870257749,26.46892547607422,4000,0.0,0.0,0.0
2025-07-17 00:00:00-04:00,26.32493705413819,26.652633287424823,26.266348911004616,26.48381996154785,7200,0.0,0.0,0.0
2025-07-18 00:00:00-04:00,26.533469119408238,26.553329955564067,26.235564153205125,26.315998077392578,7600,0.0,0.0,0.0
2025-07-21 00:00:00-04:00,26.600000381469727,26.690000534057617,26.299999237060547,26.299999237060547,20200,0.185,0.0,0.0
