Date,Close,Dividends
2025-03-11 00:00:00-04:00,98.5216293334961,0.068
2025-03-18 00:00:00-04:00,98.6004638671875,0.08
2025-03-25 00:00:00-04:00,98.68822479248047,0.079
2025-04-01 00:00:00-04:00,98.7563247680664,0.079
2025-04-08 00:00:00-04:00,98.8560791015625,0.078
2025-04-15 00:00:00-04:00,98.90550994873047,0.078
2025-04-22 00:00:00-04:00,98.99253845214844,0.078
2025-04-29 00:00:00-04:00,99.06578826904297,0.079
2025-05-06 00:00:00-04:00,99.1598892211914,0.08
2025-05-13 00:00:00-04:00,99.23820495605469,0.079
2025-05-20 00:00:00-04:00,99.3116455078125,0.079
2025-05-27 00:00:00-04:00,99.38514709472656,0.079
2025-06-03 00:00:00-04:00,99.45968627929688,0.08
2025-06-10 00:00:00-04:00,99.55716705322266,0.078
2025-06-17 00:00:00-04:00,99.6258544921875,0.079
2025-06-24 00:00:00-04:00,99.7245101928711,0.079
2025-07-01 00:00:00-04:00,99.79332733154297,0.079
2025-07-08 00:00:00-04:00,99.86216735839844,0.079
2025-07-15 00:00:00-04:00,99.95104217529297,0.079
2025-07-22 00:00:00-04:00,100.02999877929688,0.079
