strategy,best_variant,avg_testing,median_testing,win_rate,best_testing,worst_testing,top_10_tickers,run_date
1ST→2ND,RSI Filter (≤70),10.551034340552878,5.4877606439785005,70.0,60.78738317757009,-3.4551875536890244,"PTHL, TMC, ECX, ARRY, CRML, OKTA, IVVD, RAY, CNH, LWLG",2025-09-02
2ND→3RD,Double Down (Thu),13.033546805949271,-0.045088395890768795,50.0,128.63262177170088,-12.205446239245655,"BMNR, IXHL, FL, AIFF, RAY, CRWV, ALTS, ALLR, NBY, PTHL",2025-09-02
3RD→4TH,Double Down (Thu),3.027027643672627,7.953089538309374,70.0,14.542852944955603,-22.331270338624623,"SBET, TSLG, CRWV, FFAI, VCIG, ALTS, ECX, IXHL, NUKK, PTHL",2025-09-02
LAST→1ST,RSI Filter (≤70),-0.9993263052934444,-7.154381994420746,20.0,43.928609978273506,-27.137030136220663,"SBET, CRWV, HKPD, CRML, ALTS, ETHD, NVOX, CGTX, MRKR, NUKK",2025-09-02
