ticker,category,days_of_data,ytd_return_pct,annualized_volatility_pct,current_price,avg_daily_volume
MRNA,STOCK,163,-40.238095238095234,71.20120932121871,25.1,10746525.55214724
SOUN,STOCK,163,-40.922619047619044,111.08303253831104,11.91,41610383.93251534
TSLG,STOCK,163,-43.39781328847771,140.78604984570939,6.73,4960683.3742331285
SQQQ,LEVERAGED,163,-43.74601148691768,79.42573878937421,17.63,93357129.44785276
TSLL,LEVERAGED,163,-44.19181479950393,140.57199457780214,13.5,163576337.25153375
HKPD,LEVERAGED,155,-44.32624113475177,147.4522238746614,1.57,1909162.0580645162
UVXY,STOCK,163,-44.392523364485974,122.90513032346091,11.9,19556956.417177916
DJT,STOCK,163,-47.325102880658434,72.31086705297305,17.92,7565640.312883436
CGC,STOCK,163,-47.56944444444444,118.18751455874607,1.51,10399255.509202454
CONY,STOCK,163,-48.47356664184661,67.13740535276062,6.92,8148197.785276074
CNC,STOCK,163,-52.33845645347876,62.894320925282656,28.84,8748839.865030674
TSLQ,STOCK,163,-54.12782956058588,141.0345061677737,13.78,21573244.055214725
TSLZ,LEVERAGED,163,-55.635062611806795,140.88261682586057,1.24,83286849.28220859
PLTD,LEVERAGED,163,-65.75225032147449,75.88454623386272,7.99,6197404.809815951
UVIX,STOCK,163,-66.0056657223796,163.32085269567068,12.0,10321157.271165645
CAN,STOCK,163,-66.22522522522523,107.38308736698261,0.7498,27536822.404907975
IBIO,STOCK,163,-66.64876033057851,129.5939348796554,0.8071,1545199.7607361963
NVD,LEVERAGED,163,-66.70208997520368,110.9299287045752,9.4,8410449.736196319
IXHL,STOCK,163,-66.73449131513647,934.3694869520551,0.6703,65637318.04294479
NVDQ,STOCK,163,-67.78846153846155,111.32283949111658,1.005,40898281.04294479
NVOX,STOCK,163,-69.05532083443359,108.22539237757896,3.75,2073418.2208588957
SOXS,LEVERAGED,163,-69.9367088607595,129.28526738226952,6.65,103002682.06748466
MRKR,STOCK,163,-70.44339622641509,112.67572483494186,0.9399,820354.6932515338
VRAX,STOCK,163,-73.08597285067874,94.01776159575995,0.5948,331571.1717791411
JDST,STOCK,163,-73.91771019677996,76.49648109310732,7.29,3721454.644171779
MSTZ,STOCK,163,-81.03382013835511,162.52906723745215,4.935,34235986.134969324
PTHL,STOCK,163,-82.7338129496403,197.03838089440063,0.72,989403.5950920245
ETHD,CRYPTO,163,-84.44976076555024,157.57406407414481,3.25,3816834.282208589
NUKK,STOCK,163,-84.87071977638014,147.25514098321014,4.33,735407.736196319
GDXD,LEVERAGED,163,-87.98657718120805,105.37503220684937,1.79,7584213.36196319
STKH,STOCK,163,-91.02619047619046,142.36473730307753,0.7538,918501.2858895705
VCIG,STOCK,163,-97.493993993994,160.54400574401924,0.8345,2352143.8773006136
HOLO,STOCK,163,-97.98275862068965,179.03138489569668,4.68,2293282.3210122697
