date,open,high,low,close,volume,rsi
2025-01-02 00:00:00-05:00,34.34,35.1398,33.3302,34.02,5166596.0,
2025-01-03 00:00:00-05:00,33.91,35.2,33.56,34.62,6150421.0,
2025-01-06 00:00:00-05:00,35.1,36.7,35.0815,36.17,8425580.0,
2025-01-07 00:00:00-05:00,36.21,36.98,34.8,35.22,5504718.0,
2025-01-08 00:00:00-05:00,34.68,34.87,33.56,34.54,5525948.0,
2025-01-10 00:00:00-05:00,34.09,35.829,33.65,35.31,6216578.0,
2025-01-13 00:00:00-05:00,34.92,43.31,34.76,42.91,46067879.0,
2025-01-14 00:00:00-05:00,39.335,41.65,38.2054,39.35,25678771.0,
2025-01-15 00:00:00-05:00,40.62,42.25,39.45,40.83,14919927.0,
2025-01-16 00:00:00-05:00,42.35,42.85,40.01,41.0,19958980.0,
2025-01-17 00:00:00-05:00,41.725,43.46,39.57,40.03,30112740.0,
2025-01-21 00:00:00-05:00,37.59,37.74,34.42,35.59,26443021.0,
2025-01-22 00:00:00-05:00,34.545,35.5,33.5,33.61,11446161.0,
2025-01-23 00:00:00-05:00,33.08,34.55,32.8,33.55,8491336.0,
2025-01-24 00:00:00-05:00,33.93,34.64,32.585,32.71,8499929.0,47.446393762183234
2025-01-27 00:00:00-05:00,31.4,31.83,29.15,29.535,10412751.0,41.86557290288435
2025-01-28 00:00:00-05:00,29.94,30.54,29.32,30.04,5080760.0,43.013719950196325
2025-01-29 00:00:00-05:00,33.61,34.0,31.65,32.07,23865894.0,47.50215491155812
2025-01-30 00:00:00-05:00,32.06,32.3,30.67,31.6,5718693.0,46.58724535534724
2025-01-31 00:00:00-05:00,31.63,31.99,31.1604,31.86,4759897.0,47.19316518091835
2025-02-03 00:00:00-05:00,30.02,31.2,30.0,30.82,4538193.0,44.99442666864522
2025-02-04 00:00:00-05:00,30.78,31.34,30.5201,30.62,3608947.0,44.56443089981451
2025-02-05 00:00:00-05:00,30.17,30.9352,29.99,30.35,3432185.0,43.95374236028386
2025-02-06 00:00:00-05:00,30.25,32.6,30.02,32.38,9794677.0,49.55129730084933
2025-02-07 00:00:00-05:00,32.3,32.38,30.92,31.19,4504342.0,46.61237194281647
2025-02-10 00:00:00-05:00,31.1201,31.36,30.5448,31.21,2795581.0,46.66962199758712
2025-02-11 00:00:00-05:00,30.95,31.21,30.18,30.34,3082364.0,44.43729977856923
2025-02-12 00:00:00-05:00,30.0,30.6797,29.75,30.43,2378846.0,44.73181364828527
2025-02-13 00:00:00-05:00,30.4,30.99,30.24,30.67,3387160.0,45.560499560252886
2025-02-14 00:00:00-05:00,30.71,30.92,30.03,30.39,3246339.0,44.71807824506426
2025-02-18 00:00:00-05:00,30.105,30.29,28.84,29.23,6194165.0,41.31020914589187
2025-02-19 00:00:00-05:00,29.4,29.755,28.22,28.25,4369211.0,38.631681375777795
2025-02-20 00:00:00-05:00,28.2,28.2686,26.91,27.84,4848612.0,37.53515412912337
2025-02-21 00:00:00-05:00,28.15,28.7,26.95,26.99,4585647.0,35.298243349804764
2025-02-24 00:00:00-05:00,26.8,26.942,25.24,25.73,4570603.0,32.231823369750984
2025-02-25 00:00:00-05:00,25.055,25.6,23.24,23.81,7044912.0,28.210210703494937
2025-02-26 00:00:00-05:00,23.91,25.35,23.87,24.52,4155906.0,31.608492175776206
2025-02-27 00:00:00-05:00,24.7,24.88,23.61,23.8,2780327.0,30.05478515607591
2025-02-28 00:00:00-05:00,23.4,24.25,23.16,24.1,3538129.0,31.564245983790386
2025-03-03 00:00:00-05:00,24.73,24.98,23.12,23.22,3640026.0,29.549761531767658
2025-03-04 00:00:00-05:00,22.3,23.0799,21.5,22.27,4831000.0,27.508664619994974
2025-03-05 00:00:00-05:00,22.36,22.81,22.14,22.7,2906407.0,29.869922907086107
2025-03-06 00:00:00-05:00,22.32,22.66,21.6,21.98,2754423.0,28.212808690346904
2025-03-07 00:00:00-05:00,21.9,22.6,21.63,22.5,2541896.0,31.182247347832117
2025-03-10 00:00:00-04:00,21.765,21.9218,19.715,19.92,4451821.0,25.537901149080994
2025-03-11 00:00:00-04:00,19.82,19.97,18.59,19.57,4291362.0,24.87995722234777
2025-03-12 00:00:00-04:00,20.12,20.58,19.82,20.07,3331860.0,27.743903201806347
2025-03-13 00:00:00-04:00,20.51,20.6,19.13,19.17,3143680.0,25.834628555202443
2025-03-14 00:00:00-04:00,19.57,20.4137,19.52,20.21,2548242.0,31.68511155520912
2025-03-17 00:00:00-04:00,20.19,20.83,20.16,20.56,2407975.0,33.58392858044395
2025-03-18 00:00:00-04:00,20.39,20.4,19.89,20.09,1838444.0,32.2861560077544
2025-03-19 00:00:00-04:00,20.29,22.2099,20.29,20.59,6039970.0,35.15685713584635
2025-03-20 00:00:00-04:00,20.36,20.71,19.92,20.03,2645972.0,33.44658582872225
2025-03-21 00:00:00-04:00,19.81,20.35,19.62,20.25,2478589.0,34.788723311959075
2025-03-24 00:00:00-04:00,20.72,21.07,20.58,21.01,3460307.0,39.3397214812049
2025-03-25 00:00:00-04:00,22.845,23.97,22.132,22.87,12852739.0,48.763910149197
2025-03-26 00:00:00-04:00,22.2,22.29,20.8601,20.94,4507662.0,41.550439883427785
2025-03-27 00:00:00-04:00,20.71,21.15,20.25,20.32,2541877.0,39.52758349154447
2025-03-28 00:00:00-04:00,20.0,20.265,19.31,19.83,3485096.0,37.95488253201466
2025-03-31 00:00:00-04:00,19.25,19.6,18.55,19.54,4037299.0,37.01618822665865
2025-04-01 00:00:00-04:00,19.63,20.79,19.39,20.26,4047829.0,40.92276087076717
2025-04-02 00:00:00-04:00,18.39,19.97,18.36,18.76,10451270.0,35.92366922116672
2025-04-03 00:00:00-04:00,17.92,19.11,17.75,18.41,4998225.0,34.85378307119193
2025-04-04 00:00:00-04:00,17.8,18.0,16.55,17.09,5015523.0,31.092754406895097
2025-04-07 00:00:00-04:00,15.69,17.68,15.42,17.32,5248374.0,32.46033895274016
2025-04-08 00:00:00-04:00,18.105,18.18,16.36,16.66,3814342.0,30.584516636562398
2025-04-09 00:00:00-04:00,16.52,20.4,16.5,20.27,15248554.0,48.21276987222985
2025-04-10 00:00:00-04:00,20.77,21.2,18.4,18.79,11303632.0,43.35203821246162
2025-04-11 00:00:00-04:00,19.01,19.18,18.5659,18.89,4181676.0,43.76458427021454
2025-04-14 00:00:00-04:00,19.35,19.41,18.42,18.93,3359194.0,43.94045049103284
2025-04-15 00:00:00-04:00,18.92,20.255,18.71,19.96,6468518.0,48.41413311690802
2025-04-16 00:00:00-04:00,19.61,20.45,19.195,19.74,4516159.0,47.54144692912992
2025-04-17 00:00:00-04:00,20.05,22.77,19.82,22.04,12034455.0,56.391517862138954
2025-04-21 00:00:00-04:00,21.325,22.56,20.7021,22.49,5954516.0,57.888446403575266
2025-04-22 00:00:00-04:00,22.83,24.61,22.43,23.65,9123560.0,61.552242314103786
2025-04-23 00:00:00-04:00,25.0,26.79,24.51,26.38,14753634.0,68.49849599681644
2025-04-24 00:00:00-04:00,26.27,26.7445,25.44,26.15,8017882.0,67.39378333089982
2025-04-25 00:00:00-04:00,26.0,27.29,25.66,26.14,6643388.0,67.34293026345958
2025-04-28 00:00:00-04:00,26.25,26.5,25.22,25.83,3213639.0,65.6881857060867
2025-04-29 00:00:00-04:00,25.74,26.2309,24.77,24.98,3687227.0,61.24445587089003
2025-04-30 00:00:00-04:00,24.13,24.59,23.2801,24.54,2898912.0,59.018744813315
2025-05-01 00:00:00-04:00,24.51,25.19,24.45,24.73,2894726.0,59.69981928841711
2025-05-02 00:00:00-04:00,24.81,25.9,24.75,25.47,3287097.0,62.32593938247654
2025-05-05 00:00:00-04:00,25.105,25.18,24.2,24.26,2576870.0,55.91032914009657
2025-05-06 00:00:00-04:00,23.98,24.23,23.63,23.8,1990906.0,53.649379009831165
2025-05-07 00:00:00-04:00,23.86,24.53,23.7201,24.2,2289189.0,55.34059362596298
2025-05-08 00:00:00-04:00,24.62,25.62,24.44,25.14,3263146.0,59.11588370567865
2025-05-09 00:00:00-04:00,25.28,25.83,24.78,24.89,2613837.0,57.71839450162117
2025-05-12 00:00:00-04:00,26.44,26.59,25.33,25.65,4208261.0,60.75563932708875
2025-05-13 00:00:00-04:00,25.85,26.46,25.6701,26.32,4233026.0,63.26116904147378
2025-05-14 00:00:00-04:00,26.98,27.78,25.97,26.03,4947471.0,61.432936426190494
2025-05-15 00:00:00-04:00,25.65,25.7296,24.69,24.98,2822581.0,55.211382809317186
2025-05-16 00:00:00-04:00,25.0,25.92,24.96,25.64,2691584.0,58.084860373972404
2025-05-19 00:00:00-04:00,24.84,25.407,24.75,25.07,1945197.0,54.81410483162166
2025-05-20 00:00:00-04:00,25.05,25.0998,24.44,24.89,1933311.0,53.78414162448777
