ticker,training_return,testing_return,training_win_rate,testing_win_rate,avg_performance,consistency_score
BTBT,-21.5703899131803,65.26027397260276,20.0,100.0,21.84494202971123,13.161875641132925
UNIT,-17.765554474104363,38.972953216374286,20.0,50.0,10.603699371134962,4.929848602087096
TSLZ,83.63805593235367,25.271486192987915,100.0,100.0,54.45477106267079,48.61811408873421
TSLQ,86.71287559317429,25.18171860997711,100.0,100.0,55.9472971015757,49.79418140325598
RAY,-49.41100074344779,19.94077663369005,20.0,100.0,-14.735112054878869,-21.67028979259265
EBAY,-7.706100264816929,19.833307833277214,60.0,100.0,6.063603784230143,3.3096629744207284
HIVE,-28.097555848752975,17.590090090090072,20.0,50.0,-5.2537328793314515,-9.822497473215757
RGTI,-21.340126460719322,17.35067978914784,60.0,100.0,-1.994723335785741,-5.863803960772458
BITF,-31.023239657566105,14.927993334920275,0.0,50.0,-8.047623161322914,-12.642746460571551
AFRM,-8.101130502487852,14.132411714404647,60.0,100.0,3.0156406059583976,0.7922863842691474
ARRY,-36.63780589275616,13.667508113955984,0.0,50.0,-11.48514888940009,-16.515680290071305
BBAI,-25.35474352418241,13.618752381638966,40.0,50.0,-5.867995571271722,-9.76534516185386
TSLS,39.2161275977738,12.565302051671745,100.0,100.0,25.89071482472277,23.225632270112566
NCLH,-26.3681685707015,12.235858781084886,20.0,100.0,-7.066154894808307,-10.926557629986945
OPAD,-33.202610147804414,11.642958268725124,20.0,50.0,-10.779825939539645,-15.264382781192598
ORCL,1.2179263032912502,8.301408878616323,60.0,100.0,4.759667590953787,4.051319333421279
MSOS,-14.55200011506208,7.073954983922848,20.0,50.0,-3.7390225655696163,-5.901618075468109
VFC,-35.03540808801229,6.807287064101719,20.0,100.0,-14.114060511955286,-18.298330027166685
TPR,-7.109248132639379,6.708843114180474,40.0,100.0,-0.20020250922945237,-1.5820116339114376
UVIX,132.81604235471414,6.7017688194158875,80.0,50.0,69.75890558706502,57.14747823353519
SOXS,68.70469962489621,6.09276584853633,60.0,50.0,37.39873273671627,31.137539359080282
TLRY,-45.420397078132254,5.521823197255515,0.0,50.0,-19.94928694043837,-25.043508967977147
VICI,-10.01843274351959,5.329096069201089,40.0,100.0,-2.3446683371592503,-3.879421218431318
PCG,-14.526062977811183,5.267003692505989,20.0,50.0,-4.629529642652597,-6.608836309684314
FAZ,24.778382459288206,5.120192951896052,60.0,50.0,14.949287705592129,12.983468754852913
UVXY,93.28103648393584,5.026639621365803,80.0,50.0,49.15383805265082,40.32839836639381
ECX,-9.336103337539313,4.868844914864234,40.0,100.0,-2.2336292113375396,-3.6541240365778944
JNJ,-6.7505085329193975,4.5973649971120745,40.0,100.0,-1.0765717679036615,-2.211359120906809
MSFT,-3.0734374860396207,4.580258735371157,40.0,100.0,0.7534106246657679,-0.01195899747530993
MSTZ,13.249298892179073,4.482109691147729,40.0,100.0,8.865704291663402,7.9889853715602674
PBR,-26.55960202965273,4.274062821455971,20.0,100.0,-11.14276960409838,-14.22613608920925
CCL,-9.764968029753918,4.196803952499928,40.0,50.0,-2.784082038626995,-4.18025923685238
F,-13.393783748919574,3.6952152171781494,40.0,50.0,-4.849284265870713,-6.558184162480485
WMT,8.439950636186587,3.666696220064525,80.0,100.0,6.053323428125556,5.57599798651335
IBKR,-6.843380525980236,3.495804979377848,40.0,50.0,-1.673787773301194,-2.7077063238370025
EXC,-1.9448722873773083,3.4552499381652613,20.0,50.0,0.7551888253939765,0.2151766028397195
SNAP,-19.21722073562684,3.3527262276723535,20.0,50.0,-7.932247253977243,-10.189241950307162
NVDL,-36.48857385849138,3.292419055943241,40.0,100.0,-16.598077401274068,-20.57617669271753
KDP,2.7919413555648864,3.1385844360516835,80.0,100.0,2.965262895808285,2.9305985877596052
AG,-10.25381373834241,3.065115235067961,40.0,50.0,-3.5943492516372246,-4.926242148978262
AMCR,-16.44766068293555,2.8161677384217265,0.0,50.0,-6.815746472256912,-8.742129314392638
EQX,-6.5087419643940825,2.7718255339738596,40.0,100.0,-1.8684582152101115,-2.7965149650469057
HL,-20.728676575727466,2.666093433314143,40.0,50.0,-9.031291571206662,-11.370768572110823
GLD,-2.8013168746007677,2.649114855532164,40.0,100.0,-0.07610100953430177,-0.621144182547595
CVE,-35.88120911059881,2.479243361792105,0.0,50.0,-16.70098287440335,-20.537028121642443
VALE,-19.76002610932568,2.4727252936792787,20.0,100.0,-8.6436504078232,-10.866925548123696
HBAN,-14.523912260350535,2.326897259959604,40.0,50.0,-6.098507500195465,-7.783588452226479
SPXS,32.04120295464206,2.116966189460867,60.0,50.0,17.079084572051464,14.086660895533345
CIFR,-13.984854375582778,2.0557110253762945,20.0,50.0,-5.964571675103242,-7.5686282151991495
NVDA,-17.532170029041648,1.9999027743596187,40.0,100.0,-7.766133627341015,-9.719340907681142
SQQQ,32.18687546287726,1.9943158437376818,40.0,50.0,17.09059565330747,14.071339691393513
TOST,-3.92254186555957,1.9846388025488437,60.0,100.0,-0.9689515315053632,-1.5596695983162046
AIFF,-55.51172104848694,1.9628249189215463,40.0,50.0,-26.774448064782696,-32.52190266152355
USB,-13.969481171364206,1.7652275334470557,40.0,50.0,-6.102126818958576,-7.6755976894397016
KO,-2.8192052052882666,1.6499073404717457,40.0,100.0,-0.5846489324082604,-1.0315601869842617
SPXU,32.577732715260495,1.6162501152817477,60.0,50.0,17.09699141527112,14.000843155273245
GOOGL,-7.283531860524162,1.5992168911666216,40.0,100.0,-2.8421574846787703,-3.730432359847849
KRE,-13.79452366762326,1.573958167462708,40.0,50.0,-6.110282750080276,-7.647130933588873
ALTS,11.971496525725733,1.5370742790700387,60.0,50.0,6.754285402397886,5.7108431777323165
KEY,-11.220394217121921,1.5210220381489448,60.0,50.0,-4.849686089486488,-6.123827715013574
LYFT,-11.879825385010445,1.3909203017006488,20.0,50.0,-5.244452541654898,-6.571527110326008
AGNC,-13.937373889758975,1.3237529114470625,20.0,50.0,-6.306810489155956,-7.83292316927656
FFAI,-20.29617390360614,1.3232430518675953,0.0,50.0,-9.486465425869271,-11.648407121416644
GOOG,-6.904114579002973,1.3016208920359595,40.0,100.0,-2.801246843483507,-3.6218203905874002
SDS,21.470330489551515,1.2887270572280007,60.0,50.0,11.379528773389758,9.361368430157407
XLP,-2.933713782481673,1.2696338938474216,60.0,50.0,-0.8320399443171256,-1.252374711950035
JBLU,-33.57957461813679,1.1885397011299537,20.0,50.0,-16.195517458503417,-19.67232889043009
UBER,-11.989084648969218,1.14080951333142,20.0,50.0,-5.424137567818899,-6.737126984048963
TFC,-15.238128709620158,1.1337331539912787,40.0,50.0,-7.05219777781444,-8.689383964175583
EOSE,-45.34373576457541,1.07421875,0.0,100.0,-22.134758507287707,-26.776553958745247
WBA,-21.568662699276786,0.8692825535306037,20.0,100.0,-10.349690072873091,-12.59348459815383
PFE,-11.708513099052242,0.7844902137272625,20.0,50.0,-5.46201144266249,-6.711311773940441
ADT,5.594667161661837,0.7185506968021116,80.0,50.0,3.1566089292319743,2.668997282746002
CPB,-10.006001858463309,0.6779192759037933,0.0,100.0,-4.664041291279758,-5.732433404716468
EWZ,-12.081621557396815,0.666054983518527,20.0,50.0,-5.707783286939144,-6.982550941030678
PSLV,-11.52155369496578,0.6271626297577715,40.0,50.0,-5.447195532604004,-6.662067165076359
AVGO,-1.6428621174197078,0.6225973526016837,60.0,50.0,-0.510132382409012,-0.7366783294111512
