strategy,best_variant,avg_testing,median_testing,win_rate,best_testing,worst_testing,top_10_tickers,run_date
1ST→2ND,RSI Filter (≤70),19.60565367804095,4.890265468286411,62.5,90.9648273636657,-30.007336757153347,"OPAD, ALTS, THAR, BMNR, PACK, UNIT, ETHD, SBET",2025-09-02
2ND→3RD,Stop Loss (Thu),7.225476376250073,4.0462797635169885,75.0,63.78650651777735,-25.786163522012572,"ALTS, UNIT, ETHD, PACK, OPAD, THAR, BMNR, SBET",2025-09-02
3RD→4TH,RSI Filter (≤70),65.38780259577284,6.629283786571851,66.66666666666666,246.82294821320417,-10.409990314099906,"ALTS, THAR, BMNR, PACK, ETHD, OPAD",2025-09-02
LAST→1ST,Double Down (Thu),-6.614678064005437,-6.982872200263508,20.0,2.9634109464771656,-15.63066202090592,"BMNR, OPAD, THAR, ALTS, PACK",2025-09-02
