strategy,best_variant,avg_testing,median_testing,win_rate,best_testing,worst_testing,top_10_tickers,run_date
1ST→2ND,Double Down (Thu),5.983587056094406,3.852977472089393,80.0,18.894540541658422,-0.2671154792334149,"ASST, BULL, RUN, ASPI, TMC, AEVA, CRML, CDE, ARRY, CBRL",2025-09-19
2ND→3RD,Basic Strategy,0.8867078439695512,3.8411129320046484,70.0,12.93003505575561,-13.854277153553726,"BMNR, QBTS, ARQQ, QUBT, AREN, CAPR, FL, MSTU, SMR, OKLO",2025-09-19
3RD→4TH,Double Down (Thu),-2.2860945520503484,-2.1822923566345747,20.0,8.915356699744235,-11.989687133701414,"SBET, NVTS, CEP, ATHR, TSLL, TSLG, CRWV, AEVA, BBAI, AMPX",2025-09-19
LAST→1ST,Double Down (Thu),3.1771176515814914,3.788045888010271,70.0,12.407717640320735,-7.322946002391192,"SBET, ATHR, UVIX, UVXY, CRWV, HIMS, CRML, ONDS, APLD, AREN",2025-09-19
