strategy,best_variant,avg_testing,median_testing,win_rate,best_testing,worst_testing,top_10_tickers,run_date
1ST→2ND,RSI Filter (≤70),18.925019097822677,6.693534342365471,62.5,90.9648273636657,-30.007336757153347,"OPAD, ALTS, THAR, BMNR, PACK, UNIT, SBET, ETHD",2025-09-02
2ND→3RD,Stop Loss (Thu),18.163400183437393,6.4379993148327985,75.0,147.42887323126217,-25.786163522012572,"ALTS, UNIT, ETHD, PACK, BMNR, OPAD, THAR, SBET",2025-09-02
3RD→4TH,RSI Filter (≤70),96.92303640773655,13.501780078333901,66.66666666666666,431.62382646880684,-19.744458281444587,"ALTS, THAR, BMNR, PACK, ETHD, OPAD",2025-09-02
LAST→1ST,Double Down (Thu),-6.614678064005437,-6.982872200263513,20.0,2.963410946477163,-15.630662020905916,"BMNR, OPAD, THAR, ALTS, PACK",2025-09-02
