month,buy_date,sell_date,buy_price,sell_price,buy_rsi,return_pct,period
January,2025-01-06,2025-01-13,0.51,0.3992,,-21.725490196078432,Training
February,2025-02-03,2025-02-10,1.06,1.57,78.40745452467473,48.113207547169814,Training
March,2025-03-03,2025-03-10,0.9393,0.9149,44.86743278362806,-2.597679122750982,Training
April,2025-04-07,2025-04-14,0.5119,0.5251,33.182126230996545,2.5786286384059367,Training
May,2025-05-05,2025-05-12,0.5754,0.8378,43.72408346713053,45.60305874174487,Training
