ticker,training_return,testing_return,training_win_rate,testing_win_rate,avg_performance,consistency_score
IXHL,13.125557929636456,158.2644817332367,60.0,66.66666666666666,85.69501983143657,71.18112745107655
GPRO,16.895830160152215,64.56439761381152,60.0,66.66666666666666,40.73011388698187,35.96325714161594
OSCR,1.1855327069070665,47.648746207643036,60.0,100.0,24.417139457275052,19.770818107201457
PTHL,9.538032450067501,33.79128910694094,60.0,66.66666666666666,21.66466077850422,19.239335112816878
NIO,-2.7303195489058574,30.21124276440883,40.0,66.66666666666666,13.740461607751486,10.446305376420018
MSTZ,5.26505213130839,29.526096465118034,60.0,100.0,17.395574298213212,14.969469864832249
ALLR,19.570351409864585,28.36782571845722,60.0,100.0,23.969088564160902,23.089341133301637
ECX,51.70246772952576,23.3746556473829,60.0,66.66666666666666,37.53856168845433,34.705780480240044
OPAD,-38.67996115195885,21.586294537155283,20.0,33.33333333333333,-8.546833307401783,-14.573458876313197
AVTR,-14.659530926865926,17.369349618692944,40.0,66.66666666666666,1.3549093459135086,-1.8479787086423785
PACK,-6.7960022262945845,16.703054092634794,20.0,66.66666666666666,4.953525933170105,2.603620301277167
IPG,4.278631603503835,14.949941885387963,60.0,100.0,9.614286744445899,8.547155716257485
TSLL,75.90803340807928,14.41214073094963,60.0,66.66666666666666,45.160087069514454,39.01049780180149
KSS,9.26325026052126,14.222677084979951,60.0,66.66666666666666,11.742963672750605,11.247020990304737
TSLG,75.90687202238551,14.200106215630726,60.0,66.66666666666666,45.05348911900812,38.882812538332644
CVE,-1.1421567310545,13.467241665270958,60.0,66.66666666666666,6.162542467108229,4.701602627475683
WFC,5.88565314542171,12.804002303281138,60.0,100.0,9.344827724351424,8.65299280856548
PDD,-6.290306516046007,12.36295759765893,40.0,66.66666666666666,3.0363255408064616,1.1709991294359678
UNIT,-1.0393545970523221,10.584118557841204,40.0,100.0,4.772381980394441,3.610034664905089
TNA,1.663781390627217,10.02717370639119,40.0,100.0,5.845477548509203,5.009138316932805
ETHD,-41.26445759597962,9.935822009697315,20.0,33.33333333333333,-15.664317793141153,-20.78434575370885
BTE,-10.119928845053682,9.701014758003312,20.0,66.66666666666666,-0.2094570435251848,-2.1915514038308848
HST,-3.036667013795702,9.650391414690262,40.0,100.0,3.30686220044728,2.0381563575986834
RF,1.7543154020155605,9.370015736036198,60.0,100.0,5.562165569025879,4.800595535623815
BAC,6.662121407402943,9.350217465654541,60.0,100.0,8.006169436528742,7.737359830703582
KEY,1.033763340329652,9.24617469267519,60.0,100.0,5.139969016502421,4.3187278812678676
UEC,21.466706707974147,8.932321575061541,60.0,33.33333333333333,15.199514141517845,13.946075628226584
AMDL,15.796705575966353,8.8740336104838,40.0,66.66666666666666,12.335369593225076,11.64310239667682
MSOS,-3.659703200623343,8.850253651750206,20.0,66.66666666666666,2.5952752255634315,1.3442795403260765
TSLA,36.29663372635823,8.588753720437348,60.0,66.66666666666666,22.442693723397788,19.6719057228057
TFC,2.0612154884579903,8.37072725942738,40.0,100.0,5.2159713739426845,4.585020196845745
WBD,35.70218527961726,8.21278871737774,100.0,66.66666666666666,21.9574869984975,19.208547342273548
TLRY,-2.5678519074900708,8.084340893570573,40.0,66.66666666666666,2.758244493040251,1.693025212934187
LUMN,-10.064169502742715,8.044260248436586,40.0,66.66666666666666,-1.0099546271530642,-2.8207976022709946
SLB,-9.267459805010391,7.9333555873743355,20.0,66.66666666666666,-0.6670521088180279,-2.3871336480565004
FHN,3.738936556181849,7.762951575541299,40.0,100.0,5.7509440658615745,5.34854256392563
TOST,-5.187544199150396,7.521940852522313,40.0,100.0,1.1671983266859587,-0.10375017848131218
USB,2.8884645489293925,7.443853147207968,60.0,100.0,5.16615884806868,4.710619988240823
XOM,1.8989218782924588,7.278462835120836,60.0,66.66666666666666,4.588692356706647,4.05073826102381
CCCS,-5.3819745173108835,7.025195400600781,40.0,100.0,0.8216104416449488,-0.41910655014621767
CVX,8.90392291824751,6.949846112096192,60.0,100.0,7.926884515171851,7.7314768345567195
PLTD,-7.08505004208032,6.8753761576826555,40.0,66.66666666666666,-0.10483694219883244,-1.50087956217513
MRK,16.589147276655325,6.300020846086052,80.0,66.66666666666666,11.444584061370689,10.415671418313762
ARRY,9.918870083698694,6.228227217964433,40.0,66.66666666666666,8.073548650831563,7.704484364258137
AGNC,6.834265491820735,6.00487020016216,40.0,66.66666666666666,6.419567845991447,6.33662831682559
LABD,-23.857285377686043,5.860373085209436,40.0,66.66666666666666,-8.998456146238304,-11.970221992527852
TSLY,8.070730512937963,5.840387585083051,60.0,66.66666666666666,6.955559049010507,6.732524756225016
C,5.297659589725301,5.702011726898704,40.0,100.0,5.499835658312002,5.459400444594662
NUKK,-4.139970378960611,5.647702132181753,60.0,33.33333333333333,0.753865876610571,-0.22490137450366543
RIVN,-1.1248954789635501,5.408049738801757,40.0,66.66666666666666,2.1415771299191033,1.4882826081425726
XLE,0.46303798016422704,5.375175276712318,40.0,66.66666666666666,2.9191066284382727,2.4278928987834636
VICI,3.533553289692204,5.36289629108011,60.0,66.66666666666666,4.448224790386157,4.2652904902473665
AMD,8.942677497079154,5.175149684905289,40.0,66.66666666666666,7.058913590992222,6.682160809774835
CNQ,1.9792295640202795,5.08358379255236,60.0,66.66666666666666,3.5314066782863196,3.2209712554331116
HBAN,3.8269896470078058,5.0269563257157035,60.0,66.66666666666666,4.426972986361754,4.306976318490964
CCL,4.364197652373791,4.93391998801227,80.0,66.66666666666666,4.64905882019303,4.592086586629183
KHC,-3.6326009735332843,4.9115241854312375,40.0,100.0,0.6394616059489766,-0.21495090994747568
SMCI,-3.387124177647627,4.869657268140903,20.0,33.33333333333333,0.7412665452466383,-0.08441159933221476
