strategy,best_variant,avg_testing,median_testing,win_rate,best_testing,worst_testing,top_10_tickers,run_date
1ST→2ND,RSI Filter (≤70),6.838152606125301,3.1081398766948234,80.0,39.93402658505866,-3.4551875536890244,"ARRY, OKTA, CNH, FSM, TOST, CNQ, BMNR, CVE, LKQ, UAA",2025-09-02
2ND→3RD,Stop Loss (Thu),-1.8632024742262565,-1.63506255952782,30.0,6.778425655976673,-10.036101083032483,"BMNR, FL, CRWV, ALTS, NUKK, ITUB, FSM, EQX, BZ, CVE",2025-09-02
3RD→4TH,Double Down (Thu),16.816397195608506,4.1092860311167545,60.0,166.27816757400404,-22.331270338624623,"SBET, TSLG, CRWV, ALTS, NUKK, THAR, CX, IBKR, BMNR, PACK",2025-09-02
LAST→1ST,Double Down (Thu),8.232154573543678,-1.1655405440880158,30.0,66.33538242996123,-11.353334360427382,"SBET, CRWV, ETHD, NUKK, ALTS, THAR, VCSH, OPAD, BMNR, UNIT",2025-09-02
