year,buy_hold,weekly_thu_mon,monthly_thu_mon,monday_to_monday,thursday_stop_loss
2021,-78.77952755905511,-36.46556873480641,-8.382504723122553,3.463154977577032,4.1572419720245835
2022,-72.02357563850687,57.089430893672954,-26.87682785401706,-35.97134268114526,-23.922471080797436
2023,-21.853388658367912,-31.55464137960351,16.21655954923975,-3.495126534945392,-7.659167079134265
2024,-1.5356820234869009,17.925391877613706,1.4493805948869953,33.76885034276042,42.34793073647658
2025,-12.36867239732569,2.422141382573373,60.860071804063764,91.3510218713848,88.70185969425167
