date,open,high,low,close,volume,rsi
2025-01-02 00:00:00-05:00,48.18,48.3,47.54,47.86,6227857.0,
2025-01-03 00:00:00-05:00,48.02,48.89,47.83,48.86,6419138.0,
2025-01-06 00:00:00-05:00,49.21,49.67,48.65,48.73,7261802.0,
2025-01-07 00:00:00-05:00,49.31,49.46,48.47,48.7,6014509.0,
2025-01-08 00:00:00-05:00,48.66,48.69,47.89,48.52,5955541.0,
2025-01-10 00:00:00-05:00,47.89,48.09,47.05,47.38,8528550.0,
2025-01-13 00:00:00-05:00,47.54,48.41,47.41,48.39,9164676.0,
2025-01-14 00:00:00-05:00,48.81,49.345,48.675,49.06,8753167.0,
2025-01-15 00:00:00-05:00,50.45,51.12,50.24,50.9,13935609.0,
2025-01-16 00:00:00-05:00,47.89,49.21,47.2,48.03,19042986.0,
2025-01-17 00:00:00-05:00,48.78,48.78,47.41,48.36,14835670.0,
2025-01-21 00:00:00-05:00,48.66,49.405,48.3261,49.32,11643942.0,
2025-01-22 00:00:00-05:00,48.99,49.09,47.94,48.63,9541203.0,
2025-01-23 00:00:00-05:00,48.74,48.95,48.1499,48.43,8139149.0,
2025-01-24 00:00:00-05:00,48.17,49.38,48.17,49.07,8259474.0,55.1753635585971
2025-01-27 00:00:00-05:00,49.25,49.72,49.02,49.54,5987579.0,57.03563544623148
2025-01-28 00:00:00-05:00,49.6,49.76,47.96,48.44,12309870.0,51.63456681673438
2025-01-29 00:00:00-05:00,48.35,49.1775,47.55,47.66,15331766.0,48.152486902952816
2025-01-30 00:00:00-05:00,48.2,48.46,47.7,48.0,6683474.0,49.743449146242035
2025-01-31 00:00:00-05:00,48.0,48.35,47.67,47.78,11182692.0,48.70207250211211
2025-02-03 00:00:00-05:00,46.84,47.44,46.55,46.87,10880981.0,44.5477421394917
2025-02-04 00:00:00-05:00,47.15,47.83,46.975,47.45,10381422.0,47.614876781937355
2025-02-05 00:00:00-05:00,47.82,48.195,47.289,47.38,10811065.0,47.27501680090507
2025-02-06 00:00:00-05:00,47.93,48.07,47.39,47.74,9101325.0,49.28006668517061
2025-02-07 00:00:00-05:00,47.81,48.0,46.885,47.23,7907191.0,46.577730277606896
2025-02-10 00:00:00-05:00,47.28,47.32,46.475,46.88,8459759.0,44.76357104828495
2025-02-11 00:00:00-05:00,46.69,47.675,46.4601,47.59,7744914.0,49.09501209006105
