year,total_trades,total_return,avg_return,win_rate,best_trade,worst_trade,early_sells,double_downs
2021,5,7.036151349688735,1.4735632820745743,60.0,6.220095693779904,-4.096770695700014,0,1
2022,4,-35.347686928039536,-9.88784555875081,0.0,-0.3241687617723437,-23.970201577563536,0,1
2023,4,-3.495126534945392,-0.7868111367524667,50.0,5.733432613551747,-6.409048067860507,0,0
2024,11,36.09692448567294,3.239221719147072,63.63636363636363,19.376866834954175,-13.696224758560144,0,1
2025,7,91.3510218713848,10.979471188618186,85.71428571428571,54.39093484419265,-3.840245775729646,0,0
