month,buy_date,sell_date,buy_price,sell_price,buy_rsi,return_pct
January,2025-01-21,2025-01-27,424.07,397.15,,-6.348008583488579
February,2025-02-18,2025-02-24,354.11,330.53,43.57462543536553,-6.658947784586722
March,2025-03-17,2025-03-24,238.01,278.39,32.41655342974357,16.965673711188604
April,2025-04-21,2025-04-28,227.5,285.88,39.95045771610574,25.66153846153846
May,2025-05-19,2025-05-27,342.09,362.89,67.76730065637898,6.0802712736414435
June,2025-06-16,2025-06-23,329.13,348.68,53.339681528809585,5.939902166317265
July,2025-07-21,2025-07-28,328.49,325.59,55.26368460096372,-0.8828274833328363
August,2025-08-18,2025-08-25,335.16,346.6,56.65431353211491,3.41329514261845
