strategy,best_variant,avg_testing,median_testing,win_rate,best_testing,worst_testing,top_10_tickers,run_date
1ST→2ND,Double Down (Thu),4.94187187010194,5.327798807091165,80.0,11.140584153252306,-6.12346934856409,"RUN, TMC, CRML, CDE, ARRY, QBTS, EOSE, OKTA, XPEV, SOXL",2025-09-02
2ND→3RD,Double Down (Thu),0.3110881418671149,1.8759393456272393,60.0,14.021877927465312,-11.501108309818848,"BMNR, QBTS, QUBT, FL, MSTU, ALTS, CRWV, SMR, OKLO, ACHR",2025-09-02
3RD→4TH,Double Down (Thu),1.425631535216457,2.3585316474610885,70.0,8.915356699744235,-11.989687133701414,"SBET, NVTS, TSLL, TSLG, CRWV, SMR, IONQ, OKLO, ALTS, TSLA",2025-09-02
LAST→1ST,Double Down (Thu),4.5746436283215735,5.159147874678847,80.0,13.47300973654067,-7.613951293396487,"SBET, UVIX, UVXY, CRWV, HIMS, CRML, ONDS, APLD, SOXS, TSLQ",2025-09-02
