strategy_formatted,variant_formatted,rank,ticker,training_return,testing_return,current_price
2ND→3RD,Double Down (Thu),8,SMR,15.748532709770286,7.5888628504038245,33.2175
2ND→3RD,Double Down (Thu),9,OKLO,15.442307192081683,5.596426799565815,71.92
2ND→3RD,Double Down (Thu),10,ACHR,15.376389869330692,1.718807600790912,8.625
2ND→3RD,Stop Loss (Thu),1,BMNR,92.85714285714289,-9.69365789859485,43.9384
2ND→3RD,Stop Loss (Thu),2,QBTS,51.008493947349876,-0.007806737970755743,15.0758
2ND→3RD,Stop Loss (Thu),3,QUBT,30.470246158650585,12.93003505575561,14.7918
2ND→3RD,Stop Loss (Thu),4,FL,25.269566540008128,2.0857990644434827,24.045
2ND→3RD,Stop Loss (Thu),5,CRWV,18.838902567006894,-12.224422864828822,94.15
2ND→3RD,Stop Loss (Thu),6,MSTU,17.87319864637693,-10.401200406370263,5.505
2ND→3RD,Stop Loss (Thu),7,SMR,15.748532709770286,6.635477955509408,33.2175
2ND→3RD,Stop Loss (Thu),8,OKLO,15.442307192081683,5.596426799565815,71.92
2ND→3RD,Stop Loss (Thu),9,ACHR,15.376389869330692,1.718807600790912,8.625
2ND→3RD,Stop Loss (Thu),10,IONQ,12.645021529809908,-3.262169973885682,41.59
3RD→4TH,Basic Strategy,1,SBET,378.1216510818797,-18.23995849520946,17.1999
3RD→4TH,Basic Strategy,2,NVTS,72.38224328985552,-5.558473969421766,5.7225
3RD→4TH,Basic Strategy,3,TSLL,33.646368288589784,4.759575350208068,12.0525
3RD→4TH,Basic Strategy,4,TSLG,33.55849579953767,4.692251917718982,6.01
3RD→4TH,Basic Strategy,5,CRWV,30.909623289895272,-2.2337538626528395,94.15
3RD→4TH,Basic Strategy,6,SMR,25.49141363644337,0.24884936279211844,33.2175
3RD→4TH,Basic Strategy,7,OKLO,22.05549898025738,2.723741238710426,71.92
3RD→4TH,Basic Strategy,8,IONQ,20.37083579132145,-0.5016974941566091,41.59
3RD→4TH,Basic Strategy,9,ALTS,18.680168826937418,0.6415503556116313,5.805
3RD→4TH,Basic Strategy,10,TSLA,16.23582781545617,2.823456608534293,330.755
3RD→4TH,RSI Filter (≤70),1,SBET,378.1216510818797,-18.23995849520946,17.1999
3RD→4TH,RSI Filter (≤70),2,NVTS,72.38224328985552,-8.868997849055908,5.7225
3RD→4TH,RSI Filter (≤70),3,TSLL,33.646368288589784,4.759575350208068,12.0525
3RD→4TH,RSI Filter (≤70),4,TSLG,33.55849579953767,4.692251917718982,6.01
3RD→4TH,RSI Filter (≤70),5,IONQ,20.37083579132145,-0.5016974941566091,41.59
3RD→4TH,RSI Filter (≤70),6,HOOD,18.936749364137402,-1.9132632782617829,99.27
3RD→4TH,RSI Filter (≤70),7,ALTS,18.680168826937418,0.6415503556116313,5.805
3RD→4TH,RSI Filter (≤70),8,CRWV,18.650289425384734,-2.2337538626528395,94.15
3RD→4TH,RSI Filter (≤70),9,QBTS,18.108974358974354,-5.3806754747512935,15.0758
3RD→4TH,RSI Filter (≤70),10,CORZ,17.61501275537549,-2.7711697695084516,13.8
3RD→4TH,Double Down (Thu),1,SBET,378.1216510818797,-11.989687133701414,17.1999
3RD→4TH,Double Down (Thu),2,NVTS,74.20892107015912,-4.241445688970611,5.7225
3RD→4TH,Double Down (Thu),3,TSLL,33.646368288589784,8.915356699744235,12.0525
3RD→4TH,Double Down (Thu),4,TSLG,33.55849579953767,8.842309098314361,6.01
3RD→4TH,Double Down (Thu),5,CRWV,30.909623289895272,-1.2145850287986926,94.15
3RD→4TH,Double Down (Thu),6,SMR,25.49141363644337,2.1496506782527534,33.2175
3RD→4TH,Double Down (Thu),7,IONQ,23.243935096392505,0.7653580218973931,41.59
3RD→4TH,Double Down (Thu),8,OKLO,22.05549898025738,4.429609971941157,71.92
3RD→4TH,Double Down (Thu),9,ALTS,18.680168826937418,2.5674126166694236,5.805
3RD→4TH,Double Down (Thu),10,TSLA,16.23582781545617,4.032336116815962,330.755
3RD→4TH,Stop Loss (Thu),1,SBET,378.1216510818797,-17.999208118029348,17.1999
3RD→4TH,Stop Loss (Thu),2,NVTS,73.26274643450962,-5.558473969421766,5.7225
3RD→4TH,Stop Loss (Thu),3,TSLL,33.646368288589784,0.9477343120896574,12.0525
3RD→4TH,Stop Loss (Thu),4,TSLG,33.55849579953767,0.8982139773395778,6.01
3RD→4TH,Stop Loss (Thu),5,CRWV,30.909623289895272,-2.2337538626528395,94.15
3RD→4TH,Stop Loss (Thu),6,SMR,25.49141363644337,0.7979981821221599,33.2175
3RD→4TH,Stop Loss (Thu),7,OKLO,22.05549898025738,4.170137979224815,71.92
3RD→4TH,Stop Loss (Thu),8,ALTS,18.680168826937418,0.6415503556116313,5.805
3RD→4TH,Stop Loss (Thu),9,TSLA,16.23582781545617,2.823456608534293,330.755
3RD→4TH,Stop Loss (Thu),10,AMDL,14.394384221619996,4.133876944160288,10.3045
LAST→1ST,Basic Strategy,1,SBET,35.340261811678566,2.928563603155348,17.1999
LAST→1ST,Basic Strategy,2,UVIX,30.890942730510957,5.766829881061377,13.3699
LAST→1ST,Basic Strategy,3,UVXY,22.14373608201656,4.366126802009717,12.955
LAST→1ST,Basic Strategy,4,CRWV,17.597522131000087,-1.3388514457507554,94.15
LAST→1ST,Basic Strategy,5,HIMS,15.805809285702976,0.634341699586396,41.62
LAST→1ST,Basic Strategy,6,CRML,14.439905010298327,-8.754254157837279,5.76
LAST→1ST,Basic Strategy,7,SOXS,13.607100205252552,5.749611747620292,7.6242
LAST→1ST,Basic Strategy,8,ONDS,12.716361610663673,13.47300973654067,5.615
LAST→1ST,Basic Strategy,9,APLD,12.319199448975906,8.099640273319817,15.3946
LAST→1ST,Basic Strategy,10,TSLQ,10.69575097037111,11.104530562533755,15.355
LAST→1ST,RSI Filter (≤70),1,UVIX,30.890942730510957,5.766829881061377,13.3699
LAST→1ST,RSI Filter (≤70),2,SBET,25.74273991260576,2.928563603155348,17.1999
LAST→1ST,RSI Filter (≤70),3,UVXY,22.14373608201656,4.366126802009717,12.955
LAST→1ST,RSI Filter (≤70),4,CRWV,21.394574012375045,-1.3388514457507554,94.15
LAST→1ST,RSI Filter (≤70),5,HIMS,15.805809285702976,0.634341699586396,41.62
LAST→1ST,RSI Filter (≤70),6,CRML,14.439905010298327,-8.754254157837279,5.76
LAST→1ST,RSI Filter (≤70),7,SOXS,13.607100205252552,5.749611747620292,7.6242
LAST→1ST,RSI Filter (≤70),8,ONDS,12.716361610663673,12.322916666666668,5.615
LAST→1ST,RSI Filter (≤70),9,NGD,11.680698364502106,4.298921417565487,5.9999
LAST→1ST,RSI Filter (≤70),10,TSLQ,10.69575097037111,11.104530562533755,15.355
LAST→1ST,Double Down (Thu),1,SBET,38.3200474644381,4.551465868296316,17.1999
LAST→1ST,Double Down (Thu),2,UVIX,30.890942730510957,5.766829881061377,13.3699
LAST→1ST,Double Down (Thu),3,UVXY,22.14373608201656,4.366126802009717,12.955
LAST→1ST,Double Down (Thu),4,CRWV,20.191317451284828,-1.3388514457507554,94.15
LAST→1ST,Double Down (Thu),5,HIMS,16.65509120949674,0.634341699586396,41.62
LAST→1ST,Double Down (Thu),6,CRML,15.640981519333316,-7.613951293396487,5.76
LAST→1ST,Double Down (Thu),7,ONDS,15.037165865924935,13.47300973654067,5.615
LAST→1ST,Double Down (Thu),8,APLD,13.993345287881473,8.099640273319817,15.3946
LAST→1ST,Double Down (Thu),9,SOXS,13.607100205252552,6.7032941990149295,7.6242
LAST→1ST,Double Down (Thu),10,TSLQ,12.294974849925246,11.104530562533755,15.355
LAST→1ST,Stop Loss (Thu),1,SBET,31.124912441690025,2.402876625855464,17.1999
LAST→1ST,Stop Loss (Thu),2,UVIX,30.890942730510957,5.766829881061377,13.3699
LAST→1ST,Stop Loss (Thu),3,UVXY,22.14373608201656,4.366126802009717,12.955
LAST→1ST,Stop Loss (Thu),4,HIMS,15.805809285702976,0.634341699586396,41.62
LAST→1ST,Stop Loss (Thu),5,CRML,14.439905010298327,-8.754254157837279,5.76
LAST→1ST,Stop Loss (Thu),6,ONDS,13.943775940881741,13.47300973654067,5.615
LAST→1ST,Stop Loss (Thu),7,CRWV,13.658397073862607,-1.3388514457507554,94.15
LAST→1ST,Stop Loss (Thu),8,SOXS,13.607100205252552,5.749611747620292,7.6242
LAST→1ST,Stop Loss (Thu),9,APLD,12.319199448975906,8.099640273319817,15.3946
LAST→1ST,Stop Loss (Thu),10,TSLQ,10.69575097037111,11.104530562533755,15.355
