date,open,high,low,close,volume,rsi,ticker,current_price
2024-01-02 00:00:00-05:00,1.57,1.985,1.4802,1.82,902729.0,,ONDS,5.07
2024-01-03 00:00:00-05:00,1.8,1.91,1.64,1.87,534484.0,,ONDS,5.07
2024-01-04 00:00:00-05:00,1.92,1.96,1.75,1.79,414958.0,,ONDS,5.07
2024-01-05 00:00:00-05:00,1.76,1.93,1.6901,1.82,402741.0,,ONDS,5.07
2024-01-08 00:00:00-05:00,1.84,1.84,1.7,1.76,324839.0,,ONDS,5.07
2024-01-09 00:00:00-05:00,1.77,1.77,1.57,1.64,579160.0,,ONDS,5.07
2024-01-10 00:00:00-05:00,1.58,1.76,1.55,1.655,762735.0,,ONDS,5.07
2024-01-11 00:00:00-05:00,1.63,1.6543,1.53,1.61,211204.0,,ONDS,5.07
2024-01-12 00:00:00-05:00,1.59,1.67,1.57,1.6,86873.0,,ONDS,5.07
2024-01-16 00:00:00-05:00,1.61,1.61,1.35,1.42,438676.0,,ONDS,5.07
2024-01-17 00:00:00-05:00,1.36,1.46,1.1,1.325,1185619.0,,ONDS,5.07
2024-01-18 00:00:00-05:00,1.3,1.34,1.21,1.245,298943.0,,ONDS,5.07
2024-01-19 00:00:00-05:00,1.22,1.32,1.2099,1.31,161028.0,,ONDS,5.07
2024-01-22 00:00:00-05:00,1.3,1.37,1.181,1.27,471247.0,,ONDS,5.07
2024-01-23 00:00:00-05:00,1.2946,1.4302,1.28,1.36,263399.0,26.04166666666667,ONDS,5.07
2024-01-24 00:00:00-05:00,1.41,1.438,1.3,1.355,227423.0,25.896414342629484,ONDS,5.07
2024-01-25 00:00:00-05:00,1.33,1.43,1.33,1.38,123816.0,28.057125855400173,ONDS,5.07
2024-01-26 00:00:00-05:00,1.38,1.4156,1.32,1.41,52474.0,30.66957216019621,ONDS,5.07
2024-01-29 00:00:00-05:00,1.42,1.54,1.39,1.51,180274.0,38.66483190397755,ONDS,5.07
2024-01-30 00:00:00-05:00,1.48,1.53,1.32,1.39,280400.0,33.64996668693806,ONDS,5.07
2024-01-31 00:00:00-05:00,1.38,1.4299,1.34,1.37,231854.0,32.884428480933195,ONDS,5.07
2024-02-01 00:00:00-05:00,1.3784,1.4,1.345,1.38,104161.0,33.6966461191124,ONDS,5.07
2024-02-02 00:00:00-05:00,1.35,1.4,1.24,1.37,281786.0,33.26313820800935,ONDS,5.07
2024-02-05 00:00:00-05:00,1.3,1.35,1.22,1.27,296797.0,29.215445397860393,ONDS,5.07
2024-02-06 00:00:00-05:00,1.25,1.31,1.17,1.23,172804.0,27.76027846271937,ONDS,5.07
2024-02-07 00:00:00-05:00,1.22,1.27,1.18,1.22,134407.0,27.392942303222924,ONDS,5.07
2024-02-08 00:00:00-05:00,1.2,1.33,1.19,1.31,212505.0,35.64646691891356,ONDS,5.07
2024-02-09 00:00:00-05:00,1.31,1.47,1.295,1.42,267853.0,44.02200656826561,ONDS,5.07
2024-02-12 00:00:00-05:00,1.37,1.52,1.358,1.44,196395.0,45.413082911172395,ONDS,5.07
2024-02-13 00:00:00-05:00,1.4,1.465,1.36,1.4,195911.0,43.10588483245002,ONDS,5.07
2024-02-14 00:00:00-05:00,1.39,1.61,1.36,1.59,403776.0,54.841839682068105,ONDS,5.07
2024-02-15 00:00:00-05:00,1.61,1.6573,1.5,1.59,224669.0,54.841839682068105,ONDS,5.07
2024-02-16 00:00:00-05:00,1.5,1.5101,1.34,1.4,398052.0,44.25467625127747,ONDS,5.07
2024-02-20 00:00:00-05:00,1.38,1.4081,1.262,1.29,265819.0,39.50031743127523,ONDS,5.07
2024-02-21 00:00:00-05:00,1.28,1.32,1.22,1.25,175679.0,37.90558445607725,ONDS,5.07
2024-02-22 00:00:00-05:00,1.34,1.34,1.27,1.29,157541.0,40.4928512460648,ONDS,5.07
2024-02-23 00:00:00-05:00,1.28,1.33,1.2194,1.26,148279.0,39.1744796035159,ONDS,5.07
2024-02-26 00:00:00-05:00,1.3,1.46,1.25,1.4,340954.0,47.72757993380989,ONDS,5.07
2024-02-27 00:00:00-05:00,1.41,1.43,1.27,1.3,294715.0,43.06894562466629,ONDS,5.07
2024-02-28 00:00:00-05:00,1.29,1.37,1.18,1.23,459311.0,40.11705048784331,ONDS,5.07
2024-02-29 00:00:00-05:00,1.3,1.4697,1.23,1.27,568889.0,42.540559896840726,ONDS,5.07
2024-03-01 00:00:00-05:00,1.28,1.29,1.23,1.27,218532.0,42.540559896840726,ONDS,5.07
2024-03-04 00:00:00-05:00,1.26,1.35,1.23,1.33,233896.0,46.31989587879145,ONDS,5.07
2024-03-05 00:00:00-05:00,1.3,1.38,1.2,1.25,415223.0,42.32273811689012,ONDS,5.07
2024-03-06 00:00:00-05:00,1.29,1.29,1.195,1.25,228626.0,42.32273811689012,ONDS,5.07
2024-03-07 00:00:00-05:00,1.24,1.26,1.2,1.22,137344.0,40.79180141661386,ONDS,5.07
