ticker,training_return,testing_return,training_win_rate,testing_win_rate,avg_performance,consistency_score
CRML,-65.00691470112912,242.16720948741545,20.0,100.0,88.58014739314316,57.862734974288706
IXHL,98.07741525497968,237.28936039725173,40.0,66.66666666666666,167.6833878261157,153.7621933118885
OPAD,-2.171061011613973,130.4783068777636,60.0,66.66666666666666,64.15362293307481,50.888686144137054
ARRY,-1.4863628213016788,50.289607324444894,40.0,66.66666666666666,24.40162225157161,19.22402523699695
RAY,103.96157243133217,44.37551734517273,100.0,100.0,74.16854488825246,68.20993937963651
IQ,9.399042376979082,41.67412574462175,60.0,66.66666666666666,25.536584060800415,22.30907572403615
RGTI,165.20425339860716,40.765999863917536,60.0,100.0,102.98512663126235,90.54130127779338
MSTZ,-63.150144716722046,39.418901766926105,0.0,100.0,-11.86562147489797,-22.122526123262787
QUBT,189.23500384081802,34.674439082138434,60.0,33.33333333333333,111.95472146147823,96.49866498561028
WBD,1.4966657639795766,31.942603279947622,20.0,100.0,16.7196345219636,13.675040770366794
ETHA,7.436960129476167,31.166446656496593,60.0,100.0,19.30170339298638,16.928754740284337
TLRY,-18.711120336767706,30.937587993717376,0.0,100.0,6.113233828474835,1.1483629954263268
PLUG,-44.843345541869915,30.777852529068173,20.0,100.0,-7.032746506400871,-14.59486631349468
UEC,6.066956015942715,28.72779610177649,60.0,100.0,17.397376058859603,15.131292050276226
GPRO,7.318066617355101,28.26511736087829,60.0,66.66666666666666,17.791591989116696,15.696886914764377
AMDL,22.041842411354718,27.00831360309941,80.0,100.0,24.525078007227066,24.028430888052597
CIFR,30.344818357801117,25.05565532868279,60.0,66.66666666666666,27.700236843241953,27.17132054033012
RIOT,2.168455512887646,24.89003670464016,60.0,100.0,13.529246108763903,11.257087989588651
ORCL,8.020239696938013,24.767581797555493,80.0,66.66666666666666,16.393910747246753,14.719176537185005
QS,0.5578969216629259,24.343717636436814,40.0,66.66666666666666,12.45080727904987,10.072225207572481
EOSE,29.88814212955011,23.370594820631506,80.0,66.66666666666666,26.629368475090807,25.977613744198948
FFAI,-24.545161290322593,19.63434022257551,0.0,100.0,-2.4554105338735415,-6.873360685163352
LCID,16.27608347961811,19.22552040641534,60.0,33.33333333333333,17.750801943016725,17.455858250337002
DNN,-7.998846935939818,19.202501096972348,40.0,66.66666666666666,5.601827080516265,2.8816922772250484
KSS,-13.646867123982265,18.81570885081114,60.0,66.66666666666666,2.5844208634144383,-0.6618367340649027
SOXL,34.44669441980355,18.708603855464045,80.0,100.0,26.5776491376338,25.003840081199847
RXRX,51.184959976128994,17.76742405841265,60.0,66.66666666666666,34.47619201727082,31.134438425499184
TSLG,15.836793702354978,17.68512706674832,80.0,66.66666666666666,16.760960384551648,16.576127048112316
TSLL,15.060945262149229,17.645606761981835,80.0,66.66666666666666,16.353276012065532,16.094809862082272
UNH,-42.80989530557691,16.429788187672933,20.0,66.66666666666666,-13.190053558951988,-19.11402190827697
S,-0.7263616825772812,16.31883811421182,40.0,66.66666666666666,7.7962382158172705,6.091718236138361
CFLT,17.497704269145874,15.893061171313306,60.0,66.66666666666666,16.69538272022959,16.53491841044633
INTC,81.0574931282512,15.83165815723433,60.0,66.66666666666666,48.44457564274276,41.92199214564108
HPP,8.619846484933724,15.756317560312127,40.0,66.66666666666666,12.188082022622925,11.474434915085086
BTE,2.6626551526108155,15.59162913139842,40.0,100.0,9.127142142004619,7.834244744125858
PDD,35.34048194504149,15.458616437449946,80.0,100.0,25.39954919124572,23.411362640486566
IBIO,-19.349965085060195,15.020022639565255,60.0,33.33333333333333,-2.16497122274747,-5.601969995210014
CLF,5.286817326761151,14.880991456959936,40.0,66.66666666666666,10.083904391860543,9.124486978840665
NU,19.4881779586636,14.637386047544965,80.0,66.66666666666666,17.06278200310428,16.577702811992417
AMD,12.12330771227581,13.965052463616544,80.0,100.0,13.044180087946177,12.860005612812104
LUMN,-16.702171163587977,13.858589087809037,40.0,33.33333333333333,-1.42179103788947,-4.477867063029171
LYFT,0.057815621048407095,12.847501067563648,60.0,33.33333333333333,6.452658344306028,5.173689799654504
QCOM,8.644690221366025,11.683381460341536,80.0,100.0,10.164035840853781,9.86016671695623
NVDL,35.50334950925327,11.107139514409514,80.0,66.66666666666666,23.30524451183139,20.865623512347014
JBLU,28.557050635544524,11.038624892554694,80.0,33.33333333333333,19.79783776404961,18.045995189750627
AFRM,7.16753369692078,10.84942441950374,60.0,66.66666666666666,9.00847905821226,8.640289985953963
KWEB,18.259053813795,10.700223397845065,60.0,66.66666666666666,14.479638605820032,13.723755564225039
EQX,16.27376251316923,10.484297171603686,80.0,66.66666666666666,13.379029842386458,12.800083308229905
RIG,-12.29623227412091,9.926655956840458,20.0,66.66666666666666,-1.1847881586402265,-3.4070769817363633
PBR,16.948902255261512,9.39470212083311,60.0,66.66666666666666,13.17180218804731,12.41638217460447
TSLA,10.175597708319506,9.298363939595733,80.0,66.66666666666666,9.73698082395762,9.649257447085242
HAL,12.187321381762395,9.182096668533802,80.0,66.66666666666666,10.684709025148099,10.38418655382524
PEP,-3.9202149963866617,9.102053295662426,40.0,100.0,2.590919149637882,1.2886923204329732
AVGO,6.076026341944485,8.58372499517146,60.0,100.0,7.329875668557973,7.079105803235276
TSM,7.377148261028199,8.526048125073626,60.0,66.66666666666666,7.951598193050913,7.83670820664637
NVOX,-33.25656548604239,8.164230719039555,20.0,66.66666666666666,-12.546167383501418,-16.68824700400961
BITF,15.484316770712624,8.01140882881728,80.0,66.66666666666666,11.747862799764953,11.000572005575417
RF,7.30585005130473,7.962772505887972,80.0,66.66666666666666,7.634311278596351,7.5686190331380265
C,23.015739290941674,7.938352992286024,80.0,66.66666666666666,15.47704614161385,13.969307511748283
TQQQ,13.190744951158084,7.922948122957085,80.0,100.0,10.556846537057584,10.030066854237484
VFC,3.9647826855889523,7.881004350005183,40.0,66.66666666666666,5.922893517797068,5.531271351355445
BBD,26.245609204931686,7.5669252553578925,100.0,66.66666666666666,16.90626723014479,15.038398835187408
CVE,10.533252662675995,7.263662379605984,60.0,66.66666666666666,8.89845752114099,8.571498492833989
VTRS,-7.266046235985568,7.123300220074902,20.0,66.66666666666666,-0.07137300795533319,-1.5103076535613802
GRAB,27.72434475455674,6.8638356941069345,100.0,66.66666666666666,17.294090224331836,15.208039318286854
RIVN,13.561563036539038,6.806494675731889,60.0,66.66666666666666,10.184028856135463,9.508522020054748
SMCI,84.84463428462772,6.460298103396189,80.0,100.0,45.65246619401195,37.814032575888795
VRAX,-14.372483878659448,6.45392775892879,40.0,66.66666666666666,-3.959278059865329,-6.041919223624152
GOOGL,-1.2514848140454005,6.415322957045411,40.0,100.0,2.581919071500005,1.815238294390924
FL,71.68535229833162,6.350936097698612,60.0,100.0,39.018144198015115,32.484702577951815
INFY,-16.492930245185367,6.325726517812913,0.0,100.0,-5.083601863686226,-7.365467539986055
JNJ,0.6301720394572552,6.266428525807322,60.0,66.66666666666666,3.4483002826322884,2.8846746339972817
AUR,15.532819240210681,6.190500459493409,60.0,66.66666666666666,10.861659849852046,9.927427971780318
GOOG,-0.6740656939281608,6.126436659338785,40.0,100.0,2.7261854827053122,2.0461352473786176
CMCSA,6.347227814320022,6.0907662779995375,60.0,66.66666666666666,6.21899704615978,6.193350892527731
NVDA,18.92182148949335,5.934959796070438,80.0,66.66666666666666,12.428390642781894,11.129704473439602
FXI,16.219938429328185,5.86264015509681,60.0,66.66666666666666,11.041289292212497,10.005559464789359
AMZN,-6.221962639791634,5.8467728035123345,40.0,66.66666666666666,-0.1875949181396499,-1.3944684624700467
TEVA,11.164816732712612,5.804782211199999,40.0,33.33333333333333,8.484799471956306,7.9487960198050445
OKTA,9.165994395925846,5.567760145144773,60.0,66.66666666666666,7.36687727053531,7.007053845457203
CSX,5.00579226990856,5.173159543012562,60.0,100.0,5.089475906460561,5.072739179150161
NIO,12.152598677061244,5.121127809225801,60.0,33.33333333333333,8.636863243143523,7.933716156359979
AAL,-10.714632613073217,4.902648948284982,40.0,33.33333333333333,-2.9059918323941174,-4.467719988529938
CCL,18.266442623443126,4.8061780710010105,60.0,66.66666666666666,11.536310347222068,10.190283891977856
LRCX,12.523775545882021,4.733628606772466,80.0,66.66666666666666,8.628702076327244,7.849687382416288
CCCS,0.07069171838898214,4.656741695147137,60.0,66.66666666666666,2.36371670676806,1.9051117090922443
HPE,17.576578529621333,4.59875204996103,80.0,33.33333333333333,11.087665289791182,9.789882641825152
ACHR,86.13426922672984,4.433880032718807,80.0,66.66666666666666,45.28407462972432,37.11403571032322
HIVE,21.193811302848875,4.2960954048461675,60.0,33.33333333333333,12.74495335384752,11.05518176404725
CONY,31.438323641354504,4.158698344119771,80.0,100.0,17.79851099273714,15.070548463013665
EWZ,21.2250345662347,4.025081267921049,100.0,66.66666666666666,12.625057917077875,10.90506258724651
T,8.039462354303929,4.013384463432512,60.0,100.0,6.0264234088682205,5.6238156197810785
EEM,11.995237277616887,3.944047113219984,80.0,66.66666666666666,7.9696421954184355,7.164523178978746
PACK,-1.572859611130395,3.9327311045016744,40.0,33.33333333333333,1.1799357466856397,0.6293766751224328
TNA,18.65280021613158,3.857419745379742,60.0,33.33333333333333,11.255109980755662,9.775571933680478
BEKE,15.23216331144095,3.8091704899352985,80.0,100.0,9.520666900688123,8.378367618537558
TSLY,-6.671465601615633,3.691984409464766,60.0,66.66666666666666,-1.4897405960754337,-2.5260855971834735
IEMG,11.754354757691509,3.6671736204071603,80.0,66.66666666666666,7.710764189049335,6.9020460753209
CVX,-0.5946411167640164,3.644121795235322,60.0,66.66666666666666,1.5247403392356529,1.100864048035719
BAC,11.66237023426213,3.643536831942229,80.0,66.66666666666666,7.652953533102179,6.851070192870189
NVO,-16.673864065885446,3.5936286944693085,20.0,66.66666666666666,-6.5401176857080685,-8.566866961743544
EBAY,3.447972860192894,3.5819690601845977,40.0,66.66666666666666,3.5149709601887458,3.5015713401895754
IPG,-7.445230873593534,3.2444491651441254,40.0,66.66666666666666,-2.1003908542247043,-3.1693588580984704
SBUX,-2.9570485090411824,3.1521490193548996,40.0,66.66666666666666,0.09755025515685856,-0.5133694976827498
AGNC,9.760619095843538,3.1235604133647454,80.0,66.66666666666666,6.442089754604142,5.778383886356263
PYPL,6.264899564998205,3.116103303353168,80.0,66.66666666666666,4.690501434175687,4.375621808011183
TPR,24.197613967974064,3.089868425363318,60.0,66.66666666666666,13.64374119666869,11.532966642407615
PTHL,1.9710689103927592,3.0568161211351974,40.0,66.66666666666666,2.5139425157639783,2.4053677946897345
MU,52.35145126340524,2.971617219593292,80.0,33.33333333333333,27.661534241499265,22.72355083711807
QQQ,5.134103789446209,2.8766553598172484,80.0,100.0,4.0053795746317284,3.7796347316688323
SNAP,-19.571613866260428,2.8637429762188304,20.0,66.66666666666666,-8.353935445020799,-10.597471129268724
GLD,15.078041303610611,2.8370764541625793,80.0,66.66666666666666,8.957558878886594,7.733462393941791
PSLV,15.237002328576787,2.7840877366534844,80.0,66.66666666666666,9.010545032615136,7.765253573422806
BMY,-10.310404415027087,2.761900070796286,20.0,33.33333333333333,-3.7742521721154003,-5.081482620697738
HPQ,3.2584108188720817,2.6623130182493515,60.0,33.33333333333333,2.9603619185607166,2.9007521384984436
KVUE,1.7619770851765582,2.504289724700981,20.0,66.66666666666666,2.1331334049387696,2.0589021409863273
TOST,15.391872734164869,2.4987358451515007,80.0,33.33333333333333,8.945304289658186,7.655990600756849
CMG,-9.100027870020522,2.4922441771183745,20.0,66.66666666666666,-3.303891846451074,-4.463119051164964
XOM,2.372797867981147,2.4877422224570678,60.0,66.66666666666666,2.4302700452191073,2.418775609771515
IBKR,6.973913148595079,2.473183808698365,80.0,66.66666666666666,4.7235484786467214,4.27347554465705
XLV,-6.465658956002828,2.4322904337094498,20.0,66.66666666666666,-2.0166842611466893,-2.906479200117917
XLE,8.176199416480712,2.40011621217453,80.0,66.66666666666666,5.28815781432762,4.710549493897002
SPLG,3.222591112422468,2.3573001529601623,80.0,100.0,2.7899456326913152,2.7034165367450846
SCHX,3.7639162367596013,2.317773030474113,80.0,100.0,3.040844633616857,2.8962303129883082
SPY,3.1835363817248385,2.3109512937056653,80.0,100.0,2.747243837715252,2.6599853289133346
VZ,-1.0239850225619351,2.2844078174146576,60.0,66.66666666666666,0.6302113974263612,0.29937211342870196
ADT,1.2929421568854238,2.2657969726255,60.0,66.66666666666666,1.779369564755462,1.6820840831814543
VEA,13.460700275826575,2.1615831908556427,100.0,100.0,7.811141733341109,6.681230024844016
ET,20.74956107100967,2.0792169274531647,80.0,66.66666666666666,11.414388999231416,9.547354584875766
SLV,13.51961369715231,2.0716357332689617,80.0,66.66666666666666,7.795624715210636,6.6508269188223
RR,98.05566760143918,2.0291093673115324,60.0,66.66666666666666,50.04238848437536,40.43973266096259
KEY,8.864646631042184,1.966837580979619,80.0,33.33333333333333,5.415742106010901,4.725961201004645
AAPL,-9.351165409151596,1.9565939742446137,20.0,66.66666666666666,-3.697285717453491,-4.828061655793112
MRVL,0.4525648805926652,1.9067824748059348,40.0,66.66666666666666,1.1796736776993,1.034251918277973
WBA,4.029192506715162,1.894009971553623,20.0,100.0,2.9616012391343927,2.7480829856182387
MSFT,-1.292339664915676,1.8503058375731962,60.0,66.66666666666666,0.2789830863287601,-0.0352814639201271
MRK,-13.651649719197556,1.8013755552704902,0.0,66.66666666666666,-5.925137081963532,-7.470439609410337
UNIT,18.203397633976316,1.7798834983163703,80.0,33.33333333333333,9.991640566146343,8.349289152580347
PATH,-11.206365295965238,1.605995247990033,40.0,33.33333333333333,-4.800185023987602,-6.081421078383129
SCHD,1.2592365752590595,1.430379282586336,60.0,66.66666666666666,1.3448079289226977,1.32769365818997
IWM,6.688852971768378,1.4286901881044534,80.0,33.33333333333333,4.0587715799364155,3.532755301570023
RSP,4.270104298178201,1.3826978657273337,80.0,66.66666666666666,2.8264010819527674,2.5376604387076807
