buy_date,buy_price,sell_date,sell_price,return_dollar,return_pct,days_held,capital
2025-01-30,10.125,2025-02-03,10.55,0.4250000000000007,4.197530864197538,4,10419.753086419754
2025-02-27,11.27,2025-03-03,10.89,-0.379999999999999,-3.37178349600709,4,10068.421571527164
2025-03-27,10.56,2025-04-07,16.35,5.790000000000001,54.82954545454546,11,15588.89135364291
2025-04-24,12.58,2025-05-05,12.46,-0.11999999999999922,-0.9538950715421243,11,15440.189687312455
2025-05-29,10.79,2025-06-02,10.57,-0.21999999999999886,-2.038924930491185,4,15125.375810462712
2025-06-26,9.47,2025-07-07,9.39,-0.08000000000000007,-0.8447729672650481,11,14997.600724418677
2025-07-31,9.37,2025-08-04,10.05,0.6800000000000015,7.257203842049109,4,16086.007180406374
