date,open,high,low,close,volume,rsi,ticker,current_price
2024-01-02 00:00:00-05:00,36.48,36.78,36.0243,36.12,5503414.0,,HAL,22.3
2024-01-03 00:00:00-05:00,36.13,36.8366,36.05,36.57,6926103.0,,HAL,22.3
2024-01-04 00:00:00-05:00,36.85,36.97,35.73,35.78,7153283.0,,HAL,22.3
2024-01-05 00:00:00-05:00,36.15,36.305,35.795,35.97,4473707.0,,HAL,22.3
2024-01-08 00:00:00-05:00,35.01,35.23,34.165,35.21,8938313.0,,HAL,22.3
2024-01-09 00:00:00-05:00,35.09,35.19,34.25,34.51,7036105.0,,HAL,22.3
2024-01-10 00:00:00-05:00,34.36,34.51,33.85,34.07,5756597.0,,HAL,22.3
2024-01-11 00:00:00-05:00,34.36,34.48,33.96,34.19,5973903.0,,HAL,22.3
2024-01-12 00:00:00-05:00,34.81,34.95,34.135,34.48,6783380.0,,HAL,22.3
2024-01-16 00:00:00-05:00,34.32,34.45,33.45,33.51,6655997.0,,HAL,22.3
2024-01-17 00:00:00-05:00,32.95,33.76,32.84,33.24,6985413.0,,HAL,22.3
2024-01-18 00:00:00-05:00,33.21,33.47,32.99,33.31,6635644.0,,HAL,22.3
2024-01-19 00:00:00-05:00,33.43,33.98,33.32,33.97,8908991.0,,HAL,22.3
2024-01-22 00:00:00-05:00,33.88,34.65,33.775,34.43,11147116.0,,HAL,22.3
2024-01-23 00:00:00-05:00,34.48,35.69,33.94,35.3,15096866.0,44.17613636363635,HAL,22.3
2024-01-24 00:00:00-05:00,35.68,36.95,35.4838,36.83,14417386.0,54.763591287409255,HAL,22.3
2024-01-25 00:00:00-05:00,37.08,37.2481,35.9997,37.0,11492073.0,55.76741212355317,HAL,22.3
2024-01-26 00:00:00-05:00,36.87,37.86,36.76,37.53,8835549.0,58.83441385998323,HAL,22.3
2024-01-29 00:00:00-05:00,37.25,37.36,36.77,37.19,5857570.0,56.14492405465816,HAL,22.3
2024-01-30 00:00:00-05:00,35.95,37.01,35.1412,36.81,18937096.0,53.216882322153246,HAL,22.3
2024-01-31 00:00:00-05:00,36.91,36.93,35.62,35.65,12417824.0,45.42839323061835,HAL,22.3
2024-02-01 00:00:00-05:00,35.87,36.1399,34.9,35.43,7803815.0,44.109866595777284,HAL,22.3
2024-02-02 00:00:00-05:00,35.41,35.46,34.75,34.77,7243700.0,40.328255172095865,HAL,22.3
2024-02-05 00:00:00-05:00,34.52,34.8,34.075,34.53,7251327.0,39.018285244718335,HAL,22.3
2024-02-06 00:00:00-05:00,34.83,35.085,34.55,34.82,5298271.0,41.491393284016944,HAL,22.3
2024-02-07 00:00:00-05:00,34.94,35.14,34.33,34.74,7588027.0,40.99745012417978,HAL,22.3
2024-02-08 00:00:00-05:00,34.74,35.235,34.68,35.03,5445540.0,43.617767630298474,HAL,22.3
2024-02-09 00:00:00-05:00,35.03,35.15,34.43,34.51,4668390.0,40.172652975544125,HAL,22.3
2024-02-12 00:00:00-05:00,34.78,35.15,34.435,34.53,8691214.0,40.36774199920898,HAL,22.3
2024-02-13 00:00:00-05:00,34.5,34.629,33.7902,34.06,7038017.0,37.290354744460025,HAL,22.3
2024-02-14 00:00:00-05:00,34.35,34.61,34.04,34.2,6578701.0,38.787293850467506,HAL,22.3
2024-02-15 00:00:00-05:00,34.24,35.595,34.1952,35.34,9206747.0,49.382955315680924,HAL,22.3
2024-02-16 00:00:00-05:00,35.44,35.7,34.91,35.31,7266737.0,49.14188739961469,HAL,22.3
2024-02-20 00:00:00-05:00,35.16,35.58,34.955,35.13,7906374.0,47.63921983784478,HAL,22.3
2024-02-21 00:00:00-05:00,35.27,35.57,34.765,35.13,6194194.0,47.639219837844784,HAL,22.3
2024-02-22 00:00:00-05:00,34.93,35.585,34.85,35.3,6449599.0,49.33611628401723,HAL,22.3
2024-02-23 00:00:00-05:00,34.9,35.3,34.5,35.21,6490075.0,48.441078627302495,HAL,22.3
2024-02-26 00:00:00-05:00,35.0,35.31,34.655,34.91,5076487.0,45.47929389174427,HAL,22.3
2024-02-27 00:00:00-05:00,35.33,35.44,34.8,34.96,5954580.0,46.07112053846023,HAL,22.3
2024-02-28 00:00:00-05:00,34.9,35.325,34.62,34.95,5558011.0,45.963656713397384,HAL,22.3
2024-02-29 00:00:00-05:00,35.12,35.34,34.67,35.07,9270334.0,47.54485926143076,HAL,22.3
2024-03-01 00:00:00-05:00,35.48,36.2492,35.45,35.64,5703504.0,54.37435807937778,HAL,22.3
2024-03-04 00:00:00-05:00,35.57,35.78,35.15,35.18,5974374.0,48.847128822903336,HAL,22.3
2024-03-05 00:00:00-05:00,34.99,35.4199,34.87,35.18,4846662.0,48.847128822903336,HAL,22.3
2024-03-06 00:00:00-05:00,35.74,35.87,35.11,35.35,7840764.0,50.98274300620444,HAL,22.3
2024-03-07 00:00:00-05:00,35.42,36.365,35.38,36.19,6568200.0,59.892962679019725,HAL,22.3
2024-03-08 00:00:00-05:00,36.19,36.44,35.785,36.21,5601761.0,60.07903246504134,HAL,22.3
2024-03-11 00:00:00-04:00,36.02,36.765,35.62,36.66,6561162.0,64.11322740426195,HAL,22.3
2024-03-12 00:00:00-04:00,36.83,37.02,36.505,36.75,6193885.0,64.87768540356507,HAL,22.3
2024-03-13 00:00:00-04:00,37.18,37.69,35.64,36.53,13037227.0,61.43272780157124,HAL,22.3
2024-03-14 00:00:00-04:00,36.7,37.66,36.65,37.61,10038090.0,69.88627181109122,HAL,22.3
2024-03-15 00:00:00-04:00,37.4,38.145,37.4,37.73,14419448.0,70.65590327550515,HAL,22.3
2024-03-18 00:00:00-04:00,37.8,38.11,37.6,37.71,5540122.0,70.33326750526722,HAL,22.3
2024-03-19 00:00:00-04:00,37.7,38.48,37.69,38.47,5649054.0,75.0041618752633,HAL,22.3
2024-03-20 00:00:00-04:00,38.19,38.45,37.815,38.22,5711437.0,71.04178919276154,HAL,22.3
2024-03-21 00:00:00-04:00,38.28,38.65,38.13,38.46,5623620.0,72.54148416086714,HAL,22.3
2024-03-22 00:00:00-04:00,38.5,38.88,38.125,38.39,5011754.0,71.38035273223603,HAL,22.3
2024-03-25 00:00:00-04:00,38.7,39.23,38.495,38.82,6020157.0,74.12068268764759,HAL,22.3
2024-03-26 00:00:00-04:00,38.905,39.06,38.28,38.31,4408876.0,66.04358020275927,HAL,22.3
2024-03-27 00:00:00-04:00,38.23,38.85,38.15,38.83,3537725.0,69.67244981228765,HAL,22.3
2024-03-28 00:00:00-04:00,39.13,39.6,39.13,39.42,5828649.0,73.17527239934759,HAL,22.3
