ticker,current_price,1st_to_2nd_basic_training_return,1st_to_2nd_basic_training_avg,1st_to_2nd_basic_training_win_rate,1st_to_2nd_basic_training_trades,1st_to_2nd_basic_testing_return,1st_to_2nd_basic_testing_avg,1st_to_2nd_basic_testing_win_rate,1st_to_2nd_basic_testing_trades,1st_to_2nd_rsi_filter_training_return,1st_to_2nd_rsi_filter_training_avg,1st_to_2nd_rsi_filter_training_win_rate,1st_to_2nd_rsi_filter_training_trades,1st_to_2nd_rsi_filter_testing_return,1st_to_2nd_rsi_filter_testing_avg,1st_to_2nd_rsi_filter_testing_win_rate,1st_to_2nd_rsi_filter_testing_trades,1st_to_2nd_double_down_training_return,1st_to_2nd_double_down_training_avg,1st_to_2nd_double_down_training_win_rate,1st_to_2nd_double_down_training_trades,1st_to_2nd_double_down_testing_return,1st_to_2nd_double_down_testing_avg,1st_to_2nd_double_down_testing_win_rate,1st_to_2nd_double_down_testing_trades,1st_to_2nd_stop_loss_training_return,1st_to_2nd_stop_loss_training_avg,1st_to_2nd_stop_loss_training_win_rate,1st_to_2nd_stop_loss_training_trades,1st_to_2nd_stop_loss_testing_return,1st_to_2nd_stop_loss_testing_avg,1st_to_2nd_stop_loss_testing_win_rate,1st_to_2nd_stop_loss_testing_trades,2nd_to_3rd_basic_training_return,2nd_to_3rd_basic_training_avg,2nd_to_3rd_basic_training_win_rate,2nd_to_3rd_basic_training_trades,2nd_to_3rd_basic_testing_return,2nd_to_3rd_basic_testing_avg,2nd_to_3rd_basic_testing_win_rate,2nd_to_3rd_basic_testing_trades,2nd_to_3rd_rsi_filter_training_return,2nd_to_3rd_rsi_filter_training_avg,2nd_to_3rd_rsi_filter_training_win_rate,2nd_to_3rd_rsi_filter_training_trades,2nd_to_3rd_rsi_filter_testing_return,2nd_to_3rd_rsi_filter_testing_avg,2nd_to_3rd_rsi_filter_testing_win_rate,2nd_to_3rd_rsi_filter_testing_trades,2nd_to_3rd_double_down_training_return,2nd_to_3rd_double_down_training_avg,2nd_to_3rd_double_down_training_win_rate,2nd_to_3rd_double_down_training_trades,2nd_to_3rd_double_down_testing_return,2nd_to_3rd_double_down_testing_avg,2nd_to_3rd_double_down_testing_win_rate,2nd_to_3rd_double_down_testing_trades,2nd_to_3rd_stop_loss_training_return,2nd_to_3rd_stop_loss_training_avg,2nd_to_3rd_stop_loss_training_win_rate,2nd_to_3rd_stop_loss_training_trades,2nd_to_3rd_stop_loss_testing_return,2nd_to_3rd_stop_loss_testing_avg,2nd_to_3rd_stop_loss_testing_win_rate,2nd_to_3rd_stop_loss_testing_trades,3rd_to_4th_basic_training_return,3rd_to_4th_basic_training_avg,3rd_to_4th_basic_training_win_rate,3rd_to_4th_basic_training_trades,3rd_to_4th_basic_testing_return,3rd_to_4th_basic_testing_avg,3rd_to_4th_basic_testing_win_rate,3rd_to_4th_basic_testing_trades,3rd_to_4th_rsi_filter_training_return,3rd_to_4th_rsi_filter_training_avg,3rd_to_4th_rsi_filter_training_win_rate,3rd_to_4th_rsi_filter_training_trades,3rd_to_4th_rsi_filter_testing_return,3rd_to_4th_rsi_filter_testing_avg,3rd_to_4th_rsi_filter_testing_win_rate,3rd_to_4th_rsi_filter_testing_trades,3rd_to_4th_double_down_training_return,3rd_to_4th_double_down_training_avg,3rd_to_4th_double_down_training_win_rate,3rd_to_4th_double_down_training_trades,3rd_to_4th_double_down_testing_return,3rd_to_4th_double_down_testing_avg,3rd_to_4th_double_down_testing_win_rate,3rd_to_4th_double_down_testing_trades,3rd_to_4th_stop_loss_training_return,3rd_to_4th_stop_loss_training_avg,3rd_to_4th_stop_loss_training_win_rate,3rd_to_4th_stop_loss_training_trades,3rd_to_4th_stop_loss_testing_return,3rd_to_4th_stop_loss_testing_avg,3rd_to_4th_stop_loss_testing_win_rate,3rd_to_4th_stop_loss_testing_trades,last_to_1st_basic_training_return,last_to_1st_basic_training_avg,last_to_1st_basic_training_win_rate,last_to_1st_basic_training_trades,last_to_1st_basic_testing_return,last_to_1st_basic_testing_avg,last_to_1st_basic_testing_win_rate,last_to_1st_basic_testing_trades,last_to_1st_rsi_filter_training_return,last_to_1st_rsi_filter_training_avg,last_to_1st_rsi_filter_training_win_rate,last_to_1st_rsi_filter_training_trades,last_to_1st_rsi_filter_testing_return,last_to_1st_rsi_filter_testing_avg,last_to_1st_rsi_filter_testing_win_rate,last_to_1st_rsi_filter_testing_trades,last_to_1st_double_down_training_return,last_to_1st_double_down_training_avg,last_to_1st_double_down_training_win_rate,last_to_1st_double_down_training_trades,last_to_1st_double_down_testing_return,last_to_1st_double_down_testing_avg,last_to_1st_double_down_testing_win_rate,last_to_1st_double_down_testing_trades,last_to_1st_stop_loss_training_return,last_to_1st_stop_loss_training_avg,last_to_1st_stop_loss_training_win_rate,last_to_1st_stop_loss_training_trades,last_to_1st_stop_loss_testing_return,last_to_1st_stop_loss_testing_avg,last_to_1st_stop_loss_testing_win_rate,last_to_1st_stop_loss_testing_trades
AFRM,77.59,-11.176813530481011,-0.6456808854417022,50.0,4,7.569114610975292,3.01406782180482,66.66666666666666,3,-11.176813530481011,-0.6456808854417022,50.0,4.0,19.627603961588935,9.561112963930034,100.0,2.0,3.7716098256580732,2.5705703727285627,50.0,4,7.569114610975292,3.01406782180482,66.66666666666666,3,1.9107468398037897,2.11427440439872,50.0,4,7.569114610975292,3.01406782180482,66.66666666666666,3,11.37465211511357,2.745648978493039,75.0,4,-0.5222800595770294,-0.12027216898212985,33.33333333333333,3,6.9323191152146135,2.2760850259864296,66.66666666666666,3.0,-0.5222800595770294,-0.12027216898212985,33.33333333333333,3.0,11.37465211511357,2.745648978493039,75.0,4,-0.5222800595770294,-0.12027216898212985,33.33333333333333,3,11.37465211511357,2.745648978493039,75.0,4,-0.5222800595770294,-0.12027216898212985,33.33333333333333,3,5.784082823244008,2.4597890622935807,50.0,4,2.306341856399219,0.7719221204050367,66.66666666666666,3,28.79860212037737,9.235921927464133,66.66666666666666,3,2.306341856399219,0.7719221204050367,66.66666666666666,3.0,10.114982030031472,3.300423031818295,50.0,4,5.090602649868958,1.6697887795114308,100.0,3,5.784082823244008,2.4597890622935807,50.0,4,2.306341856399219,0.7719221204050367,66.66666666666666,3,-11.089146675185791,-2.344434640348907,50.0,4,17.968045714966884,5.722375856427855,100.0,3,-11.089146675185791,-2.344434640348907,50.0,4,14.506678095364457,7.0721376926545085,100.0,2.0,-0.872925187152096,0.07806317486768166,50.0,4,17.968045714966884,5.722375856427855,100.0,3,-7.917985018138918,-1.6031201902493295,50.0,4,17.968045714966884,5.722375856427855,100.0,3
AG,9.08,21.326265841163462,5.408263268847465,50.0,4,23.256299090359246,7.684090848807085,66.66666666666666,3,21.326265841163462,5.408263268847465,50.0,4.0,23.256299090359246,7.684090848807085,66.66666666666666,3.0,21.326265841163462,5.408263268847465,50.0,4,28.81030910136331,9.13629449454911,100.0,3,21.326265841163462,5.408263268847465,50.0,4,23.256299090359246,7.684090848807085,66.66666666666666,3,21.154534449100602,5.673812910655016,50.0,4,-8.137349588768405,-2.773503106310533,0.0,3,21.154534449100602,5.673812910655016,50.0,4.0,-7.4708732859057765,-3.800110601842747,0.0,2.0,21.154534449100602,5.673812910655016,50.0,4,-4.646256237916169,-1.570408116916113,0.0,3,21.154534449100602,5.673812910655016,50.0,4,-8.137349588768405,-2.773503106310533,0.0,3,-8.258600050352815,-2.018064794496994,25.0,4,2.1048894432742715,0.8458918977604103,33.33333333333333,3,-6.545039419109411,-2.079563590594018,33.33333333333333,3,4.376691680578282,2.3571087051654023,50.0,2.0,-8.258600050352815,-2.018064794496994,25.0,4,2.1048894432742715,0.8458918977604103,33.33333333333333,3,-8.258600050352815,-2.018064794496994,25.0,4,2.1048894432742715,0.8458918977604103,33.33333333333333,3,-19.5154114484844,-4.79205363144102,25.0,4,14.925120391777558,4.889907676684987,66.66666666666666,3,-19.5154114484844,-4.79205363144102,25.0,4,14.925120391777558,4.889907676684987,66.66666666666666,3.0,-14.718240144727467,-3.388207582573244,25.0,4,14.925120391777558,4.889907676684987,66.66666666666666,3,-19.5154114484844,-4.79205363144102,25.0,4,14.925120391777558,4.889907676684987,66.66666666666666,3
AAPL,230.49,1.88349116393276,0.6723076750649897,25.0,4,5.181289699650704,1.7419253932333623,33.33333333333333,3,1.88349116393276,0.6723076750649897,25.0,4.0,5.181289699650704,1.7419253932333623,33.33333333333333,3.0,1.88349116393276,0.6723076750649897,25.0,4,5.181289699650704,1.7419253932333623,33.33333333333333,3,1.88349116393276,0.6723076750649897,25.0,4,5.181289699650704,1.7419253932333623,33.33333333333333,3,-8.478456540832779,-2.044022810111243,25.0,4,-0.6382619602127826,-0.2024656433681633,33.33333333333333,3,-8.478456540832779,-2.044022810111243,25.0,4.0,-0.6382619602127826,-0.2024656433681633,33.33333333333333,3.0,-4.751941137838045,-1.08640955810016,25.0,4,-0.6382619602127826,-0.2024656433681633,33.33333333333333,3,-8.478456540832779,-2.044022810111243,25.0,4,-0.6382619602127826,-0.2024656433681633,33.33333333333333,3,17.097198004801516,4.063549915024492,100.0,4,-1.8966919545333694,-0.6045477870878163,66.66666666666666,3,17.097198004801516,4.063549915024492,100.0,4,-1.8966919545333694,-0.6045477870878163,66.66666666666666,3.0,17.097198004801516,4.063549915024492,100.0,4,-1.8966919545333694,-0.6045477870878163,66.66666666666666,3,17.097198004801516,4.063549915024492,100.0,4,-1.8966919545333694,-0.6045477870878163,66.66666666666666,3,-26.119920652980245,-7.034522131026481,0.0,4,-2.0620300690119664,-0.6416127232682944,66.66666666666666,3,-26.119920652980245,-7.034522131026481,0.0,4,-2.0620300690119664,-0.6416127232682944,66.66666666666666,3.0,-22.829953797829884,-6.125074139716031,0.0,4,-2.0620300690119664,-0.6416127232682944,66.66666666666666,3,-26.119920652980245,-7.034522131026481,0.0,4,-2.0620300690119664,-0.6416127232682944,66.66666666666666,3
AAL,13.13,-11.10589834867952,-2.809670043382061,25.0,4,20.84144775736345,6.543361371336757,100.0,3,-11.10589834867952,-2.809670043382061,25.0,4.0,20.84144775736345,6.543361371336757,100.0,3.0,-11.10589834867952,-2.809670043382061,25.0,4,20.84144775736345,6.543361371336757,100.0,3,-11.10589834867952,-2.809670043382061,25.0,4,20.84144775736345,6.543361371336757,100.0,3,-12.14500527778789,-3.0258993445073843,25.0,4,-6.2604051079533924,-2.0564905267673597,33.33333333333333,3,-12.14500527778789,-3.0258993445073843,25.0,4.0,-6.2604051079533924,-2.0564905267673597,33.33333333333333,3.0,-2.6282592652919767,-0.5799968831739762,25.0,4,-2.702768232085795,-0.8839267675184415,33.33333333333333,3,-17.18968253657215,-4.325899344507385,25.0,4,-6.2604051079533924,-2.0564905267673597,33.33333333333333,3,-0.28994716362361617,0.14780018596200994,50.0,4,-7.750049276187543,-2.6204894037946285,0.0,3,-0.28994716362361617,0.14780018596200994,50.0,4,-7.750049276187543,-2.6204894037946285,0.0,3.0,4.210562650409622,1.1890269294415203,50.0,4,-4.4138441617014745,-1.4874025579239316,0.0,3,-0.28994716362361617,0.14780018596200994,50.0,4,-7.750049276187543,-2.6204894037946285,0.0,3,-12.385287725170846,-3.0128322605168565,25.0,4,-1.7131950642054083,-0.5376745424882653,33.33333333333333,3,-12.385287725170846,-3.0128322605168565,25.0,4,-1.7131950642054083,-0.5376745424882653,33.33333333333333,3.0,-5.410442102004076,-1.221863174382945,25.0,4,-1.7131950642054083,-0.5376745424882653,33.33333333333333,3,-12.385287725170846,-3.0128322605168565,25.0,4,-1.7131950642054083,-0.5376745424882653,33.33333333333333,3
ACHR,9.15,-24.976328858432307,-5.464471132183321,50.0,4,30.33097862146623,9.332303830149051,100.0,3,-24.976328858432307,-5.464471132183321,50.0,4.0,30.33097862146623,9.332303830149051,100.0,3.0,-15.86473706454946,-3.2820914975242657,50.0,4,30.33097862146623,9.332303830149051,100.0,3,-18.230579569883098,-3.8487506081658536,50.0,4,30.33097862146623,9.332303830149051,100.0,3,48.38447450208139,10.78949162310418,75.0,4,26.879492661768435,9.115825181916213,66.66666666666666,3,48.38447450208139,10.78949162310418,75.0,4.0,26.879492661768435,9.115825181916213,66.66666666666666,3.0,53.501180519394545,11.691283374287412,75.0,4,26.879492661768435,9.115825181916213,66.66666666666666,3,48.38447450208139,10.78949162310418,75.0,4,26.879492661768435,9.115825181916213,66.66666666666666,3,-5.126035254104688,-0.09538448735270855,50.0,4,-15.89832312918814,-5.577486896416595,0.0,3,-5.126035254104688,-0.09538448735270855,50.0,4,-15.89832312918814,-5.577486896416595,0.0,3.0,-2.6629611693554933,0.4125322093526469,50.0,4,-9.596469341112835,-3.286550679354535,0.0,3,-5.126035254104688,-0.09538448735270855,50.0,4,-15.89832312918814,-5.577486896416595,0.0,3,-9.746859404255737,-2.4659457798944713,50.0,4,-20.458999579152636,-7.2945426987401305,0.0,3,-9.746859404255737,-2.4659457798944713,50.0,4,-20.458999579152636,-7.2945426987401305,0.0,3.0,-7.3615582084247455,-1.842411042362774,50.0,4,-14.888393828582537,-5.122513129913795,33.33333333333333,3,-9.746859404255737,-2.4659457798944713,50.0,4,-20.458999579152636,-7.2945426987401305,0.0,3
ADT,8.76,-2.8569992740771433,-0.6802384028301196,25.0,4,0.9927540033694227,0.3738736605791269,66.66666666666666,3,-2.8569992740771433,-0.6802384028301196,25.0,4.0,0.9927540033694227,0.3738736605791269,66.66666666666666,3.0,-2.8569992740771433,-0.6802384028301196,25.0,4,0.9927540033694227,0.3738736605791269,66.66666666666666,3,-2.8569992740771433,-0.6802384028301196,25.0,4,0.9927540033694227,0.3738736605791269,66.66666666666666,3,-0.24898787594770377,0.005534831625874759,50.0,4,0.48509157751746024,0.16878257756454262,66.66666666666666,3,-0.24898787594770377,0.005534831625874759,50.0,4.0,0.48509157751746024,0.16878257756454262,66.66666666666666,3.0,-0.24898787594770377,0.005534831625874759,50.0,4,0.48509157751746024,0.16878257756454262,66.66666666666666,3,-0.24898787594770377,0.005534831625874759,50.0,4,0.48509157751746024,0.16878257756454262,66.66666666666666,3,14.405966337178612,3.467230956069155,75.0,4,-3.500650969016894,-1.1719767447017817,33.33333333333333,3,14.405966337178612,3.467230956069155,75.0,4,-3.500650969016894,-1.1719767447017817,33.33333333333333,3.0,14.405966337178612,3.467230956069155,75.0,4,-3.500650969016894,-1.1719767447017817,33.33333333333333,3,14.405966337178612,3.467230956069155,75.0,4,-3.500650969016894,-1.1719767447017817,33.33333333333333,3,2.3836012596697653,0.64385159559109,75.0,4,3.877395471370093,1.286224188810462,66.66666666666666,3,1.7161723075206803,0.6397461344539126,66.66666666666666,3,3.877395471370093,1.286224188810462,66.66666666666666,3.0,2.3836012596697653,0.64385159559109,75.0,4,3.877395471370093,1.286224188810462,66.66666666666666,3,2.3836012596697653,0.64385159559109,75.0,4,3.877395471370093,1.286224188810462,66.66666666666666,3
AGNC,9.8,-3.377423555261061,-0.8399702728710947,25.0,4,6.588699196985104,2.169682917328715,66.66666666666666,3,-3.377423555261061,-0.8399702728710947,25.0,4.0,6.588699196985104,2.169682917328715,66.66666666666666,3.0,-0.26799618457220564,-0.055879457620343964,50.0,4,6.588699196985104,2.169682917328715,66.66666666666666,3,-3.377423555261061,-0.8399702728710947,25.0,4,6.588699196985104,2.169682917328715,66.66666666666666,3,7.9612646844362756,1.9989395006658066,75.0,4,2.1063186117924015,0.703435725967624,66.66666666666666,3,7.9612646844362756,1.9989395006658066,75.0,4.0,2.1063186117924015,0.703435725967624,66.66666666666666,3.0,7.9612646844362756,1.9989395006658066,75.0,4,2.1063186117924015,0.703435725967624,66.66666666666666,3,7.9612646844362756,1.9989395006658066,75.0,4,2.1063186117924015,0.703435725967624,66.66666666666666,3,8.856740451020006,2.257565339763262,50.0,4,1.4927645768937126,0.5413760056762187,33.33333333333333,3,8.856740451020006,3.0100871196843495,66.66666666666666,3,1.4927645768937126,0.5413760056762187,33.33333333333333,3.0,8.856740451020006,2.257565339763262,50.0,4,1.4927645768937126,0.5413760056762187,33.33333333333333,3,8.856740451020006,2.257565339763262,50.0,4,1.4927645768937126,0.5413760056762187,33.33333333333333,3,-12.475381373729967,-3.189520155040122,25.0,4,-0.3687373933098481,-0.11235692188859252,33.33333333333333,3,-10.774222605483708,-3.6171676423731625,33.33333333333333,3,-0.3687373933098481,-0.11235692188859252,33.33333333333333,3.0,-12.475381373729967,-3.189520155040122,25.0,4,-0.3687373933098481,-0.11235692188859252,33.33333333333333,3,-12.475381373729967,-3.189520155040122,25.0,4,-0.3687373933098481,-0.11235692188859252,33.33333333333333,3
ALTS,6.85,-29.058775472014343,-8.115549387301032,0.0,4,17.317019661135326,5.9456618781599095,66.66666666666666,3,-26.81458910733291,-9.79858600873528,0.0,3.0,17.317019661135326,5.9456618781599095,66.66666666666666,3.0,-25.380341607600265,-6.944014002150624,0.0,4,17.317019661135326,5.9456618781599095,66.66666666666666,3,-29.058775472014343,-8.115549387301032,0.0,4,17.317019661135326,5.9456618781599095,66.66666666666666,3,80.56669722425593,17.56146751347403,75.0,4,2.8174231112037207,1.017676575278968,66.66666666666666,3,80.56669722425593,17.56146751347403,75.0,4.0,2.8174231112037207,1.017676575278968,66.66666666666666,3.0,93.4789582062402,19.273456970754857,100.0,4,6.390229319701168,2.1932658105696987,66.66666666666666,3,63.38889195734667,15.283925140592677,75.0,4,2.8174231112037207,1.017676575278968,66.66666666666666,3,-12.186606347917206,-2.1262315141146897,50.0,4,19.931759160852124,7.526081946025582,33.33333333333333,3,-12.186606347917206,-2.1262315141146897,50.0,4,19.931759160852124,7.526081946025582,33.33333333333333,3.0,0.13004808603536144,0.7259917311191524,50.0,4,19.931759160852124,7.526081946025582,33.33333333333333,3,-14.747830329436272,-2.7307220149782467,50.0,4,19.931759160852124,7.526081946025582,33.33333333333333,3,11.350123071087982,3.8107747184068756,50.0,4,2.103687416788036,0.7314264217722775,66.66666666666666,3,23.232580266281545,8.295133528119484,66.66666666666666,3,1.5370742790700387,0.8181217755155652,50.0,2.0,22.129088786369987,5.945827817743449,50.0,4,8.146242514291435,2.6560669511843007,100.0,3,7.804551166070572,3.0914901149854153,50.0,4,-7.042164172674614,-2.181658583003269,66.66666666666666,3
AMCR,8.51,14.847755458018352,3.5523277191852625,100.0,4,1.3565549861741744,0.4545096713943752,66.66666666666666,3,14.847755458018352,3.5523277191852625,100.0,4.0,1.3565549861741744,0.4545096713943752,66.66666666666666,3.0,14.847755458018352,3.5523277191852625,100.0,4,1.3565549861741744,0.4545096713943752,66.66666666666666,3,14.847755458018352,3.5523277191852625,100.0,4,1.3565549861741744,0.4545096713943752,66.66666666666666,3,-2.5050709727374776,-0.593378387013556,50.0,4,-1.0279650914491456,-0.3344519698384572,66.66666666666666,3,-2.5050709727374776,-0.593378387013556,50.0,4.0,-1.0279650914491456,-0.3344519698384572,66.66666666666666,3.0,0.583003702334195,0.1660616913119699,50.0,4,-1.0279650914491456,-0.3344519698384572,66.66666666666666,3,-2.5050709727374776,-0.593378387013556,50.0,4,-1.0279650914491456,-0.3344519698384572,66.66666666666666,3,2.311602475779928,0.599104019935096,75.0,4,-1.8871749901968493,-0.609332755425316,33.33333333333333,3,2.311602475779928,0.599104019935096,75.0,4,-1.8871749901968493,-0.609332755425316,33.33333333333333,3.0,2.311602475779928,0.599104019935096,75.0,4,-1.8871749901968493,-0.609332755425316,33.33333333333333,3,2.311602475779928,0.599104019935096,75.0,4,-1.8871749901968493,-0.609332755425316,33.33333333333333,3,-15.152275577244623,-3.9919866255276983,0.0,4,1.2464552538656637,0.47226508187211386,33.33333333333333,3,-15.152275577244623,-3.9919866255276983,0.0,4,1.2464552538656637,0.47226508187211386,33.33333333333333,3.0,-12.658088060808737,-3.281505893493196,0.0,4,1.2464552538656637,0.47226508187211386,33.33333333333333,3,-15.152275577244623,-3.9919866255276983,0.0,4,1.2464552538656637,0.47226508187211386,33.33333333333333,3
AMD,167.13,-2.686813195035842,-0.3504221947913577,25.0,4,23.83027707554499,7.3887738399884455,100.0,3,-2.686813195035842,-0.3504221947913577,25.0,4.0,23.83027707554499,7.3887738399884455,100.0,3.0,2.666422497521137,0.8950077844068067,25.0,4,23.83027707554499,7.3887738399884455,100.0,3,-3.748532246436742,-0.5974310716728684,25.0,4,23.83027707554499,7.3887738399884455,100.0,3,5.654279500185289,1.6111449073666773,75.0,4,18.2925446908315,5.769579598426255,100.0,3,5.654279500185289,1.6111449073666773,75.0,4.0,10.185361373166879,4.975485371381179,100.0,2.0,9.717905634807789,2.4817187779405483,75.0,4,18.2925446908315,5.769579598426255,100.0,3,5.654279500185289,1.6111449073666773,75.0,4,18.2925446908315,5.769579598426255,100.0,3,9.113851396777783,2.5417529185026217,50.0,4,13.225322265007966,4.326174135811333,66.66666666666666,3,9.113851396777783,2.5417529185026217,50.0,4,2.3630979823001885,1.183528719640568,50.0,2.0,9.113851396777783,2.5417529185026217,50.0,4,13.225322265007966,4.326174135811333,66.66666666666666,3,9.113851396777783,2.5417529185026217,50.0,4,13.225322265007966,4.326174135811333,66.66666666666666,3,-23.30409237864215,-6.003895249536092,25.0,4,-3.2377146495295217,-1.0486020609141846,66.66666666666666,3,-23.30409237864215,-6.003895249536092,25.0,4,0.06110335195530503,0.06110335195530131,100.0,1.0,-16.49404004131615,-4.137220808324688,25.0,4,-3.2377146495295217,-1.0486020609141846,66.66666666666666,3,-23.30409237864215,-6.003895249536092,25.0,4,-3.2377146495295217,-1.0486020609141846,66.66666666666666,3
