date,open,high,low,close,volume,rsi,ticker,current_price
2024-01-02 00:00:00-05:00,33.38,33.635,33.235,33.37,7861058.0,,KDP,29.72
2024-01-03 00:00:00-05:00,33.05,33.06,32.4,32.59,9610264.0,,KDP,29.72
2024-01-04 00:00:00-05:00,32.33,32.605,32.215,32.37,7351270.0,,KDP,29.72
2024-01-05 00:00:00-05:00,32.24,32.285,31.65,31.97,5261573.0,,KDP,29.72
2024-01-08 00:00:00-05:00,31.76,32.0001,31.53,31.81,18370645.0,,KDP,29.72
2024-01-09 00:00:00-05:00,31.64,31.99,31.48,31.98,9428472.0,,KDP,29.72
2024-01-10 00:00:00-05:00,31.95,32.06,31.64,31.77,7003225.0,,KDP,29.72
2024-01-11 00:00:00-05:00,31.68,31.98,31.55,31.95,6696363.0,,KDP,29.72
2024-01-12 00:00:00-05:00,32.09,32.15,31.82,31.91,6273514.0,,KDP,29.72
2024-01-16 00:00:00-05:00,31.91,31.94,31.62,31.83,8093317.0,,KDP,29.72
2024-01-17 00:00:00-05:00,31.76,32.015,31.66,31.74,6070943.0,,KDP,29.72
2024-01-18 00:00:00-05:00,31.54,31.835,31.38,31.8,8788434.0,,KDP,29.72
2024-01-19 00:00:00-05:00,31.77,31.955,31.41,31.89,7295528.0,,KDP,29.72
2024-01-22 00:00:00-05:00,31.76,31.91,31.49,31.5,6014291.0,,KDP,29.72
2024-01-23 00:00:00-05:00,31.51,31.8,31.28,31.74,6970413.0,23.794212218649548,KDP,29.72
2024-01-24 00:00:00-05:00,31.73,31.77,31.07,31.14,6216728.0,19.70100348146636,KDP,29.72
2024-01-25 00:00:00-05:00,31.3,31.6,31.19,31.59,7898824.0,29.496950165285867,KDP,29.72
2024-01-26 00:00:00-05:00,31.73,32.02,31.73,31.98,4879422.0,36.703878009710586,KDP,29.72
2024-01-29 00:00:00-05:00,31.94,32.05,31.9,32.01,10680049.0,37.23537224479703,KDP,29.72
2024-01-30 00:00:00-05:00,32.03,32.09,31.74,31.8,5829751.0,35.01868696586669,KDP,29.72
2024-01-31 00:00:00-05:00,31.88,31.9,31.325,31.44,6335995.0,31.551075757282874,KDP,29.72
2024-02-01 00:00:00-05:00,31.51,32.01,31.215,31.98,8024256.0,40.99017981240519,KDP,29.72
2024-02-02 00:00:00-05:00,31.77,31.9,31.39,31.65,5962851.0,37.57965078580389,KDP,29.72
2024-02-05 00:00:00-05:00,31.47,31.48,31.0,31.04,8392614.0,32.23973963497829,KDP,29.72
2024-02-06 00:00:00-05:00,31.11,31.235,30.92,31.11,12983658.0,33.409101837402474,KDP,29.72
2024-02-07 00:00:00-05:00,31.45,31.58,31.155,31.26,7611081.0,35.95949218071378,KDP,29.72
2024-02-08 00:00:00-05:00,31.24,31.52,31.135,31.49,6873199.0,39.768705054884606,KDP,29.72
2024-02-09 00:00:00-05:00,31.45,31.49,30.945,31.15,5257455.0,36.32864922475307,KDP,29.72
2024-02-12 00:00:00-05:00,31.09,31.36,30.9501,31.32,6261196.0,39.162332356443834,KDP,29.72
2024-02-13 00:00:00-05:00,31.48,31.5,30.72,30.92,10990885.0,35.193477992508306,KDP,29.72
2024-02-14 00:00:00-05:00,30.83,31.145,30.74,31.1,8864101.0,38.22730198424404,KDP,29.72
2024-02-15 00:00:00-05:00,31.16,31.415,31.05,31.09,6392780.0,38.12053356427508,KDP,29.72
2024-02-16 00:00:00-05:00,31.06,31.11,30.675,30.97,11899499.0,36.792543251750025,KDP,29.72
2024-02-20 00:00:00-05:00,30.99,31.555,30.73,31.23,15705060.0,41.54415213476864,KDP,29.72
2024-02-21 00:00:00-05:00,31.45,31.66,31.36,31.6,11468267.0,47.58304365694726,KDP,29.72
2024-02-22 00:00:00-05:00,30.57,30.96,29.9895,30.37,16363519.0,34.73613083726235,KDP,29.72
2024-02-23 00:00:00-05:00,30.45,30.45,29.92,30.19,24281761.0,33.3184344817505,KDP,29.72
2024-02-26 00:00:00-05:00,30.05,30.08,29.17,29.5,20269363.0,28.51419956981414,KDP,29.72
2024-02-27 00:00:00-05:00,29.4,29.73,29.32,29.5,10699721.0,28.51419956981414,KDP,29.72
2024-02-28 00:00:00-05:00,29.42,30.1,29.32,30.03,9757879.0,36.65136349380199,KDP,29.72
2024-02-29 00:00:00-05:00,30.08,30.465,29.77,29.91,10848181.0,35.66157176343471,KDP,29.72
2024-03-01 00:00:00-05:00,28.91,29.45,28.85,29.28,47327437.0,30.93781704377146,KDP,29.72
2024-03-04 00:00:00-05:00,29.195,29.33,29.07,29.1,19511863.0,29.72626026137783,KDP,29.72
2024-03-05 00:00:00-05:00,29.18,29.355,29.03,29.09,10791554.0,29.656775397241006,KDP,29.72
2024-03-06 00:00:00-05:00,29.24,29.4,29.17,29.2,7722774.0,31.55211627992277,KDP,29.72
2024-03-07 00:00:00-05:00,29.18,29.23,28.92,28.96,7363680.0,29.673504107031775,KDP,29.72
2024-03-08 00:00:00-05:00,29.05,29.2,28.9,29.14,9728487.0,32.9003260031657,KDP,29.72
2024-03-11 00:00:00-04:00,29.27,29.47,29.21,29.3,6977924.0,35.7235171412124,KDP,29.72
2024-03-12 00:00:00-04:00,29.34,29.425,29.25,29.29,7185390.0,35.62263585190979,KDP,29.72
2024-03-13 00:00:00-04:00,29.38,29.5,28.89,28.9,14514818.0,31.84556864808563,KDP,29.72
2024-03-14 00:00:00-04:00,28.9,29.285,28.805,29.0,16255043.0,33.78426564237181,KDP,29.72
2024-03-15 00:00:00-04:00,29.02,29.065,28.615,28.88,28531283.0,32.58637328005358,KDP,29.72
2024-03-18 00:00:00-04:00,28.87,29.56,28.795,29.51,13215364.0,43.84392702800694,KDP,29.72
2024-03-19 00:00:00-04:00,29.49,29.91,29.255,29.31,13656681.0,41.47600506562368,KDP,29.72
2024-03-20 00:00:00-04:00,29.35,29.73,29.29,29.71,12464515.0,47.57440606232265,KDP,29.72
2024-03-21 00:00:00-04:00,29.65,29.855,29.54,29.58,9582255.0,45.900364663173164,KDP,29.72
2024-03-22 00:00:00-04:00,29.58,29.855,29.53,29.8,7166725.0,49.160658531086966,KDP,29.72
2024-03-25 00:00:00-04:00,29.92,30.53,29.855,30.48,18795072.0,57.655093615369424,KDP,29.72
