timestamp,open,high,low,close,volume,day_of_week,day_of_month,rsi
2022-08-29 09:30:00-04:00,164.28,165.815,164.02,164.72,708135.0,Monday,29,
2022-08-29 09:45:00-04:00,164.68,165.32,163.57,163.645,349227.0,Monday,29,
2022-08-29 10:00:00-04:00,163.595,163.89,163.04,163.365,337549.0,Monday,29,
2022-08-29 10:15:00-04:00,163.34,164.13,163.27,163.45,445616.0,Monday,29,
2022-08-29 10:30:00-04:00,163.465,163.74,162.72,163.115,325690.0,Monday,29,
2022-08-29 10:45:00-04:00,163.14,163.19,162.195,162.63,270451.0,Monday,29,
2022-08-29 11:00:00-04:00,162.64,163.22,162.298,162.42,265505.0,Monday,29,
2022-08-29 11:15:00-04:00,162.381,162.9,162.28,162.485,169552.0,Monday,29,
2022-08-29 11:30:00-04:00,162.485,162.89,162.1,162.22,210362.0,Monday,29,
2022-08-29 11:45:00-04:00,162.23,162.98,162.19,162.79,366245.0,Monday,29,
2022-08-29 12:00:00-04:00,162.805,162.98,162.41,162.44,265795.0,Monday,29,
2022-08-29 12:15:00-04:00,162.45,162.52,161.84,161.92,324923.0,Monday,29,
2022-08-29 12:30:00-04:00,161.91,162.07,161.68,161.85,230119.0,Monday,29,
2022-08-29 12:45:00-04:00,161.89,162.74,161.88,162.35,235598.0,Monday,29,
2022-08-29 13:00:00-04:00,162.37,162.79,162.34,162.43,174041.0,Monday,29,26.584867075664775
2022-08-29 13:15:00-04:00,162.43,162.45,161.88,162.26,166641.0,Monday,29,25.62547384382114
2022-08-29 13:30:00-04:00,162.23,162.66,162.2,162.56,130519.0,Monday,29,30.398952136659048
2022-08-29 13:45:00-04:00,162.59,162.77,161.97,162.07,183501.0,Monday,29,27.315230815775294
2022-08-29 14:00:00-04:00,162.07,162.095,161.8,161.8501,206575.0,Monday,29,26.038648618473516
2022-08-29 14:15:00-04:00,161.855,161.86,161.48,161.52,193632.0,Monday,29,24.20955594200629
2022-08-29 14:30:00-04:00,161.52,162.09,161.5,161.99,211623.0,Monday,29,31.579137528637844
2022-08-29 14:45:00-04:00,161.98,162.05,161.32,161.735,222893.0,Monday,29,29.881452607886203
2022-08-29 15:00:00-04:00,161.73,162.31,161.73,162.2,271619.0,Monday,29,36.57720882657344
2022-08-29 15:15:00-04:00,162.19,162.47,161.94,161.98,228734.0,Monday,29,34.88014038160382
2022-08-29 15:30:00-04:00,162.0,162.24,161.71,161.74,353251.0,Monday,29,33.077162938223736
2022-08-29 15:45:00-04:00,161.71,161.72,160.05,160.21,1501685.0,Monday,29,24.413419904392114
2022-08-29 16:00:00-04:00,160.21,162.0196,160.21,160.4,62465.0,Monday,29,26.97151368906644
2022-08-30 09:30:00-04:00,162.14,162.91,161.65,161.875,520278.0,Tuesday,30,43.07725456212717
2022-08-30 09:45:00-04:00,161.85,163.85,161.65,163.28,544056.0,Tuesday,30,53.57920510376167
2022-08-30 10:00:00-04:00,163.33,163.34,160.79,161.135,364162.0,Tuesday,30,41.10937227630891
2022-08-30 10:15:00-04:00,161.14,161.17,160.1,160.58,352210.0,Tuesday,30,38.60576124971933
2022-08-30 10:30:00-04:00,160.58,160.725,158.78,158.84,418745.0,Tuesday,30,32.0214801772656
2022-08-30 10:45:00-04:00,158.835,159.36,158.38,159.35,327891.0,Tuesday,30,35.494130741588904
2022-08-30 11:00:00-04:00,159.34,159.5172,158.5,158.8,303128.0,Tuesday,30,33.506241031190896
2022-08-30 11:15:00-04:00,158.825,159.41,158.54,158.82,240014.0,Tuesday,30,33.65175917386851
2022-08-30 11:30:00-04:00,158.81,159.9599,158.79,159.72,218101.0,Tuesday,30,40.01364576676904
2022-08-30 11:45:00-04:00,159.67,160.3,159.24,159.92,170110.0,Tuesday,30,41.35928286899342
2022-08-30 12:00:00-04:00,159.945,160.65,159.87,160.63,182560.0,Tuesday,30,45.991124057467275
2022-08-30 12:15:00-04:00,160.64,160.95,160.07,160.24,151939.0,Tuesday,30,43.93813358368225
2022-08-30 12:30:00-04:00,160.23,160.29,159.62,159.68,125692.0,Tuesday,30,41.101039004168754
2022-08-30 12:45:00-04:00,159.66,160.21,159.53,159.77,108011.0,Tuesday,30,41.751996183896665
2022-08-30 13:00:00-04:00,159.775,159.92,159.265,159.37,116010.0,Tuesday,30,39.654324530355595
2022-08-30 13:15:00-04:00,159.36,159.7,159.11,159.15,144968.0,Tuesday,30,38.50838181688041
2022-08-30 13:30:00-04:00,159.15,159.36,158.58,158.58,176087.0,Tuesday,30,35.635045103496566
2022-08-30 13:45:00-04:00,158.57,159.27,158.44,159.005,382550.0,Tuesday,30,39.273430964135734
2022-08-30 14:00:00-04:00,159.0,159.37,158.87,158.965,295909.0,Tuesday,30,39.04969659969928
2022-08-30 14:15:00-04:00,158.97,159.145,158.7701,158.9,248851.0,Tuesday,30,38.66423482220723
2022-08-30 14:30:00-04:00,158.91,159.2969,158.8,158.9261,323680.0,Tuesday,30,38.92493386453745
2022-08-30 14:45:00-04:00,158.89,159.565,158.89,159.47,200898.0,Tuesday,30,44.24338622331443
2022-08-30 15:00:00-04:00,159.45,160.77,159.42,160.385,218196.0,Tuesday,30,51.84112532472369
2022-08-30 15:15:00-04:00,160.44,160.51,160.0,160.01,165034.0,Tuesday,30,48.90013943697952
2022-08-30 15:30:00-04:00,160.01,160.41,159.75,160.04,270243.0,Tuesday,30,49.148678942818705
2022-08-30 15:45:00-04:00,160.045,160.07,159.52,159.77,720406.0,Tuesday,30,46.936045829759045
2022-08-30 16:00:00-04:00,159.67,159.67,159.67,159.67,40503.0,Tuesday,30,46.10811164658947
2022-08-31 09:30:00-04:00,159.79,161.0698,159.33,160.96,545795.0,Wednesday,31,56.71525761406128
2022-08-31 09:45:00-04:00,160.97,161.21,160.34,160.37,332580.0,Wednesday,31,51.702952784906586
2022-08-31 10:00:00-04:00,160.395,161.07,159.35,159.38,384614.0,Wednesday,31,44.58303381891384
2022-08-31 10:15:00-04:00,159.34,159.97,158.87,159.01,357609.0,Wednesday,31,42.24175635748127
2022-08-31 10:30:00-04:00,158.97,159.183,158.31,159.07,336949.0,Wednesday,31,42.76664440706965
2022-08-31 10:45:00-04:00,159.04,159.33,158.17,158.22,182956.0,Wednesday,31,37.55923415630449
2022-08-31 11:00:00-04:00,158.21,158.21,157.405,157.58,215452.0,Wednesday,31,34.18413211260709
2022-08-31 11:15:00-04:00,157.57,157.78,157.19,157.45,204197.0,Wednesday,31,33.525127164939605
2022-08-31 11:30:00-04:00,157.46,157.9943,157.14,157.87,156594.0,Wednesday,31,37.703600952019215
2022-08-31 11:45:00-04:00,157.88,158.459,157.59,158.305,140374.0,Wednesday,31,41.785093615320285
2022-08-31 12:00:00-04:00,158.29,158.36,157.77,158.01,174052.0,Wednesday,31,39.877015434475915
2022-08-31 12:15:00-04:00,158.015,158.26,157.83,157.95,130092.0,Wednesday,31,39.482113648469834
2022-08-31 12:30:00-04:00,157.96,158.16,157.57,157.67,130814.0,Wednesday,31,37.61029136250825
2022-08-31 12:45:00-04:00,157.65,157.7999,157.21,157.3275,110970.0,Wednesday,31,35.39949609025831
2022-08-31 13:00:00-04:00,157.31,157.34,157.01,157.03,271988.0,Wednesday,31,33.55446686497545
2022-08-31 13:15:00-04:00,157.01,157.02,156.49,156.725,186165.0,Wednesday,31,31.72865754435786
2022-08-31 13:30:00-04:00,156.72,156.8,156.2401,156.29,153534.0,Wednesday,31,29.28144503895352
2022-08-31 13:45:00-04:00,156.28,156.41,156.07,156.21,370763.0,Wednesday,31,28.840876126972802
2022-08-31 14:00:00-04:00,156.22,156.75,155.97,156.52,427768.0,Wednesday,31,33.044865597917976
2022-08-31 14:15:00-04:00,156.51,156.6,156.24,156.45,185262.0,Wednesday,31,32.57684913134371
2022-08-31 14:30:00-04:00,156.435,156.49,156.13,156.3,165935.0,Wednesday,31,31.545806365921166
2022-08-31 14:45:00-04:00,156.29,156.57,156.25,156.52,196128.0,Wednesday,31,34.804913048187515
