strategy,ticker,training_return,testing_return,current_price,training_rank_in_top10,run_date,train_period,test_period
1ST→2ND,CRWV,0.7776352618713567,34.84085708342,147.355,1,2025-08-27,December 2024 - May 2025,June 2025 - August 2025
2ND→3RD,TSLG,30.9092276093454,13.250883392226154,6.2,3,2025-08-27,December 2024 - May 2025,June 2025 - August 2025
3RD→4TH,THAR,3.985818854361378,439.63845839814724,5.1,5,2025-08-27,December 2024 - May 2025,June 2025 - August 2025
LAST→1ST,BMNR,-19.701917016900396,182.75104295963888,46.03,7,2025-08-27,December 2024 - May 2025,June 2025 - August 2025
