ticker,current_price,1st_to_2nd_training_return,1st_to_2nd_training_win_rate,1st_to_2nd_training_trades,2nd_to_3rd_training_return,2nd_to_3rd_training_win_rate,2nd_to_3rd_training_trades,3rd_to_4th_training_return,3rd_to_4th_training_win_rate,3rd_to_4th_training_trades,last_to_1st_training_return,last_to_1st_training_win_rate,last_to_1st_training_trades,1st_to_2nd_testing_return,1st_to_2nd_testing_win_rate,1st_to_2nd_testing_trades,2nd_to_3rd_testing_return,2nd_to_3rd_testing_win_rate,2nd_to_3rd_testing_trades,3rd_to_4th_testing_return,3rd_to_4th_testing_win_rate,3rd_to_4th_testing_trades,last_to_1st_testing_return,last_to_1st_testing_win_rate,last_to_1st_testing_trades
AAPL,247.23,-1.5905318115799871,33.33333333333333,3,3.7543720184355367,66.66666666666666,3,6.216156733911271,100.0,3,-3.62944175170985,0.0,2,,,,,,,,,,,,
KDP,33.835,-1.6407901706353867,40.0,5,9.628155486739477,60.0,5,-0.8558845583776176,40.0,5,-1.224716626804323,60.0,5,,,,,,,,,,,,
AUR,6.465,28.022116488548154,50.0,4,60.57894289564174,100.0,4,-37.726019554594906,25.0,4,-7.222418919509444,50.0,4,,,,,,,,,,,,
SLB,33.68,5.316169895705403,80.0,5,12.992339353832016,80.0,5,-12.27424672892613,20.0,5,-26.439319000421246,25.0,4,,,,,,,,,,,,
TSLA,404.58,7.142697558223876,50.0,2,24.902868769215836,100.0,2,-12.82976641497794,0.0,2,-1.4930023006134885,0.0,1,,,,,,,,,,,,
PBR,11.4624,-6.225914905224139,40.0,5,10.275994026296488,75.0,4,-2.9473616860517193,50.0,4,-20.11408191567805,50.0,4,,,,,,,,,,,,
AMCR,9.11,11.351401608581035,83.33333333333334,6,-5.6547097904641745,40.0,5,-2.3021549374906636,60.0,5,-14.251511809128948,20.0,5,,,,,,,,,,,,
MARA,17.035,-22.13610023516337,0.0,2,17.106062304718918,100.0,2,-26.7247694660403,0.0,2,17.097663804819916,50.0,2,,,,,,,,,,,,
KHC,28.79,2.0232303219623216,60.0,5,-3.13197790473988,60.0,5,-1.564863794717808,40.0,5,-10.080469282197246,0.0,4,,,,,,,,,,,,
CMCSA,34.09,-6.60166574001273,60.0,5,3.5368074447925224,40.0,5,4.819261739335223,60.0,5,-21.708196093778508,25.0,4,,,,,,,,,,,,
DOC,17.595,0.05231446358953118,50.0,6,-1.2330549847978212,33.33333333333333,6,-5.042565188495662,40.0,5,-11.595773650984786,40.0,5,,,,,,,,,,,,
ET,16.12,-15.348026128412828,0.0,4,17.814233610485196,75.0,4,-9.951599993026495,25.0,4,-10.05823358679181,75.0,4,,,,,,,,,,,,
LKQ,40.21,19.85218585420605,83.33333333333334,6,1.2093865245746738,50.0,6,-10.114445323520528,20.0,5,-3.247740340606986,60.0,5,,,,,,,,,,,,
PATH,10.67,2.0302407652902144,50.0,4,-12.179795726515652,50.0,4,-14.73529348438346,33.33333333333333,3,-0.4119973962202095,66.66666666666666,3,,,,,,,,,,,,
BITO,22.6599,-12.420284320738196,33.33333333333333,3,20.19176821802391,66.66666666666666,3,-20.414661732320262,0.0,2,4.377663156351064,50.0,2,,,,,,,,,,,,
MRK,83.015,-9.903625282737794,60.0,5,-13.318968739141535,0.0,5,14.973244787112773,60.0,5,-4.521477231881499,75.0,4,,,,,,,,,,,,
TEVA,14.7,-11.180202805078599,20.0,5,10.070647601569327,40.0,5,31.410803568297,50.0,4,-34.791631960818904,0.0,4,,,,,,,,,,,,
CCCS,8.686285,-11.181300847404618,16.666666666666664,6,-1.5021030282966974,50.0,6,-4.909404211550572,40.0,5,-11.272094652515573,20.0,5,,,,,,,,,,,,
VTRS,8.43,-2.4469849441958846,50.0,6,-6.718736821190873,20.0,5,15.077711088286062,80.0,5,-30.472150105223726,20.0,5,,,,,,,,,,,,
BMY,49.7,-13.04661409986274,20.0,5,-12.988209676355178,20.0,5,17.204480319005032,80.0,5,-6.361021635880149,50.0,4,,,,,,,,,,,,
HPQ,26.455,1.3438125915544052,40.0,5,-5.942131772230219,40.0,5,6.929778440832113,80.0,5,-25.623808321926035,40.0,5,,,,,,,,,,,,
WU,9.715,12.335307127411287,66.66666666666666,6,-3.3721450312102608,60.0,5,-5.571593514049667,20.0,5,-13.487256743329002,20.0,5,,,,,,,,,,,,
LABD,13.33,14.9502544462478,75.0,4,-5.383617156464315,25.0,4,1.1043018454148346,50.0,4,47.791183103977254,75.0,4,,,,,,,,,,,,
TSLS,10.55,26.70028028835054,75.0,4,-28.425768690680908,0.0,4,1.0997667423399138,75.0,4,18.95158264943271,100.0,3,,,,,,,,,,,,
PYPL,61.709,-16.61490820503515,25.0,4,11.292613657345152,100.0,4,-6.704939001165955,50.0,4,-3.661119812856195,33.33333333333333,3,,,,,,,,,,,,
HAL,20.2695,-0.1418949123866975,60.0,5,9.301241958657535,80.0,5,-16.787229119962056,40.0,5,-29.245182540508054,25.0,4,,,,,,,,,,,,
QUBT,9.08,-60.42430229768632,33.33333333333333,3,161.04702824057657,100.0,2,42.44789913388119,50.0,2,-2.256756707245866,50.0,2,,,,,,,,,,,,
PACK,5.38,-31.738346993583566,33.33333333333333,6,-2.349232196897566,33.33333333333333,6,-17.94665391901352,16.666666666666664,6,-17.784352568814377,33.33333333333333,6,28.885347097675563,100.0,3.0,4.500811061009746,33.33333333333333,3.0,16.83965470370705,66.66666666666666,3.0,-9.04590843971176,50.0,2.0
AAL,11.825,6.015617609316659,50.0,4,-10.80536669936285,25.0,4,-4.202275402362998,50.0,4,-12.478064948346002,0.0,3,,,,,,,,,,,,
GIS,53.4,-3.038757500574474,33.33333333333333,6,-8.90225269293634,20.0,5,-2.3479279138673093,40.0,5,-7.498688862126334,20.0,5,,,,,,,,,,,,
RGTI,12.555,-54.649911294592314,50.0,2,337.2072030470993,100.0,2,15.919443696786107,50.0,2,15.961376652916082,100.0,2,,,,,,,,,,,,
SDS,22.95,10.96457360858829,50.0,4,-11.043368970400824,0.0,4,4.2960284013841665,75.0,4,3.05123340127591,66.66666666666666,3,,,,,,,,,,,,
CPB,35.57,-8.307369961686263,50.0,6,-8.69142768745279,40.0,5,0.42486825229481884,40.0,5,-11.79678892272047,0.0,5,,,,,,,,,,,,
S,16.35,-16.871716786825285,40.0,5,-1.9081906247698566,40.0,5,-9.203365139238661,50.0,4,-12.134905420349995,50.0,4,,,,,,,,,,,,
INFY,18.54,7.429979692287647,50.0,6,-14.259915800972877,20.0,5,1.0676518619768594,60.0,5,-5.2548356573114745,60.0,5,,,,,,,,,,,,
CMG,48.56,-1.434401398024221,40.0,5,-11.633042636960678,20.0,5,-7.3951298205104266,25.0,4,-3.5427869875145124,50.0,4,,,,,,,,,,,,
PCG,17.375,-14.979660152863373,40.0,5,8.410790896873689,40.0,5,2.181484178913129,80.0,5,-13.509112845857707,20.0,5,,,,,,,,,,,,
VFC,13.2,-24.89026119979184,40.0,5,6.706377616504211,60.0,5,17.119832537908074,80.0,5,-27.79579974887011,40.0,5,,,,,,,,,,,,
CAG,22.5,-0.6417236011298622,33.33333333333333,6,-12.222268087359078,20.0,5,1.874923479151902,40.0,5,-8.77858614784347,20.0,5,,,,,,,,,,,,
MSTU,8.8074,-33.76001112490131,0.0,2,67.44788260603008,100.0,2,-50.06119951040393,0.0,2,49.151074737303446,50.0,2,,,,,,,,,,,,
CFLT,19.74,-11.186013131152972,60.0,5,16.28853628584266,60.0,5,5.548072673439619,60.0,5,-27.79971624921377,40.0,5,,,,,,,,,,,,
TZA,15.995,11.49324934712177,66.66666666666666,3,-11.903044273908314,33.33333333333333,3,40.36310958530927,100.0,3,9.153511521316648,66.66666666666666,3,,,,,,,,,,,,
MRVL,72.26,-18.69478449653963,25.0,4,27.506489849740824,75.0,4,-30.77267670722712,25.0,4,5.9746893207044405,66.66666666666666,3,,,,,,,,,,,,
NVDD,6.86,-12.45680108843864,40.0,5,-4.031255197768924,40.0,5,0.3384033543917031,40.0,5,14.255515312109225,75.0,4,,,,,,,,,,,,
SPXS,7.5301,16.636517992857392,50.0,4,-13.336380153516936,0.0,3,13.43594328743456,100.0,3,4.526711646498227,66.66666666666666,3,,,,,,,,,,,,
NVO,75.32,-8.768926167605285,50.0,4,-7.251959907057614,25.0,4,-8.12887674921342,50.0,4,-7.605548550690743,0.0,3,,,,,,,,,,,,
SPXU,25.42,16.600929987554338,50.0,4,-15.007138251408536,0.0,4,12.30231085627529,100.0,3,4.35108519751537,66.66666666666666,3,,,,,,,,,,,,
ULTY,5.835,-23.314396584972297,40.0,5,-0.2549258826096801,60.0,5,-2.5999348295876246,40.0,5,-9.810438299140966,50.0,4,,,,,,,,,,,,
UAA,5.695,-2.5785490255495036,60.0,5,-15.858005747212578,40.0,5,-6.246957162667122,40.0,5,-17.818398350280308,60.0,5,,,,,,,,,,,,
AVTR,13.3,4.718896814719109,83.33333333333334,6,-14.511888026574649,33.33333333333333,6,-17.34225590050218,40.0,5,-12.573027907980993,40.0,5,,,,,,,,,,,,
FAZ,6.1237,8.963499619989502,60.0,5,-16.24661971896735,40.0,5,-0.9390704533654204,50.0,4,32.34687253357797,50.0,4,,,,,,,,,,,,
COTY,5.025,8.901384206853491,50.0,6,-25.663869773498416,20.0,5,7.553829621280439,60.0,5,-21.96056559295806,20.0,5,,,,,,,,,,,,
SNAP,9.205,-11.150035832888683,25.0,4,-19.714879605438853,25.0,4,-3.4444533929536503,33.33333333333333,3,12.060286614709348,66.66666666666666,3,,,,,,,,,,,,
TSLY,8.7255,-3.8203960858430475,33.33333333333333,3,18.0599870525461,100.0,3,-24.603720163288944,0.0,3,-17.32511828166151,0.0,3,,,,,,,,,,,,
UNH,399.0,8.905080946063526,60.0,5,-39.20173774426059,20.0,5,-0.9555205524352295,60.0,5,3.3377525546244957,100.0,4,,,,,,,,,,,,
SOUN,15.75,8.699301927679514,50.0,2,68.82664350398717,100.0,2,-11.812205622142514,50.0,2,-11.164813222136038,50.0,2,,,,,,,,,,,,
TSLL,26.18,13.479574682764861,50.0,2,50.96115673975188,100.0,2,-25.59412578252296,0.0,2,-4.241601628775027,0.0,1,,,,,,,,,,,,
TSLG,6.2,-34.51916917587246,33.33333333333333,6,30.9092276093454,83.33333333333334,6,50.83965547978067,50.0,6,-56.604289829797125,0.0,6,-21.823204419889496,0.0,1.0,13.250883392226154,100.0,1.0,11.076443057722308,100.0,1.0,,,
MRNA,34.145,-11.971250043680215,50.0,4,1.555791021792241,50.0,4,2.3769319172169956,25.0,4,-15.148092441409577,33.33333333333333,3,,,,,,,,,,,,
DJT,23.75,30.645383895038968,100.0,3,-15.366047938816173,33.33333333333333,3,-33.146048366459944,0.0,3,10.711826629308362,100.0,2,,,,,,,,,,,,
CONY,9.91,-23.26096050107953,0.0,3,3.410570444652361,33.33333333333333,3,-27.49379742695295,0.0,3,11.05713819228622,100.0,2,,,,,,,,,,,,
SQQQ,29.0748,7.257590524134572,50.0,2,-18.34894426108025,0.0,2,11.236127410864928,100.0,2,-7.073607784213587,0.0,2,,,,,,,,,,,,
TSLQ,30.21,1.714089982654765,66.66666666666666,3,-41.67642943204339,0.0,3,19.865573113783206,100.0,2,5.658125816184079,50.0,2,,,,,,,,,,,,
CNC,57.13,-1.3987329918517477,66.66666666666666,6,-11.950886678572159,20.0,5,14.185372127625428,100.0,5,3.0908393315216998,60.0,5,,,,,,,,,,,,
PLTD,10.89,-31.793501200169516,50.0,6,-35.16289907702992,16.666666666666664,6,-15.348059037209937,20.0,5,-3.236139309116215,60.0,5,,,,,,,,,,,,
UVXY,19.2,8.020692027513942,66.66666666666666,3,-21.301759069228698,33.33333333333333,3,23.229231313230315,100.0,3,-3.8063979564558648,50.0,2,,,,,,,,,,,,
UVIX,29.0,9.524588816953973,66.66666666666666,3,-28.18659554927585,33.33333333333333,3,23.91611462896721,100.0,3,-5.564383393216399,50.0,2,,,,,,,,,,,,
NVD,29.05,3.1130482618801025,50.0,4,-29.70417866941978,25.0,4,31.07513153113135,66.66666666666666,3,3.3857893562361907,33.33333333333333,3,,,,,,,,,,,,
MSTZ,18.02,32.698851729719266,100.0,2,-47.427290438010296,0.0,2,65.3538267992178,100.0,2,-43.503762359668876,0.0,2,,,,,,,,,,,,
SOXS,20.1401,19.93129632588433,100.0,2,-28.280425644443742,0.0,2,32.650194506795536,100.0,2,-17.355792448324358,0.0,2,,,,,,,,,,,,
ETHD,6.32,-41.971366478523564,50.0,6,-33.280063701774395,33.33333333333333,6,-20.342358897586642,33.33333333333333,6,90.81631120651508,66.66666666666666,6,-33.526766712796174,0.0,2.0,-44.38769776357028,0.0,2.0,30.628654970760238,100.0,1.0,-9.012016021361813,0.0,1.0
JDST,11.17,-52.04664231688585,16.666666666666664,6,-32.65291637237839,33.33333333333333,6,17.51414558221327,83.33333333333334,6,11.659930311546596,60.0,5,,,,,,,,,,,,
RXRX,9.655,-1.8371391995464559,66.66666666666666,3,27.168894095353746,66.66666666666666,3,-3.7259314828707146,50.0,2,20.76591244796564,100.0,2,,,,,,,,,,,,
HOLO,49.8,-53.68100372200934,0.0,3,-45.442760802626616,0.0,3,-1.7803837953091706,33.33333333333333,3,-47.05471685736507,0.0,2,,,,,,,,,,,,
