ticker,current_price,1st_to_2nd_training_return,1st_to_2nd_training_win_rate,1st_to_2nd_training_trades,2nd_to_3rd_training_return,2nd_to_3rd_training_win_rate,2nd_to_3rd_training_trades,3rd_to_4th_training_return,3rd_to_4th_training_win_rate,3rd_to_4th_training_trades,last_to_1st_training_return,last_to_1st_training_win_rate,last_to_1st_training_trades,1st_to_2nd_testing_return,1st_to_2nd_testing_win_rate,1st_to_2nd_testing_trades,2nd_to_3rd_testing_return,2nd_to_3rd_testing_win_rate,2nd_to_3rd_testing_trades,3rd_to_4th_testing_return,3rd_to_4th_testing_win_rate,3rd_to_4th_testing_trades,last_to_1st_testing_return,last_to_1st_testing_win_rate,last_to_1st_testing_trades
PDD,122.55,22.69106438650641,75.0,4,20.538072492115766,75.0,4,0.2678145992180303,66.66666666666666,3,-6.432355772079101,33.33333333333333,3,,,,,,,,,,,,
OSCR,12.385,-22.48904991854499,20.0,5,-18.972281220742982,40.0,5,8.1390891533895,60.0,5,5.245367133247414,50.0,4,,,,,,,,,,,,
ADT,8.515,-2.1532654906929127,33.33333333333333,6,-2.4885911442600883,50.0,6,8.786838380355523,60.0,5,5.541827470172578,80.0,5,,,,,,,,,,,,
BBAI,9.7995,137.82980400881715,66.66666666666666,3,20.311709997529093,50.0,2,-10.852102543856002,50.0,2,3.3026682175460786,50.0,2,,,,,,,,,,,,
F,9.7301,-11.37756085306265,0.0,3,1.6333920668246016,66.66666666666666,3,-0.6413729309960647,33.33333333333333,3,-3.9258249651858423,66.66666666666666,3,,,,,,,,,,,,
AFRM,42.06,-17.568872765168887,50.0,4,18.20286494667993,100.0,4,-22.117614887043636,25.0,4,5.0076290698633175,66.66666666666666,3,,,,,,,,,,,,
INTC,20.99,-14.159263530184841,33.33333333333333,3,13.330956812359895,50.0,2,-9.373927370083058,0.0,2,-4.386352773803104,50.0,2,,,,,,,,,,,,
VEA,54.285,10.000716487731243,66.66666666666666,6,9.571415995574206,80.0,5,-1.397199889894607,40.0,5,-7.582524810456503,60.0,5,,,,,,,,,,,,
JNJ,154.98,1.5667193191736262,80.0,5,-2.228994259769157,60.0,5,9.191706998773984,80.0,5,-7.843068613803306,40.0,5,,,,,,,,,,,,
FL,13.31,-14.019234188975272,50.0,6,-1.5916484478288417,60.0,5,-4.690152118716584,20.0,5,-26.955778473364468,0.0,5,,,,,,,,,,,,
EFA,86.245,10.421975531041895,50.0,6,9.800433434957402,80.0,5,-0.43530279151882123,40.0,5,-7.673497733311785,60.0,5,,,,,,,,,,,,
MSFT,382.39,-1.0192943289456413,50.0,4,3.4196279342110003,66.66666666666666,3,-3.6365821688449596,33.33333333333333,3,-8.367625748795371,33.33333333333333,3,,,,,,,,,,,,
TOST,35.66,-13.451210813009284,40.0,5,11.475059355234386,80.0,5,-4.1973273582146975,40.0,5,1.1766152320370038,60.0,5,,,,,,,,,,,,
EEM,43.54,11.645931878550186,80.0,5,8.541643981330704,60.0,5,-2.4073556243809136,20.0,5,-11.984075993415,50.0,4,,,,,,,,,,,,
IEMG,57.3946,12.299547303810554,83.33333333333334,6,9.392785995091302,66.66666666666666,6,-3.05773457280194,20.0,5,-8.179694421539596,60.0,5,,,,,,,,,,,,
LYFT,10.36,-14.781097572720247,25.0,4,-10.792556205691383,50.0,4,-10.119094594305922,50.0,4,-4.359163210445316,25.0,4,,,,,,,,,,,,
EXC,42.005,-2.4531445720052503,33.33333333333333,6,6.3609162486510495,60.0,5,4.047747784760047,80.0,5,-1.1568882906806466,40.0,5,,,,,,,,,,,,
RF,22.385,-2.3946998468967085,50.0,6,3.4483904931274845,60.0,5,0.19289358041496563,60.0,5,-14.406015743200062,40.0,5,,,,,,,,,,,,
OKTA,113.81,42.064909293657,80.0,5,9.105639541314247,60.0,5,7.29355339526192,60.0,5,-0.07506993175672161,60.0,5,,,,,,,,,,,,
WFC,69.29,-15.897812093831586,40.0,5,20.17600986747674,80.0,5,6.496539867927309,60.0,5,-11.31801209742006,50.0,4,,,,,,,,,,,,
VICI,31.5,1.0093839079013955,33.33333333333333,6,5.465392853216344,60.0,5,-1.9916483531610019,60.0,5,-8.322430606807352,40.0,5,,,,,,,,,,,,
CSCO,54.425,4.951715675906709,40.0,5,-1.6351660830274173,40.0,5,-4.054283201517183,50.0,4,-8.945378649283187,50.0,4,,,,,,,,,,,,
FCX,32.88,18.553986930097444,80.0,5,11.528690131582685,75.0,4,-12.852857507461735,25.0,4,-24.141368446763057,25.0,4,,,,,,,,,,,,
TSM,184.24,-2.49594991422446,66.66666666666666,3,7.65433007588312,66.66666666666666,3,-14.637502769879196,33.33333333333333,3,2.93882317933869,66.66666666666666,3,,,,,,,,,,,,
VALE,8.27,-0.5942941882211561,50.0,4,9.616417189835925,75.0,4,0.17490530417250127,50.0,4,-16.924081586785412,25.0,4,,,,,,,,,,,,
KSS,6.36,-14.908151980226892,20.0,5,-32.384489125689576,50.0,4,16.874499323444027,75.0,4,-25.750392767357656,25.0,4,,,,,,,,,,,,
IBIT,56.14,-8.162339706739697,50.0,2,24.898358573371926,100.0,2,-16.26328462304881,0.0,2,8.529473817405941,50.0,2,,,,,,,,,,,,
KEY,16.575,-6.491275588090817,50.0,6,7.007598903547185,60.0,5,0.10093190424111942,60.0,5,-10.238323343496914,60.0,5,,,,,,,,,,,,
FHN,20.28,-6.932161483251531,50.0,6,11.353214445313121,83.33333333333334,6,3.4697748537697803,40.0,5,-7.31931577413768,80.0,5,,,,,,,,,,,,
TQQQ,81.0218,-7.304584998471098,50.0,2,21.056729396122087,100.0,2,-14.726412163619573,0.0,2,7.498214637462497,100.0,2,,,,,,,,,,,,
MSTR,332.8799,-19.822258685846883,0.0,3,32.39539283308224,100.0,2,-27.243898333512284,0.0,2,25.292094124423038,50.0,2,,,,,,,,,,,,
BAC,35.69,-14.537217894486021,25.0,4,6.499236633901817,50.0,4,-3.4138730288564623,50.0,4,-11.090378043115457,50.0,4,,,,,,,,,,,,
WBD,8.115,-15.033543509207147,0.0,5,14.708728550440231,50.0,4,5.621785071014096,75.0,4,-25.21875501879419,25.0,4,,,,,,,,,,,,
QQQ,529.215,-0.19883358067467327,66.66666666666666,3,6.916484375681531,100.0,2,-4.803941404787682,0.0,2,2.5463866405275315,100.0,2,,,,,,,,,,,,
CLF,7.255,6.7419020326454415,50.0,4,-8.166623658374872,50.0,4,-21.244149677629267,0.0,4,-16.594827448009752,25.0,4,,,,,,,,,,,,
XLF,49.83,-10.539663925689934,25.0,4,9.75965749748502,75.0,4,-0.8945322582629367,50.0,4,1.5695470704410797,66.66666666666666,3,,,,,,,,,,,,
KO,69.47,0.3118087086806831,50.0,4,6.258601694786092,50.0,4,2.4969608960992096,50.0,4,-4.931879098010816,25.0,4,,,,,,,,,,,,
SPY,608.83,-0.9956049651922871,66.66666666666666,3,4.7340698343724785,100.0,3,-2.5475030486477923,0.0,2,0.921709916983815,50.0,2,,,,,,,,,,,,
CVE,13.785,23.016934793806776,50.0,6,9.530372914195961,60.0,5,-2.704951796051802,40.0,5,-32.17910423818012,20.0,5,,,,,,,,,,,,
SPLG,61.79,-4.928715144910156,50.0,4,6.36908355564918,100.0,4,-3.030456372379642,25.0,4,-10.976432929349189,25.0,4,,,,,,,,,,,,
SCHX,23.3366,4.927795286416958,66.66666666666666,6,1.5518806823529019,80.0,5,3.5999936393102505,40.0,5,-8.986851934268536,40.0,5,,,,,,,,,,,,
KRE,54.27,-10.823951772290174,40.0,5,12.850163972299455,80.0,5,-9.639809082002115,50.0,4,-14.211371306231847,50.0,4,,,,,,,,,,,,
HBAN,16.035,-6.129729242899518,33.33333333333333,6,11.104657743612535,100.0,5,-0.19298934168038295,60.0,5,-12.253019229310658,60.0,5,,,,,,,,,,,,
VZ,41.2735,-1.4699934674511916,25.0,4,-4.46668045388845,50.0,4,6.8248266093150045,50.0,4,-6.541303841517621,50.0,4,,,,,,,,,,,,
GOOGL,167.2085,-8.101496889451099,33.33333333333333,3,14.613473793537256,66.66666666666666,3,-6.501548594822482,0.0,3,8.032876585911719,100.0,2,,,,,,,,,,,,
GOOG,176.67,-7.682329710753399,33.33333333333333,3,14.685096100736095,66.66666666666666,3,-6.330317621045634,0.0,3,0.06991734286518891,66.66666666666666,3,,,,,,,,,,,,
CNH,13.4036,27.360160336350404,66.66666666666666,6,4.49154614001217,40.0,5,1.035574604139966,40.0,5,-16.319085254385215,40.0,5,,,,,,,,,,,,
CVX,137.9,5.964998619939221,60.0,5,-3.419463248011756,60.0,5,4.775970331660084,60.0,5,-20.666968130257835,25.0,4,,,,,,,,,,,,
EQT,53.485,8.141297019672855,60.0,5,15.005862100359902,80.0,5,-7.263773894385284,40.0,5,-0.85377326174505,60.0,5,,,,,,,,,,,,
TFC,41.145,-6.429998982137319,50.0,6,7.867137542525526,60.0,5,1.2672555606834335,40.0,5,-11.985278378971708,60.0,5,,,,,,,,,,,,
RSP,171.095,0.8874682416865287,40.0,5,0.9821486676064861,60.0,5,1.3941217863896682,60.0,5,-9.40914624011353,40.0,5,,,,,,,,,,,,
HPE,15.935,-7.138466098243168,60.0,5,12.974532875590095,80.0,5,-3.860301364433183,25.0,4,-24.52304604976844,25.0,4,,,,,,,,,,,,
IWM,217.89,-3.511845793398527,33.33333333333333,3,4.4257936077575,66.66666666666666,3,-10.77132068287071,0.0,3,0.5410193085610526,50.0,2,,,,,,,,,,,,
WMT,85.61,-5.675903821561679,75.0,4,3.2996945743818173,75.0,4,-10.126639846199993,25.0,4,7.529546181287827,100.0,3,,,,,,,,,,,,
AGNC,9.055,-0.045361790200437735,50.0,4,10.734905892031543,75.0,4,-2.9562732968427596,25.0,4,0.2114848298920169,66.66666666666666,3,,,,,,,,,,,,
XOM,105.57,5.16380600999462,80.0,5,0.9686414529542553,60.0,5,-0.41065542295285473,50.0,4,-17.112760365567848,25.0,4,,,,,,,,,,,,
AMZN,216.49,1.1728598113773359,33.33333333333333,3,5.740050434027677,66.66666666666666,3,-1.384590014249898,50.0,2,3.7803392848922313,100.0,2,,,,,,,,,,,,
XLP,81.215,2.571279336950383,40.0,5,-1.2581623585647184,40.0,5,-0.6228633005406881,40.0,5,-4.614032431013482,40.0,5,,,,,,,,,,,,
QCOM,135.7,5.510527756514172,60.0,5,7.83155334446024,75.0,4,-3.487178886853448,75.0,4,-17.060841554856832,25.0,4,,,,,,,,,,,,
LQD,106.3401,-2.4361859686152676,33.33333333333333,6,0.011506800599159206,20.0,5,1.814915398967032,80.0,5,-3.5274238925412704,20.0,5,,,,,,,,,,,,
WMB,58.295,-9.416549635935844,33.33333333333333,6,16.8453504654104,60.0,5,-1.29761437440572,60.0,5,-1.1713181985968935,80.0,5,,,,,,,,,,,,
XLE,80.49,3.760310021523905,80.0,5,3.881110966124468,80.0,5,-5.527402635250544,25.0,4,-18.63490867858507,25.0,4,,,,,,,,,,,,
HLN,10.775,5.118606422110439,40.0,5,5.505111784454653,80.0,5,4.0662243433624345,60.0,5,-4.113313365564819,40.0,5,,,,,,,,,,,,
HYG,78.64,0.6076677882837167,60.0,5,1.3809628386573625,60.0,5,1.2604303043976417,80.0,5,-4.125552453447867,20.0,5,,,,,,,,,,,,
ETSY,47.51,3.4197847103436763,33.33333333333333,6,5.02347667216374,60.0,5,-12.421680802769897,40.0,5,-9.784085699228228,40.0,5,,,,,,,,,,,,
VCSH,78.7741,-0.17416413079704984,33.33333333333333,6,0.9262547394177867,66.66666666666666,6,1.258989215028694,80.0,5,-1.6215338565393589,20.0,5,,,,,,,,,,,,
SCHD,27.72,-1.9407986566546076,50.0,4,1.2009529044775036,66.66666666666666,3,-0.09211891339608869,66.66666666666666,3,-1.917069042104247,66.66666666666666,3,,,,,,,,,,,,
USB,44.38,-2.515167410085395,33.33333333333333,6,2.8123917125191022,60.0,5,-0.9503737555941361,60.0,5,-12.87432255378076,60.0,5,,,,,,,,,,,,
USHY,36.6799,1.5460496336236584,66.66666666666666,6,1.6182704956375416,66.66666666666666,6,1.1852580217936115,80.0,5,-4.624654784461546,20.0,5,,,,,,,,,,,,
CLSK,10.5697,-12.312478384223413,33.33333333333333,3,-0.5754139975158279,50.0,2,-22.98291812354313,0.0,2,23.691459492572342,100.0,2,,,,,,,,,,,,
SOXL,28.71,-17.681383990443212,0.0,2,35.039524289781056,100.0,2,-32.03165544491139,0.0,2,16.42806012884752,100.0,1,,,,,,,,,,,,
CSX,28.295,-5.06252808888088,40.0,5,-1.068996644074649,40.0,5,-6.78928547977391,40.0,5,-9.098992658848337,40.0,5,,,,,,,,,,,,
HST,15.41,14.99886703208837,66.66666666666666,6,-5.847656884958119,33.33333333333333,6,-6.857985992870441,20.0,5,-10.721165940052312,20.0,5,,,,,,,,,,,,
RIVN,13.0625,9.77863983606837,66.66666666666666,3,16.13030141216376,66.66666666666666,3,-13.348829889871972,0.0,2,11.442437360957246,50.0,2,,,,,,,,,,,,
BEKE,21.39,24.209329637361886,80.0,5,7.651265251787653,80.0,5,-13.096035452385479,50.0,4,-10.76999933787035,25.0,4,,,,,,,,,,,,
XLV,134.86,1.03740921575457,40.0,5,-9.015185722664986,20.0,5,10.385355741158286,80.0,5,-5.734136081965591,40.0,5,,,,,,,,,,,,
CNQ,31.705,18.343644798623405,66.66666666666666,6,4.912816368889472,60.0,5,-2.4324934854659808,40.0,5,-23.380756397159608,20.0,5,,,,,,,,,,,,
TNA,37.72,-11.174559962490926,33.33333333333333,3,12.62134438987661,33.33333333333333,3,-31.42060046315992,0.0,3,1.0219406241565698,50.0,2,,,,,,,,,,,,
TLT,90.0407,-1.1138185505666476,33.33333333333333,3,-1.5029146788245185,33.33333333333333,3,-0.6653116211732368,66.66666666666666,3,-1.1930778108333318,0.0,2,,,,,,,,,,,,
CORZ,6.82,-26.37314541498362,25.0,4,22.42567724622775,75.0,4,-47.011935201688004,25.0,4,18.772400058822058,75.0,4,,,,,,,,,,,,
PEP,133.96,-4.800503012455848,40.0,5,-6.0581521371657505,20.0,5,-1.7406818611127362,40.0,5,-9.129213792134362,25.0,4,,,,,,,,,,,,
ERIC,8.355,11.015991552150117,80.0,5,19.045540165032303,60.0,5,-11.46319624489134,40.0,5,-9.027194619865387,60.0,5,,,,,,,,,,,,
KVUE,23.63,-3.249116029548005,50.0,6,-1.6452683614520236,20.0,5,10.710338550680376,60.0,5,-6.590172967498975,40.0,5,,,,,,,,,,,,
IONQ,41.11,-42.25561210406858,33.33333333333333,3,97.90347237388077,100.0,2,-15.855961080428171,0.0,2,23.761934855006306,100.0,2,,,,,,,,,,,,
NOK,5.305,17.53756889157694,80.0,5,15.245374966808733,100.0,5,-5.962505115907579,0.0,4,-3.4933895751698807,75.0,4,,,,,,,,,,,,
IPG,25.42,4.4635211970404765,66.66666666666666,6,-7.73277108878,40.0,5,3.2706372358492386,60.0,5,-16.292573481421424,40.0,5,,,,,,,,,,,,
NCLH,16.26,-21.15813711365272,20.0,5,18.729479551355134,100.0,4,-9.645753920606836,25.0,4,-24.763340774279673,25.0,4,,,,,,,,,,,,
ACHR,10.35,-14.486916381788173,66.66666666666666,3,33.56558658428632,100.0,2,-0.020968023763745514,50.0,2,14.313959195577674,100.0,2,,,,,,,,,,,,
KMI,26.355,1.2281241622213557,40.0,5,8.367456383423665,40.0,5,-3.9057136842216345,60.0,5,-6.908378409230009,75.0,4,,,,,,,,,,,,
SBUX,83.98,-5.2185756270406785,60.0,5,-7.876891427435295,40.0,5,-3.5917231463793997,60.0,5,-7.540761252712658,75.0,4,,,,,,,,,,,,
GAP,22.79,-0.31096805925548976,40.0,5,-2.3288932524617167,40.0,5,10.22601747558558,40.0,5,-11.556468612732662,40.0,5,,,,,,,,,,,,
PFE,26.5199,0.44350222850055854,50.0,4,-5.075893098030715,0.0,3,11.368978301014486,100.0,3,-2.195690254448135,33.33333333333333,3,,,,,,,,,,,,
