strategy,best_variant,avg_testing,median_testing,win_rate,best_testing,worst_testing,top_10_tickers,run_date
1ST→2ND,Double Down (Thu),6.0116410991857405,3.852977472089393,90.0,18.894540541658422,-0.2671154792334149,"BULL, RUN, ASPI, TMC, AEVA, CRML, CDE, ARRY, CBRL, QBTS",2025-09-22
2ND→3RD,Basic Strategy,0.8867078439695512,3.8411129320046484,70.0,12.93003505575561,-13.854277153553726,"BMNR, QBTS, ARQQ, QUBT, AREN, CAPR, FL, MSTU, SMR, OKLO",2025-09-22
3RD→4TH,Double Down (Thu),-2.2860945520503484,-2.1822923566345747,20.0,8.915356699744235,-11.989687133701414,"SBET, NVTS, CEP, ATHR, TSLL, TSLG, CRWV, AEVA, BBAI, AMPX",2025-09-22
LAST→1ST,Double Down (Thu),3.37351150072939,4.333968695569638,70.0,12.407717640320735,-7.322946002391192,"SBET, ATHR, UVIX, CRWV, HIMS, CRML, ONDS, APLD, AREN, SOXS",2025-09-22
