ticker,current_price,volatility_pct,avg_volume,month_change_pct,ytd_return_pct,days_of_data
BOOM,6.68,73.70609165105063,189293.29268292684,-16.500000000000004,-20.28639618138426,41
CC,15.32,73.14130848145196,4026556.487804878,10.136592379583034,23.349436392914658,41
CCOI,36.92,73.02263371632854,1315783.7073170731,-25.24802591617736,-25.005078204346937,41
CBIO,13.68,72.94962638751858,116372.70731707317,4.907975460122705,-10.529758011772397,41
BYRN,20.8,72.78516131245858,670972.8780487805,-4.0590405904059,-38.02145411203814,41
ACTU,8.7,72.51433910554107,80008.9268292683,38.9776357827476,44.75873544093177,41
BBNX,19.02,71.34976015775433,579143.2195121951,27.13903743315507,41.94029850746268,41
AMWL,6.75,71.25880986566993,61288.560975609755,-17.481662591687037,-17.279411764705884,41
AMBC,8.93,71.085901129021,933968.3902439025,2.5258323765786317,18.121693121693124,41
CABO,158.37,70.56810311847447,194991.07317073172,5.580000000000003,22.170793797732014,41
CADL,5.86,70.31224731440895,788211.6585365854,-12.143928035982004,17.43486973947896,41
ACB,5.17,70.2996422066558,1509228.6829268292,2.3762376237623783,16.704288939051924,41
BROS,72.98,70.26583656206479,3363208.7560975607,16.247212488053524,9.793891981344975,41
AEYE,12.35,70.2349950408706,114533.53658536586,1.5624999999999958,6.190885640584685,41
ALTG,8.15,69.68285098358443,266384.73170731706,6.815203145478381,9.986504723346831,41
AVD,5.4,69.35689013719123,246060.43902439025,53.84615384615387,35.338345864661655,41
ALGT,64.485,68.89180861383328,457401.7073170732,22.875381097560982,16.377910124526267,41
BNED,8.79,68.49772493459376,460684.9756097561,1.501154734411074,-22.34982332155478,41
AORT,43.71,68.41056999223989,471662.4146341463,43.78289473684212,44.30505117200397,41
ASLE,8.43,68.39560958330293,446346.7804878049,40.96989966555182,39.10891089108912,41
ALB,79.54,68.28235959317026,4817188.731707317,-4.444978375780861,21.435114503816806,41
AAON,81.69,67.99422866792189,1393320.8048780488,7.486842105263154,11.309442703365576,41
ATRO,36.51,67.96631993635978,658334.2195121951,8.306140611094621,14.523212045169382,41
CAI,36.56,67.74198607172032,627886.731707317,20.6999009574117,37.80625706747079,41
ACOG,8.15,67.58216874266107,56668.365853658535,-16.836734693877553,-27.491103202846972,41
AVXL,9.48,67.41784488976434,1042505.6585365854,-15.129811996418974,-5.105105105105103,41
BWMX,13.37,66.84761443569411,72979.34146341463,41.781548250265104,55.46511627906976,41
AIN,62.27,66.22530665240967,309070.1951219512,-12.578969535308158,-12.035598248340165,41
BVS,7.22,65.72995088001409,490771.9512195122,12.111801242236014,5.86510263929618,41
CERT,10.66,65.54700499706992,1440898.243902439,0.3766478342749617,-2.470265324794141,41
BRKR,33.23,65.37010698700006,3276587.6097560977,-14.355670103092786,-19.48146353283258,41
BHC,7.68,65.11934190141025,3074544.463414634,17.972350230414747,11.79039301310043,41
ASPN,6.66,65.10984759096208,2278420.9024390243,-14.28571428571428,5.047318611987387,41
AZTA,30.16,64.87277540428586,638201.512195122,-8.383961117861487,-4.040725421571746,41
ALKT,24.56,64.25439501678773,1467856.1951219512,-12.597864768683284,-18.836748182419043,41
ALLT,8.06,63.945993857839866,666796.6829268293,2.8061224489796,-12.486427795874052,41
ADTN,9.39,63.89052243754273,1073814.9512195121,-0.31847133757961105,-2.795031055900617,41
AUDC,9.25,63.88148389440563,151450.39024390245,-12.9821260583255,-3.746097814776269,41
ASTS,48.76,63.76176605410181,9647259.68292683,-14.590996671921536,6.719194572116438,41
BTDR,14.24,63.56247654734415,3891136.2195121953,-2.79863481228669,8.495238095238097,41
BAX,24.17,63.454355616630096,8289202.682926829,-12.141039621955652,-18.592118558437182,41
AMLX,9.98,63.25045053686221,1392488.0975609757,26.810673443456167,47.63313609467457,41
AHL,36.65,62.95512905040397,579633.0,16.794136392606752,20.718050065876152,41
BAND,15.25,62.870889736823145,268780.9024390244,-2.4936061381074204,-3.2360406091370546,41
APLS,28.17,61.95271128565321,2516182.1707317075,41.6289592760181,61.71067738231917,41
ADSE,11.34,61.470298221403155,71732.60975609756,-0.4389815627743697,-2.325581395348834,41
BBW,59.63,60.71804786543697,250290.07317073172,10.466839570211201,15.227053140096622,41
AMPH,30.81,60.59068038765311,550706.3902439025,44.309133489461345,34.7769028871391,41
ACHC,23.45,60.520003865283975,2140329.6097560977,6.397459165154267,0.557461406518006,41
AEBI,12.0,60.47604738093635,488501.56097560975,28.20512820512821,-1.0717230008244087,41
BCAX,11.9,60.4760175770896,313415.9268292683,3.9301310043668223,32.07547169811322,41
ATXS,6.59,60.03541988946043,256645.17073170733,2.6479750778816187,6.290322580645157,41
BILL,46.73,59.876719896919774,3144353.0975609757,1.4326025613197233,-1.6003369130343337,41
AES,13.41,59.46536529182184,12546150.512195121,-2.8964518464880546,16.406250000000007,41
AMBA,80.07,58.53101236952789,787445.5365853659,17.54257193188489,22.11377154186366,41
AXON,743.59,58.46260714841098,659272.268292683,3.170352693065464,-7.301535853196363,41
CAVA,65.57,58.328775183300976,4851949.219512195,-27.087734904926066,-22.199810156620796,41
ARVN,7.9,58.29776197245191,1884443.1463414633,4.221635883905018,1.412066752246474,41
ANGI,17.56,57.8074060015206,708046.6829268293,5.275779376498795,9.203980099502491,41
AVPT,16.24,57.803966561811635,1441732.268292683,-12.922252010723861,-13.937466878643361,41
AMKR,23.9,57.56400360318952,2108928.3658536584,11.111111111111097,11.473880597014913,41
ARIS,24.04,57.21668816245056,1129542.0487804879,14.859053989488768,3.131703131703133,41
CCSI,26.49,57.04715622907505,151826.9756097561,27.111324376199608,11.583824768323506,41
AXL,5.96,57.043488827814556,3841023.6341463416,27.35042735042736,37.32718894009217,41
BRSL,16.41,56.94270342037101,2475057.2682926827,13.564013840830455,-4.091174751607244,41
CARL,13.53,56.804635711726704,293162.0689655172,0.0,-6.689655172413797,29
BNTC,13.775,56.64506798144549,62025.58536585366,22.335701598579046,2.1126760563380294,41
CECO,45.52,56.58672859558707,398672.46341463417,41.76269075054501,52.80295401141324,41
CBLL,11.42,56.48122999592016,302306.6341463415,-26.417525773195877,-33.604651162790695,41
CERO,7.4,56.38510310457515,60991.243902439026,-12.426035502958568,-17.040358744394617,41
AUPH,11.68,56.24905218706877,2280443.463414634,31.531531531531513,56.35876840696118,41
APPF,273.54,56.19705805382029,334724.2926829268,7.0648557673490195,13.610499646965987,41
CE,46.07,56.18452964495938,2208779.8292682925,-21.56962887299966,-20.70567986230637,41
CDRE,30.9,56.15941993777369,318363.53658536583,-5.706438815990248,-2.860735617730274,41
CDTX,63.79,56.04231031074121,552325.243902439,3.6730050381927484,32.07039337474121,41
ASMB,24.13,55.97070521797845,93898.75609756098,29.17558886509636,30.010775862068968,41
CBZ,64.02,55.92402778216318,618785.0243902439,-12.576812781646876,-13.15789473684211,41
APP,481.73,55.91650766527305,5319232.951219512,37.63714285714286,39.631884057971014,41
AXGN,15.71,55.90128992307343,1589390.4390243902,25.27910685805424,38.292253521126774,41
BIO,290.71,55.880857337560094,287460.9756097561,18.42995070680734,17.6677730106047,41
AMWD,64.19,55.02026985129833,206147.24390243902,17.97463701525455,17.349177330895785,41
BLBD,56.89,54.98255330858982,647369.0487804879,29.442548350398173,26.47843485993776,41
BWIN,31.62,54.938323082503345,844015.7804878049,-22.537971582557567,-20.63253012048193,41
CELH,61.41,54.88830828168495,6270921.756097561,38.49797023004058,34.40577806959947,41
BTU,16.78,54.58551202796307,4996275.12195122,-3.2295271049596237,15.724137931034491,41
CBRL,54.72,54.134745690343664,1259216.7073170731,-19.718309859154928,-16.40696608615948,41
ALVO,7.95,54.10248729319077,416336.85365853657,-8.410138248847922,-11.862527716186246,41
ACVA,11.62,53.567100873098674,2350569.536585366,-22.944297082228122,-27.82608695652175,41
ARDT,12.67,53.5636392654016,433834.34146341466,20.55185537583254,-4.736842105263164,41
ARCB,72.88,53.558776646328596,360245.1219512195,-11.002564415679576,-8.026249369005553,41
CAR,161.2,53.5318150606263,1108361.975609756,-19.299123904881107,-11.194358748347302,41
BELFB,135.97,53.36799728270264,157589.63414634147,28.273584905660375,36.96988012491186,41
AAP,59.57,53.1711823180825,2307501.43902439,-9.233582203260697,9.867207672445595,41
ARQT,15.32,52.519640408108316,1628345.3902439023,5.292096219931269,14.413741598207617,41
ANIP,94.1,52.2029746430457,533325.6585365854,41.84504069942718,44.96995840394392,41
ARKO,5.05,51.72760536661095,427869.65853658534,11.725663716814166,11.479028697571735,41
ATI,78.36,51.71413021454363,1976515.0487804879,-15.249837767683317,-10.517300445357993,41
AGX,224.09,51.67604389712916,382282.51219512196,8.961392589711178,6.964200477326971,41
AMN,20.5,51.63868588698689,935862.243902439,2.9116465863453724,-3.438530381535565,41
CALM,116.01,51.324528894444676,888062.5609756098,10.79171043835356,14.679715302491111,41
ARDX,6.4,51.142829823348436,4209197.8292682925,44.63276836158194,47.126436781609215,41
CAL,14.8,51.046321014851216,678436.0731707317,-2.1810971579643095,11.61387631975868,41
BWXT,160.03,50.95836064890973,1189288.4390243902,14.274493001999437,11.294248556923298,41
ANET,135.87,50.83224660311121,8917506.146341464,23.765713244671165,33.901645806642364,41
BZH,24.84,50.56177567031291,355939.26829268294,-2.16620716817645,7.207596029348287,41
ATLC,66.34,50.36149471503798,59005.68292682927,27.822736030828526,15.293708724365665,41
AMPL,10.76,50.31956607544144,1572690.5853658537,-14.67089611419508,-15.342250196695522,41
AOSL,28.26,50.09448116322757,221321.17073170733,0.0,6.360557019194585,41
ALHC,16.64,49.670529000184935,3361476.6829268294,34.84602917341978,26.636225266362253,41
BEAM,16.31,49.37847941839425,2432014.0975609757,-24.280408542246985,-14.963503649635044,41
AAUC,14.18,49.367455035684436,128247.14634146342,0.14124293785310432,0.9252669039145835,41
AVDL,14.98,49.13103591254809,1208096.6585365853,33.3926981300089,68.503937007874,41
BMI,180.95,49.121511655817365,391026.39024390245,-11.64550781250001,-24.449918583775208,41
CARS,12.74,49.108451644277785,816529.2926829269,-2.8963414634146267,5.289256198347112,41
ALK,62.59,49.0785913640298,2525510.951219512,17.96079909536374,23.769033023531744,41
AURA,6.31,48.773641284202995,154397.24390243902,-6.794682422451993,2.4350649350649265,41
BLDR,137.36,48.75880737392318,2124919.024390244,4.991209967132921,10.011212558065044,41
CCRD,27.03,48.757458274081344,91730.75609756098,0.14820303816229236,-8.248472505091648,41
ACLS,79.6,48.52212928410984,501011.9512195122,5.780730897009959,12.191684284707529,41
BXC,82.76,48.40185701283923,124576.34146341463,7.174307174307184,2.743637492240854,41
AS,38.03,48.096698220230316,3884268.2682926827,1.7661225582017763,-0.7308796658835842,41
AZ,9.1,48.06304531805975,227034.0487804878,-16.97080291970804,-8.542713567839193,41
BLFS,25.34,47.96318849021699,506014.1951219512,18.35590845399346,16.185236130215504,41
CENTA,33.52,47.92039355992664,414093.8292682927,-9.13526701002981,6.244057052297947,41
BHFAO,18.44,47.67699266338329,113094.53658536586,18.356867779204116,-4.058272632674285,41
ATRC,36.29,47.52987474388154,550008.4146341464,23.561457269322432,15.060240963855422,41
CCS,64.22,47.27719569969919,350109.26829268294,0.7846829880728187,10.211086322292767,41
AHCO,9.15,47.211845434397105,1089657.2926829269,-3.4810126582278484,-1.0810810810810774,41
AVNS,11.96,47.02661083107307,641130.4146341464,1.0989010989011057,1.0989010989011057,41
ACEL,11.4,46.67088475143989,362794.73170731706,-10.728269381362562,-5.7071960297766715,41
ALDX,5.75,46.631958747942946,1017473.9268292683,7.276119402985068,32.18390804597702,41
BC,63.48,46.617325586251475,894425.5365853659,-0.29841369561803804,9.109659676864897,41
AMCX,7.21,46.59727278293626,612829.4146341464,16.29032258064516,21.17647058823529,41
ANF,91.93,46.597245158055706,2058101.8048780488,-3.9594651065607938,3.548096418112194,41
CENT,36.89,46.25027660706591,67961.19512195123,-9.249692496924965,3.7401574803149553,41
ASO,49.5,46.240999571075456,1496235.0731707318,-11.78043129566922,3.556485355648542,41
ARMN,8.75,46.12666982033563,1453942.0731707318,18.56368563685637,22.20670391061452,41
ASGN,53.77,46.11255831869519,595099.512195122,8.123868892016905,8.494753833736885,41
AU,58.14,46.062426834469285,2720898.6097560977,11.958405545927212,21.301898602128105,41
ASAN,13.92,45.944317432524315,3512703.2926829266,-7.385229540918161,-2.4526979677645384,41
AIR,76.37,45.89017863571237,437042.48780487804,-3.3413491963042654,8.172804532577919,41
APGE,37.86,45.864005197341285,833087.3414634146,-4.393939393939399,-3.5168195718654496,41
BRZE,27.04,45.8324487920089,1258116.5609756098,-4.486047333097844,-4.855735397607328,41
CEVA,21.83,45.830359801246566,260231.41463414635,-6.9876438005965085,-0.6824385805277622,41
ALNY,447.0,45.20237871537446,1152339.9512195121,37.42006886374817,37.90762965476815,41
ASIC,22.25,45.10234179788792,102257.87804878049,3.9234002802428765,2.581834946980169,41
AGIO,39.25,44.988098062262914,837348.1707317074,-1.0337871911245502,11.474013064470318,41
CAMT,78.46,44.821091570684544,362678.9024390244,-15.022202967616163,-11.84269662921349,41
CENX,21.69,44.672732251539124,1539610.1463414633,-3.7283621837549927,18.072945019052806,41
ABEO,6.85,44.56013886386125,692399.8780487805,5.061349693251535,19.130434782608692,41
ABL,7.01,44.312077986961725,651228.9024390244,31.76691729323307,31.028037383177576,41
APPN,30.68,44.303188104782045,997368.0487804879,4.92476060191519,-1.6666666666666652,41
ANAB,20.61,43.89630807593037,482172.6341463415,-21.365890881343002,-12.110874200426439,41
AA,30.94,43.632827449361386,5757880.560975609,-3.1005324146570574,3.790674270379076,41
BBIO,50.0,43.592279177096025,2679486.9024390243,9.241861481319633,14.942528735632186,41
ALX,228.11,43.498595596459104,51791.73170731707,-10.376394782335375,-2.027230167933685,41
ADPT,12.84,43.24894984553595,1935028.268292683,21.937321937321943,9.369676320272568,41
APEI,30.87,43.17258263572044,281913.1707317073,5.178875638841566,3.037383177570094,41
AVBP,19.84,43.07856820954379,267819.1219512195,-7.977736549165115,-1.6360932077342678,41
ADMA,17.2,43.05395327305665,2938897.3414634145,0.8797653958944197,-3.8031319910514525,41
BKV,23.46,43.0415663910231,334920.46341463417,16.600397614314115,4.825737265415558,41
BHFAN,14.86,42.92468949223993,188914.0,19.83870967741935,-1.13107119095143,41
AMAT,157.57,42.81867058873805,7247750.585365853,-15.801004595490006,-17.407485061327186,41
ANGO,10.46,42.184524273041845,599654.7804878049,14.56736035049288,13.819368879216556,41
ADEA,14.9,42.08483075201498,526335.268292683,8.127721335268513,3.6882393876130912,41
CEPU,10.3,42.078237391264146,244890.92682926828,-10.20052310374891,-8.606921029281269,41
AVAV,240.02,41.88462040281568,1227291.219512195,-8.55684242608961,-0.2990778433164405,41
ALNT,45.21,41.75753539526262,186625.0487804878,15.508431272355647,19.319081551860652,41
CGAU,8.46,41.69019914970558,1265201.9512195121,10.156250000000016,14.789687924016292,41
BALY,9.87,41.55177717848574,56717.19512195122,2.385892116182559,-11.161116111611163,41
BCC,85.78,41.28467717225726,372762.9512195122,-1.5720022948938663,-4.63590883824347,41
AGCO,106.74,41.25550331292053,814753.243902439,-2.565038795070746,-1.6764922623434115,41
CART,43.86,41.240098578862266,4639556.926829268,-12.209767814251403,-10.214943705220065,41
ASUR,8.28,41.23366288371426,102236.31707317074,-19.37682570593963,-23.262279888785915,41
AESI,11.32,41.22190618745718,1402403.1219512196,-15.711094564408038,-16.395864106351542,41
BHFAM,13.33,41.19565773915455,76854.09756097561,23.42592592592592,1.1380880121396082,41
ACA,96.55,41.083693471073964,298605.4146341463,8.580746738641471,8.009844501622101,41
BLKB,65.79,40.82809172162562,308953.8780487805,1.1686913732123714,0.8121360711002162,41
ASTE,46.405,40.58258450109519,195938.9024390244,18.622188139059315,11.657844080846964,41
BBWI,29.56,40.40855783166439,5271838.0,-10.721836303231655,-9.8780487804878,41
AAMI,50.48,39.93638173137355,258471.0975609756,27.76512275373323,32.91205897840969,41
ALGM,30.5,39.774688547812374,1853072.3902439023,-15.838852097130248,-13.841807909604517,41
APA,23.84,39.76306535111442,6765750.12195122,27.21451440768411,22.82328696548171,41
BBCP,6.77,39.63564007689801,86312.51219512195,-2.5899280575539656,6.279434850863414,41
AOUT,10.1,39.62142023191194,67250.9756097561,2.0202020202020132,-3.0710172744721715,41
AII,19.74,39.620534945670066,83762.0243902439,12.799999999999992,12.606959498003405,41
AVNW,22.41,39.553438909024344,94816.17073170732,-6.037735849056609,-7.853618421052633,41
BKD,7.71,39.489414954320864,2788911.1951219514,0.9162303664921503,15.246636771300443,41
BCO,113.33,39.45046890788428,299320.9756097561,20.486923240484792,19.93861784315801,41
AR,32.45,39.448843423526036,5237324.707317073,-2.200120554550925,-12.344678552133981,41
ABG,253.35,39.330803632572355,194478.82926829267,8.352578906851425,-0.3892427459306476,41
ASIX,21.01,38.95503962125076,239932.92682926828,-5.573033707865162,-14.034369885433714,41
BTSG,23.88,38.92456848758041,2175296.56097561,18.51116625310174,8.545454545454541,41
AKRO,45.44,38.52327382108995,950840.1951219512,-12.41326137239785,-11.801242236024855,41
CARR,63.5,38.42326836448157,5034195.8292682925,-16.906568961004975,-14.924973204715972,41
ALKS,29.4,38.20866323088375,1766263.536585366,8.76803551609322,0.5815942524803221,41
AGYS,107.56,38.14425886495882,227891.0243902439,-3.455704155820837,-5.970801643500304,41
ADSK,319.16,38.049244492595015,1771035.6585365853,6.589186120295233,1.2210205829184049,41
ARCO,6.93,37.97609217286708,1451207.9268292682,-3.076923076923086,-9.765625,41
AMRK,23.56,37.96671895670609,183519.21951219512,3.288031565103025,4.571682201509088,41
AVNT,36.63,37.787521945191955,734078.0975609756,9.34328358208956,10.497737556561098,41
BCRX,8.29,37.61082805821027,3024159.975609756,-4.161849710982673,-5.365296803652975,41
BLD,417.52,37.588755071960875,418802.0,11.255595821786404,21.481567691815297,41
BBUC,33.37,37.47536384716686,95927.34146341463,6.783999999999992,6.341618865519434,41
CCB,114.24,37.42307768407551,132670.51219512196,12.985856987439417,11.758951281549596,41
ATEX,22.67,37.260795293423485,204725.0243902439,2.8584392014519175,-7.318070318887977,41
CBT,80.81,37.25344672745845,377001.68292682926,4.920799792261758,5.813801230849807,41
AEIS,145.49,37.23410516915337,418345.60975609755,3.4191071936309365,6.500256203791813,41
CAC,40.37,36.976009381002434,74239.24390243902,-4.268437277685568,-6.181733674180812,41
ARLO,17.94,36.89034012655043,1467627.268292683,10.809141445336627,7.425149700598814,41
CCJ,75.42,36.56369203623309,4494285.634146341,-3.1835686777920458,0.30589174092300037,41
BWMN,42.01,36.52524634120732,160264.21951219512,29.820766378244745,42.16582064297799,41
CACC,512.12,36.457990387100345,109142.19512195123,-1.3332305795314348,-3.727793965598278,41
BFH,65.49,36.406528168852745,625685.6097560975,4.167329409893427,9.900990099009887,41
BWLP,15.25,36.257841346976825,363035.5853658537,15.442846328538979,21.3206046141607,41
AGI,31.99,36.18098704360177,3445898.1707317075,21.2661106899166,15.404040404040403,41
BKR,45.36,36.089693217119304,6944712.146341464,13.343328335832075,16.039907904834987,41
BCBP,8.75,35.80636278681706,68399.65853658537,-2.1252796420581603,-4.580152671755725,41
AUGO,30.43,35.78680193742082,256225.9411764706,20.37183544303797,25.484536082474225,34
AXSM,123.47,35.739423400179426,626847.3658536585,20.399804973183816,14.85581395348837,41
BDC,126.61,35.493086430037444,316430.0,-0.5966868179320131,5.87005602475123,41
CAAP,21.18,35.46666522154819,124976.82926829268,8.393039918116688,2.8654686741136466,41
BHF,46.16,35.27877625052951,780146.487804878,-8.539726570239752,-8.954635108481273,41
AMAL,28.44,35.26534143235622,174374.8536585366,-13.319110027430664,-14.000604777744178,41
ALC,78.27,35.26319229194271,2055170.268292683,-11.71892623505527,-9.827188940092167,41
ARW,123.58,35.1337412606924,469660.0243902439,-5.273647094894994,-5.0917748252822435,41
APTV,78.39,35.03962500779279,2567808.926829268,12.033728740888955,8.829654310703873,41
ADUS,115.67,34.969971484523384,163603.39024390245,6.40235488915464,4.565178087145179,41
BFAM,115.91,34.87623893004392,606047.2195121951,1.506261494001225,-1.134425110883656,41
CCRN,13.29,34.763719652956496,255617.8536585366,-0.5983545250560963,4.235294117647053,41
BIIB,139.63,34.464869557781576,1425013.9512195121,9.213922565506454,7.300391915776531,41
AIZ,214.57,34.34876408826428,424683.7804878049,13.999574965465941,12.02359820403049,41
CARG,34.78,34.07987180740838,1006524.9268292683,4.444444444444457,4.381752701080434,41
BOOT,181.87,34.070593360516845,636303.9512195121,3.5706150341685707,11.858047850421304,41
ADNT,24.45,34.052126601868984,1182600.3170731708,9.788953749438706,11.136363636363633,41
ATEN,17.34,33.73633253080096,828270.487804878,-7.912904938927236,-12.908086388749373,41
AGM,206.68,33.640263574361015,82171.0243902439,19.25451503086954,4.094686476957943,41
