Date,Ticker,Open,High,Low,Close,Volume
2018-12-03,AAPL,43.89009205257784,44.00430139823407,43.11679272492388,43.97574996948242,163210000
2018-12-03,AEP,60.78301398575066,61.6884616747965,60.294864071646764,61.65696716308594,2504200
2018-12-03,AGG,86.88657305974365,87.02766158760339,86.83677226665431,86.97786712646484,14037900
2018-12-03,BND,64.27596202974038,64.3418960571289,64.24299501604612,64.3418960571289,2187500
2018-12-03,BSM,8.845221418358575,8.959756007218035,8.725480576415789,8.777542114257812,126300
2018-12-03,CVX,89.796581254932,91.03085017826932,89.2686728981221,89.72222900390625,8237600
2018-12-03,D,54.44334778886965,55.24398253675638,54.090771038559616,55.185218811035156,4425400
2018-12-03,DBA,15.514150687868161,15.594304299984374,15.433997075751948,15.469621658325195,1685600
2018-12-03,DGRO,31.171451317831607,31.33234598563815,30.781911588340023,31.002086639404297,2044600
2018-12-03,DIVO,19.986242474138766,20.432148237294594,19.986242474138766,20.352645874023438,1700
2018-12-03,DUK,66.99678113113389,68.23774214512927,66.38771716110142,68.23013305664062,3904800
2018-12-03,DVY,76.63006122192289,76.7305887928862,75.63255516082026,76.40581512451172,1153700
2018-12-03,EEM,35.820974492454326,35.83797985369872,35.455367334302444,35.63391876220703,125024100
2018-12-03,EFA,51.96455594343644,51.96455594343644,51.64665562812205,51.84228515625,43673900
2018-12-03,EWC,23.257058776937004,23.317021467167887,22.914413665717127,23.051471710205078,2403700
2018-12-03,EWG,22.97638476263129,22.99320534162617,22.867054207361978,22.942745208740234,2795700
2018-12-03,EWJ,49.61974982853081,49.63740850641723,49.31955904055845,49.52262878417969,11254600
2018-12-03,EWU,24.24159311113064,24.264506294620226,24.11175465151827,24.23395538330078,1736800
2018-12-03,EWW,34.29077009248448,34.66250878984295,33.34903416001809,33.514251708984375,6279100
2018-12-03,EWZ,26.646395377906785,26.69879603565793,26.102723873758446,26.194429397583008,23197200
2018-12-03,EXC,26.089017059836515,26.167818826322353,25.90326982380963,26.162189483642578,7957472
2018-12-03,FDL,22.256026127921217,22.256026127921217,22.020434937819342,22.18976593017578,690600
2018-12-03,FDVV,23.934269614151674,23.934269614151674,23.720543212576267,23.83997917175293,116000
2018-12-03,FREL,19.610164642333984,19.61812672684539,19.427041254408728,19.610164642333984,287300
2018-12-03,FTCS,49.32890568652844,49.32890568652844,48.55928666375275,48.9532585144043,329100
2018-12-03,FXI,36.457006804988765,36.482426391427104,35.957131364876275,36.13505554199219,62609100
2018-12-03,GDX,17.905901867831506,17.99824828731095,17.693506335981798,17.952075958251953,47882800
2018-12-03,GDXJ,25.04295064356855,25.171989944093045,24.70191594614558,24.95077896118164,8628400
2018-12-03,GLD,116.5999984741211,116.7699966430664,116.30000305175781,116.41000366210938,8469500
2018-12-03,HD,155.3268850832973,155.5048527296851,151.987990660465,154.01336669921875,7610600
2018-12-03,HDV,72.00211345484303,72.00211345484303,71.01238875614067,71.56910705566406,818400
2018-12-03,HYG,58.6095922009508,58.735709885230044,58.504493239792225,58.714691162109375,27052900
2018-12-03,IEF,87.21577250638326,87.51669311523438,87.18998024842135,87.51669311523438,6008500
2018-12-03,IEFA,48.48395682974456,48.49205502861931,48.19237223447229,48.37056350708008,10620200
2018-12-03,ITOT,57.19629385990583,57.267891548049455,56.58772716654767,56.990455627441406,3515700
2018-12-03,IVV,251.66156053080545,251.7952138220219,249.13095850966744,250.717041015625,5885800
2018-12-03,IWM,141.2479806071791,141.33031625741128,139.07972472483564,140.96437072753906,23379800
2018-12-03,IXUS,46.68341696047949,46.6916070955785,46.36394544498254,46.560543060302734,1559900
2018-12-03,IYR,68.14336111540162,68.14336111540162,67.43888833372293,68.09363555908203,11246200
2018-12-03,JNJ,120.34071808117919,121.21700344868185,119.81990173043567,120.86979675292969,8827200
2018-12-03,JPM,92.8071368399673,93.22831355470848,92.27860407271106,92.69152069091797,16034500
2018-12-03,KO,40.49415115172632,40.5672307559098,39.69839718256856,40.347991943359375,14877200
2018-12-03,LQD,88.05345864913424,88.28286826357751,88.00599667212806,88.2195816040039,12740500
2018-12-03,MRK,61.17723350615646,61.22339264024908,60.22326371527772,60.94643783569336,13183106
2018-12-03,MSFT,105.92597261340634,106.31967805182565,103.79808232804372,105.07293701171875,34732800
2018-12-03,NEE,38.22603230295501,38.668869539824065,38.02262203240221,38.666751861572266,9724800
2018-12-03,NOBL,57.93370023970675,57.968319315968415,57.25864475988844,57.76060485839844,742900
2018-12-03,PBP,15.13995067196188,15.25796043043708,15.13995067196188,15.251018524169922,278600
2018-12-03,PCG,26.123015979583094,27.12621951128828,25.924362996615127,26.927566528320312,6789700
2018-12-03,PEP,97.6253055416177,97.97373606955692,95.2187047070284,96.40985107421875,6112600
2018-12-03,PEY,12.957811050051507,12.965215682983398,12.839339747719897,12.965215682983398,257100
2018-12-03,PFM,24.027673251909015,24.027673251909015,23.755926957950788,23.86111831665039,19500
2018-12-03,PG,79.84852828387329,79.84852828387329,77.81583957462836,78.70988464355469,13934700
2018-12-03,QQQ,165.60643397104292,165.7977619202469,162.16247249582378,164.86024475097656,50771700
2018-12-03,QYLD,10.612557554265422,10.630499736048812,10.552452271927445,10.581159591674805,199400
2018-12-03,REET,19.900610029026314,19.916261672973633,19.744096574798956,19.916261672973633,397900
2018-12-03,RWR,75.90180754737115,76.21076965332031,75.32349634150573,76.21076965332031,236800
2018-12-03,SCHD,13.726715239624262,13.737260800630944,13.55536156373884,13.655537605285645,3901200
2018-12-03,SCHH,17.700796844107533,17.71731686438856,17.5603798225905,17.709056854248047,2541400
2018-12-03,SDY,82.60321693472471,82.76211957134548,81.68326739869251,82.44432067871094,1072800
2018-12-03,SHY,72.02253499845395,72.04854737740082,72.00519561767578,72.00519561767578,2828800
2018-12-03,SLV,13.630000114440918,13.649999618530273,13.479999542236328,13.489999771118164,11951200
2018-12-03,SMDV,50.30576079791556,50.30576079791556,49.30776460506945,49.88288116455078,56700
2018-12-03,SO,36.00831818241062,36.3218994140625,35.84770112806821,36.3218994140625,4647500
2018-12-03,SPHD,31.81902158417872,31.81902158417872,31.473593792074993,31.742937088012695,560800
2018-12-03,SPY,252.03919427402394,252.14709877232733,249.54830729602196,251.15792846679688,103176300
2018-12-03,SPYD,28.01620329216337,28.01620329216337,27.707280716429466,27.972070693969727,405000
2018-12-03,T,14.622759772329664,14.696472406356932,14.424655468664346,14.608938217163086,57899712
2018-12-03,TIP,88.13319072047396,88.28663635253906,88.08473679939462,88.28663635253906,1250200
2018-12-03,USRT,39.983563509993395,39.983563509993395,39.580584644663055,39.951324462890625,261400
2018-12-03,VAW,109.06344968502904,109.60162125432836,107.25483943003755,108.50762939453125,127500
2018-12-03,VCR,156.99585461352257,157.60738576016988,155.99517113850177,156.94952392578125,114700
2018-12-03,VDC,122.82612390299937,122.8430131477068,121.34019243672351,122.640380859375,142900
2018-12-03,VDE,71.01953297663462,71.4213003973449,70.2160040298621,71.09679412841797,575400
2018-12-03,VEA,32.858772990179375,32.88319625737441,32.67152069503817,32.79364013671875,16144100
2018-12-03,VFH,58.78119105503503,58.996349138595036,57.88613263949297,58.299232482910156,588400
2018-12-03,VGT,176.45847095142142,176.80734333886642,173.9881511685909,175.86447143554688,1336200
2018-12-03,VHT,162.04459370043799,162.08077646957457,160.58799220486077,161.58319091796875,418000
2018-12-03,VIG,96.31202268230125,96.40005792154635,94.96506404354221,95.56371307373047,1628600
2018-12-03,VIS,125.34252036728941,125.96674731178925,123.65982704898563,124.34737396240234,129900
2018-12-03,VNQ,63.8752664062691,63.937216584906785,63.16278322158783,63.82879638671875,7407000
2018-12-03,VNQI,42.25726452512289,42.34884819685632,42.0664695759614,42.242000579833984,506700
2018-12-03,VOO,230.81054639493024,230.89116779766323,228.49035045442665,229.87887573242188,3943500
2018-12-03,VOX,76.9235809698254,77.20429267521507,75.48260801716242,75.79138946533203,730900
2018-12-03,VPU,100.23352747504111,101.2374802770065,99.4562669180248,101.18890380859375,441100
2018-12-03,VT,62.726551412010195,62.74388585712894,62.171756576744606,62.483829498291016,2607100
2018-12-03,VTI,128.96675071141755,129.32598407451923,127.55673166830093,128.42788696289062,3655400
2018-12-03,VWO,33.33925279803161,33.388414779351145,33.01970773336226,33.16719055175781,22344600
2018-12-03,VXUS,41.541264827671114,41.630878592488855,41.34573682304104,41.49238204956055,1584000
2018-12-03,VYM,70.54313858369842,70.56741259193281,69.66114385266133,70.17901611328125,1971900
2018-12-03,XLB,48.523935863207896,48.872150120444026,47.862323129016055,48.37594223022461,8575100
2018-12-03,XLE,49.548479478746955,49.81959297662578,48.94029658873052,49.519168853759766,21995400
2018-12-03,XLF,23.980446840494388,24.0768583167751,23.621090870971603,23.787620544433594,65332700
2018-12-03,XLI,65.8406563771611,66.33060439256617,65.09236237330317,65.36851501464844,19554600
2018-12-03,XLK,65.17959600694022,65.24511226008839,64.29044583696682,64.9924087524414,16231700
2018-12-03,XLP,47.134610850943496,47.134610850943496,46.52518391324205,47.0093879699707,20855900
2018-12-03,XLRE,27.028843071761052,27.132491307874314,26.8693802696253,27.116544723510742,5321300
