strategy_formatted,variant_formatted,rank,ticker,training_return,testing_return,current_price
1ST→2ND,Basic Strategy,1,BULL,185.777734552292,-0.5149367799063382,13.125
1ST→2ND,Basic Strategy,2,RUN,24.705115265610008,9.554428110228507,17.09
1ST→2ND,Basic Strategy,3,ASPI,21.800370753923286,18.894540541658422,8.46
1ST→2ND,Basic Strategy,4,TMC,21.465020022712334,4.682271863099316,5.175
1ST→2ND,Basic Strategy,5,AEVA,20.33180570859306,-1.9311233427026278,13.4475
1ST→2ND,Basic Strategy,6,CDE,20.10546016490462,11.140584153252306,14.6
1ST→2ND,Basic Strategy,7,ARRY,17.832381623481044,-0.2671154792334149,8.67
1ST→2ND,Basic Strategy,8,CRML,17.548658647258993,8.619753302423234,5.78
1ST→2ND,Basic Strategy,9,CBRL,16.252791753541143,1.4880185151891732,52.0
1ST→2ND,Basic Strategy,10,QBTS,16.03539317825032,0.15547360793792517,15.245
1ST→2ND,RSI Filter (≤70),1,RUN,24.705115265610008,9.554428110228507,17.09
1ST→2ND,RSI Filter (≤70),2,ASPI,21.800370753923286,18.894540541658422,8.46
1ST→2ND,RSI Filter (≤70),3,TMC,21.465020022712334,4.682271863099316,5.175
1ST→2ND,RSI Filter (≤70),4,AEVA,20.33180570859306,-1.9311233427026278,13.4475
1ST→2ND,RSI Filter (≤70),5,CDE,20.10546016490462,12.713193726981588,14.6
1ST→2ND,RSI Filter (≤70),6,ARRY,17.832381623481044,-0.2671154792334149,8.67
1ST→2ND,RSI Filter (≤70),7,CRML,17.548658647258993,8.619753302423234,5.78
1ST→2ND,RSI Filter (≤70),8,CBRL,16.252791753541143,1.4880185151891732,52.0
1ST→2ND,RSI Filter (≤70),9,QBTS,16.03539317825032,0.15547360793792517,15.245
1ST→2ND,RSI Filter (≤70),10,ATRO,15.998575541623945,0.025246262556239962,38.87
1ST→2ND,Double Down (Thu),1,BULL,185.777734552292,0.9411665860780886,13.125
1ST→2ND,Double Down (Thu),2,RUN,26.188046337582175,9.554428110228507,17.09
1ST→2ND,Double Down (Thu),3,ASPI,21.800370753923286,18.894540541658422,8.46
1ST→2ND,Double Down (Thu),4,TMC,21.465020022712334,4.682271863099316,5.175
1ST→2ND,Double Down (Thu),5,AEVA,21.33467773950247,3.0236830810794704,13.4475
1ST→2ND,Double Down (Thu),6,CRML,21.198886656274528,9.506781262655808,5.78
1ST→2ND,Double Down (Thu),7,CDE,20.10546016490462,11.140584153252306,14.6
1ST→2ND,Double Down (Thu),8,ARRY,17.832381623481044,-0.2671154792334149,8.67
1ST→2ND,Double Down (Thu),9,CBRL,16.252791753541143,2.48459726510097,52.0
1ST→2ND,Double Down (Thu),10,QBTS,16.03539317825032,0.15547360793792517,15.245
1ST→2ND,Stop Loss (Thu),1,BULL,185.777734552292,-0.5149367799063382,13.125
1ST→2ND,Stop Loss (Thu),2,RUN,24.705115265610008,9.554428110228507,17.09
1ST→2ND,Stop Loss (Thu),3,ASPI,21.800370753923286,18.894540541658422,8.46
1ST→2ND,Stop Loss (Thu),4,TMC,21.465020022712334,4.682271863099316,5.175
1ST→2ND,Stop Loss (Thu),5,AEVA,20.33180570859306,-2.091941482403358,13.4475
1ST→2ND,Stop Loss (Thu),6,CDE,20.10546016490462,11.140584153252306,14.6
1ST→2ND,Stop Loss (Thu),7,ARRY,17.832381623481044,-0.2671154792334149,8.67
1ST→2ND,Stop Loss (Thu),8,CRML,17.178288276888622,8.619753302423234,5.78
1ST→2ND,Stop Loss (Thu),9,CBRL,16.252791753541143,1.4880185151891732,52.0
1ST→2ND,Stop Loss (Thu),10,QBTS,16.03539317825032,0.15547360793792517,15.245
2ND→3RD,Basic Strategy,1,BMNR,92.85714285714289,-13.854277153553726,42.2795
2ND→3RD,Basic Strategy,2,QBTS,51.008493947349876,0.21503448765598362,15.245
2ND→3RD,Basic Strategy,3,ARQQ,49.99467129011521,7.6715638184903545,26.99
2ND→3RD,Basic Strategy,4,QUBT,30.470246158650585,12.93003505575561,14.735
2ND→3RD,Basic Strategy,5,AREN,26.421325369186594,7.572858215673375,6.03
2ND→3RD,Basic Strategy,6,CAPR,25.678479269868927,-8.01451421181784,6.64
2ND→3RD,Basic Strategy,7,FL,25.269566540008128,2.0857990644434827,24.01
2ND→3RD,Basic Strategy,8,SMR,15.748532709770286,6.635477955509408,34.5272
2ND→3RD,Basic Strategy,9,OKLO,15.442307192081683,5.596426799565815,70.145
2ND→3RD,Basic Strategy,10,CDTX,15.392826246933291,-2.1916226929842098,63.11
2ND→3RD,RSI Filter (≤70),1,BMNR,92.85714285714289,-13.854277153553726,42.2795
2ND→3RD,RSI Filter (≤70),2,QBTS,51.008493947349876,0.21503448765598362,15.245
2ND→3RD,RSI Filter (≤70),3,ARQQ,49.99467129011521,7.6715638184903545,26.99
2ND→3RD,RSI Filter (≤70),4,CRWV,48.04240041032655,-18.193800564248342,92.99
2ND→3RD,RSI Filter (≤70),5,QUBT,30.470246158650585,12.93003505575561,14.735
2ND→3RD,RSI Filter (≤70),6,CAPR,25.678479269868927,-8.01451421181784,6.64
2ND→3RD,RSI Filter (≤70),7,FL,25.269566540008128,4.094041345764078,24.01
2ND→3RD,RSI Filter (≤70),8,TMC,22.871366864338533,4.809450798565191,5.175
2ND→3RD,RSI Filter (≤70),9,AREN,21.092662211083265,7.572858215673375,6.03
2ND→3RD,RSI Filter (≤70),10,SMR,15.748532709770286,-0.33338919613429807,34.5272
2ND→3RD,Double Down (Thu),1,BMNR,92.85714285714289,-11.501108309818848,42.2795
2ND→3RD,Double Down (Thu),2,QBTS,52.3312452701012,2.0330710904635665,15.245
2ND→3RD,Double Down (Thu),3,ARQQ,51.391066601611676,7.6715638184903545,26.99
2ND→3RD,Double Down (Thu),4,QUBT,31.681856205697184,14.021877927465312,14.735
2ND→3RD,Double Down (Thu),5,AREN,27.775922794855703,7.572858215673375,6.03
2ND→3RD,Double Down (Thu),6,FL,26.84688269244892,2.0857990644434827,24.01
2ND→3RD,Double Down (Thu),7,CAPR,25.678479269868927,-8.01451421181784,6.64
2ND→3RD,Double Down (Thu),8,CRWV,16.844658488113694,-7.60841826804873,92.99
2ND→3RD,Double Down (Thu),9,ATYR,16.193782877953915,-1.1843529917384588,5.5835
2ND→3RD,Double Down (Thu),10,SMR,15.748532709770286,7.5888628504038245,34.5272
2ND→3RD,Stop Loss (Thu),1,BMNR,92.85714285714289,-9.69365789859485,42.2795
