strategy,best_variant,avg_testing,median_testing,win_rate,best_testing,worst_testing,top_10_tickers,run_date
1ST→2ND,Double Down (Thu),5.905017758280391,3.852977472089393,80.0,18.894540541658422,-0.2671154792334149,"ASST, RUN, ASPI, TMC, AEVA, CRML, CDE, ARRY, CBRL, QBTS",2025-09-08
2ND→3RD,Basic Strategy,0.8867078439695512,3.8411129320046484,70.0,12.93003505575561,-13.854277153553726,"BMNR, QBTS, ARQQ, QUBT, AREN, CAPR, FL, MSTU, SMR, OKLO",2025-09-08
3RD→4TH,Stop Loss (Thu),-3.2050107829770824,-1.069103891451549,50.0,4.170137979224815,-17.999208118029348,"SBET, NVTS, CEP, TSLL, TSLG, CRWV, AEVA, AMPX, SMR, OKLO",2025-09-08
LAST→1ST,Double Down (Thu),3.719860689942395,4.333968695569638,80.0,12.407717640320735,-7.322946002391192,"SBET, UVIX, UVXY, CRWV, HIMS, CRML, ONDS, APLD, AREN, SOXS",2025-09-08
