ticker,current_price,1st_to_2nd_training_return,1st_to_2nd_training_win_rate,1st_to_2nd_training_trades,1st_to_2nd_testing_return,1st_to_2nd_testing_win_rate,1st_to_2nd_testing_trades,2nd_to_3rd_training_return,2nd_to_3rd_training_win_rate,2nd_to_3rd_training_trades,2nd_to_3rd_testing_return,2nd_to_3rd_testing_win_rate,2nd_to_3rd_testing_trades,3rd_to_4th_training_return,3rd_to_4th_training_win_rate,3rd_to_4th_training_trades,3rd_to_4th_testing_return,3rd_to_4th_testing_win_rate,3rd_to_4th_testing_trades,last_to_1st_training_return,last_to_1st_training_win_rate,last_to_1st_training_trades,last_to_1st_testing_return,last_to_1st_testing_win_rate,last_to_1st_testing_trades
SPXS,8.729,16.837269314703974,66.66666666666666,3,,,,-15.684149257333658,0.0,3,,,,4.475926665371066,66.66666666666666,3,,,,42.7637557938253,100.0,3,,,
SPXU,26.8,16.82155615593195,66.66666666666666,3,,,,-15.80120179893707,0.0,3,,,,4.472360949336895,66.66666666666666,3,,,,42.58971001783376,100.0,3,,,
NVO,57.98,-7.355946601512898,50.0,4,,,,-16.313696266764687,25.0,4,,,,11.709165955665558,66.66666666666666,3,,,,-14.642485595647969,0.0,3,,,
ULTY,6.235,-23.76972921286954,25.0,4,3.7815126050420034,100.0,1.0,6.771607410617508,75.0,4,1.4574898785425061,100.0,1.0,0.37735973894024166,50.0,4,-0.3990422984836317,0.0,1.0,-11.60239358076688,50.0,4,,,
UAA,6.75,-2.7220973324863285,50.0,4,9.050821442043787,100.0,2.0,2.9525843141076757,50.0,4,5.515297906602257,100.0,1.0,-7.470306476084277,25.0,4,6.295307134681405,100.0,1.0,-20.531941800978593,50.0,4,-6.4608758076094785,0.0,1.0
AVTR,13.485,-2.788205165078861,75.0,4,6.6940017372124405,100.0,2.0,-17.115270548571505,0.0,4,2.654660835262823,50.0,2.0,-13.376550398080367,50.0,4,-1.5344311377245567,0.0,1.0,-15.903389299259995,25.0,4,-1.4063093880653632,0.0,1.0
SNAP,7.775,-11.922193041159378,25.0,4,,,,-14.66377642473713,25.0,4,,,,2.8992845758595287,66.66666666666666,3,,,,-13.96775515941373,33.33333333333333,3,,,
TSLY,7.88,-27.5367112143031,0.0,3,,,,14.123221948846854,100.0,3,,,,-14.050639413592492,33.33333333333333,3,,,,-21.342518080772265,0.0,3,,,
UNH,303.1,18.044036686937194,75.0,4,-6.4427707124336315,0.0,1.0,-31.51915802702685,25.0,4,-16.620915377712087,0.0,1.0,-2.4970688706852595,50.0,4,,,,-1.40147671463543,75.0,4,,,
MRNA,27.4,-10.874454662641453,50.0,4,,,,3.799795208626633,50.0,4,,,,18.081362515514932,50.0,4,,,,-28.91264688664854,0.0,3,,,
TSLG,6.19,-48.74520065687899,25.0,4,-0.12483530597106052,50.0,2.0,1.0451560307989771,75.0,4,29.683364511882495,100.0,2.0,57.6604635562517,50.0,4,23.857841984912298,100.0,2.0,-48.2915888988877,0.0,4,-11.056511056511065,0.0,1.0
DJT,18.83,2.82399373796256,66.66666666666666,3,,,,-19.631460800966227,33.33333333333333,3,,,,-25.415997215586273,33.33333333333333,3,,,,-16.558840696641518,33.33333333333333,3,,,
CONY,7.22,-35.90317372388174,0.0,3,,,,15.355699829539482,66.66666666666666,3,,,,-11.46273929207341,33.33333333333333,3,,,,-5.431683983431778,50.0,2,,,
CNC,54.8766,-3.7921821972458303,75.0,4,6.726159917947183,100.0,2.0,-12.962603425084007,0.0,4,-3.88276486179322,0.0,2.0,12.176134171860454,100.0,4,-6.35152696556206,0.0,1.0,-0.7736282459081201,50.0,4,-4.735472679965302,0.0,1.0
TSLQ,60.8097,86.04243043701597,100.0,3,,,,-28.963710737224467,0.0,3,,,,29.533236313381384,100.0,2,,,,37.9113793704355,100.0,2,,,
PLTD,10.89,-33.501714050254705,50.0,4,2.5688073394495303,100.0,1.0,-27.532826074955175,25.0,4,-6.887298747763859,0.0,1.0,-9.122105603628183,25.0,4,,,,-4.1629155107702935,50.0,4,,,
UVIX,37.2,39.49325814117035,66.66666666666666,3,,,,-47.941435354974516,0.0,3,,,,4.317577059480082,66.66666666666666,3,,,,23.178411408017507,100.0,2,,,
NVD,39.0,4.042592805129508,66.66666666666666,3,,,,-36.12088324962487,0.0,3,,,,42.48768227097057,66.66666666666666,3,,,,47.61290617834326,66.66666666666666,3,,,
UVXY,20.94,30.604125592090202,66.66666666666666,3,,,,-37.689985889528245,0.0,3,,,,3.6888160623828714,66.66666666666666,3,,,,18.205364607342922,100.0,2,,,
MSTZ,14.66,28.12035949542231,66.66666666666666,3,,,,-32.23130294683229,0.0,2,,,,66.92079621476161,100.0,2,,,,15.882493863138158,50.0,2,,,
ETHD,5.83,40.41406254013529,75.0,4,-69.2597506151972,0.0,3.0,-15.290586355274293,50.0,4,-48.8884716696228,0.0,3.0,-32.19883207181948,25.0,4,9.117953144387458,33.33333333333333,3.0,104.9520306805237,75.0,4,0.5989454551864837,50.0,2.0
JDST,10.0888,-48.25522432378151,0.0,4,2.0283492886232546,50.0,2.0,-36.17017490990171,25.0,4,-3.864915572232641,0.0,2.0,21.689529624625337,100.0,4,-7.292472920249438,50.0,2.0,20.310991076171003,75.0,4,-16.608084358523733,0.0,1.0
HOLO,33.336,-49.21727528608534,0.0,3,,,,-37.77827014700006,0.0,3,,,,1.6326530612244872,50.0,2,,,,-33.62792487314527,0.0,2,,,
