strategy_formatted,variant_formatted,rank,ticker,training_return,testing_return,current_price
1ST→2ND,Basic Strategy,1,OPAD,6.951905787966726,2.673006739290697,5.145
1ST→2ND,Basic Strategy,2,ALTS,5.113779759268927,-6.508909790848117,7.87
1ST→2ND,Basic Strategy,3,THAR,3.2638082638082717,-7.050981990210133,5.91
1ST→2ND,Basic Strategy,4,BMNR,-0.6703383162863856,14.557467454516889,43.62
1ST→2ND,Basic Strategy,5,PACK,-1.828091600131086,7.360443383917342,5.28
1ST→2ND,Basic Strategy,6,UNIT,-2.4171365220145655,10.966981132075468,5.19
1ST→2ND,Basic Strategy,7,ETHD,-25.694893452448103,-30.007336757153347,6.531
1ST→2ND,Basic Strategy,8,SBET,-30.38335400422459,88.70011853022521,25.8182
1ST→2ND,RSI Filter (≤70),1,OPAD,6.951905787966726,2.420087552655479,5.145
1ST→2ND,RSI Filter (≤70),2,ALTS,5.113779759268927,-6.508909790848117,7.87
1ST→2ND,RSI Filter (≤70),3,THAR,3.2638082638082717,-7.050981990210133,5.91
1ST→2ND,RSI Filter (≤70),4,BMNR,-0.6703383162863856,90.9648273636657,43.62
1ST→2ND,RSI Filter (≤70),5,PACK,-1.828091600131086,7.360443383917342,5.28
1ST→2ND,RSI Filter (≤70),6,UNIT,-2.4171365220145655,10.966981132075468,5.19
1ST→2ND,RSI Filter (≤70),7,ETHD,-25.694893452448103,-30.007336757153347,6.531
1ST→2ND,RSI Filter (≤70),8,SBET,-29.533364339670214,88.70011853022521,25.8182
1ST→2ND,Double Down (Thu),1,OPAD,8.128853839914779,6.313230579188023,5.145
1ST→2ND,Double Down (Thu),2,ALTS,6.722740567879856,-6.508909790848117,7.87
1ST→2ND,Double Down (Thu),3,THAR,4.914377425588194,-5.845880835051352,5.91
1ST→2ND,Double Down (Thu),4,BMNR,3.6621392190152804,22.16439814707569,43.62
1ST→2ND,Double Down (Thu),5,PACK,1.6576854286212772,7.360443383917342,5.28
1ST→2ND,Double Down (Thu),6,UNIT,-0.5755670628417114,10.966981132075468,5.19
1ST→2ND,Double Down (Thu),7,ETHD,-22.47819257672675,-22.40748271655146,6.531
1ST→2ND,Double Down (Thu),8,SBET,-23.411700386558195,88.70011853022521,25.8182
1ST→2ND,Stop Loss (Thu),1,OPAD,6.951905787966726,-5.173693516759519,5.145
1ST→2ND,Stop Loss (Thu),2,ALTS,4.878485641621867,-6.508909790848117,7.87
1ST→2ND,Stop Loss (Thu),3,THAR,3.2638082638082717,-7.050981990210133,5.91
