strategy_formatted,variant_formatted,rank,ticker,training_return,testing_return,current_price
1ST→2ND,Basic Strategy,1,ARRY,17.88159999852544,14.253048780487813,7.81
1ST→2ND,Basic Strategy,2,OKTA,12.803286034293878,-3.4551875536890244,100.125
1ST→2ND,Basic Strategy,3,CNH,8.747674218421515,3.5872632003224534,12.71
1ST→2ND,Basic Strategy,4,FSM,8.113680813237508,6.1737804878048825,6.835
1ST→2ND,Basic Strategy,5,TOST,7.815162168898939,1.1289571694599614,42.4896
1ST→2ND,Basic Strategy,6,CNQ,7.120603068825396,2.6290165530671934,32.995
1ST→2ND,Basic Strategy,7,BMNR,6.731821142427139,6.00605357182846,42.8607
1ST→2ND,Basic Strategy,8,CVE,6.33483518137831,2.6178010471204294,14.6241
1ST→2ND,Basic Strategy,9,LKQ,5.983712030182784,-2.0942408376963257,38.64
1ST→2ND,Basic Strategy,10,UAA,5.910658401306691,3.6070606293169662,6.535
1ST→2ND,RSI Filter (≤70),1,ARRY,17.88159999852544,14.253048780487813,7.81
1ST→2ND,RSI Filter (≤70),2,OKTA,12.803286034293878,-3.4551875536890244,100.125
1ST→2ND,RSI Filter (≤70),3,CNH,8.747674218421515,3.5872632003224534,12.71
1ST→2ND,RSI Filter (≤70),4,FSM,8.113680813237508,6.1737804878048825,6.835
1ST→2ND,RSI Filter (≤70),5,TOST,7.815162168898939,1.1289571694599614,42.4896
1ST→2ND,RSI Filter (≤70),6,CNQ,7.120603068825396,2.6290165530671934,32.995
1ST→2ND,RSI Filter (≤70),7,BMNR,6.731821142427139,39.93402658505866,42.8607
1ST→2ND,RSI Filter (≤70),8,CVE,6.33483518137831,2.6178010471204294,14.6241
1ST→2ND,RSI Filter (≤70),9,LKQ,5.983712030182784,-2.0942408376963257,38.64
1ST→2ND,RSI Filter (≤70),10,UAA,5.910658401306691,3.6070606293169662,6.535
1ST→2ND,Double Down (Thu),1,ARRY,17.88159999852544,14.253048780487813,7.81
1ST→2ND,Double Down (Thu),2,OKTA,12.803286034293878,-3.4551875536890244,100.125
1ST→2ND,Double Down (Thu),3,BMNR,11.064298677728804,11.077340700200997,42.8607
1ST→2ND,Double Down (Thu),4,FSM,9.937565343157077,6.1737804878048825,6.835
1ST→2ND,Double Down (Thu),5,TOST,8.983288792367748,1.1289571694599614,42.4896
1ST→2ND,Double Down (Thu),6,CNH,8.747674218421515,3.5872632003224534,12.71
1ST→2ND,Double Down (Thu),7,CNQ,7.120603068825396,2.6290165530671934,32.995
1ST→2ND,Double Down (Thu),8,GAP,7.014214495327394,-0.802496656263931,21.62
1ST→2ND,Double Down (Thu),9,BZ,6.492191365966245,6.37213254035684,17.39
1ST→2ND,Double Down (Thu),10,CVE,6.33483518137831,2.6178010471204294,14.6241
1ST→2ND,Stop Loss (Thu),1,ARRY,17.88159999852544,14.253048780487813,7.81
1ST→2ND,Stop Loss (Thu),2,OKTA,12.803286034293878,-3.4551875536890244,100.125
1ST→2ND,Stop Loss (Thu),3,CNH,8.747674218421515,3.5872632003224534,12.71
1ST→2ND,Stop Loss (Thu),4,TOST,7.815162168898939,1.1289571694599614,42.4896
1ST→2ND,Stop Loss (Thu),5,TSLG,7.796979251040995,-33.01104972375691,6.0
1ST→2ND,Stop Loss (Thu),6,CNQ,7.120603068825396,2.6290165530671934,32.995
1ST→2ND,Stop Loss (Thu),7,FSM,6.952818458345302,6.1737804878048825,6.835
1ST→2ND,Stop Loss (Thu),8,CVE,6.33483518137831,2.6178010471204294,14.6241
1ST→2ND,Stop Loss (Thu),9,LKQ,5.983712030182784,-2.0942408376963257,38.64
1ST→2ND,Stop Loss (Thu),10,UAA,5.910658401306691,3.6070606293169662,6.535
2ND→3RD,Basic Strategy,1,BMNR,92.85714285714289,-14.457285966219507,42.8607
2ND→3RD,Basic Strategy,2,FL,25.08844881002652,0.18707129494908215,23.905
2ND→3RD,Basic Strategy,3,CRWV,14.63525964344453,-2.261717424172293,147.355
2ND→3RD,Basic Strategy,4,ALTS,12.884995731522913,-0.8656723153604599,6.32
2ND→3RD,Basic Strategy,5,NUKK,7.317965413358647,-1.4754373947196744,5.2299
2ND→3RD,Basic Strategy,6,ITUB,6.360600923639596,2.667682926829279,6.825
2ND→3RD,Basic Strategy,7,FSM,5.838264328123042,-1.7946877243359656,6.835
2ND→3RD,Basic Strategy,8,EQX,4.6645542711027455,-10.036101083032483,6.325
2ND→3RD,Basic Strategy,9,BZ,4.521740045638506,-2.2364217252396257,17.39
2ND→3RD,Basic Strategy,10,CVE,3.5374453721491244,6.778425655976673,14.6241
2ND→3RD,RSI Filter (≤70),1,BMNR,92.85714285714289,-14.457285966219507,42.8607
2ND→3RD,RSI Filter (≤70),2,ALTS,12.884995731522913,-0.8656723153604599,6.32
2ND→3RD,RSI Filter (≤70),3,NUKK,7.317965413358647,-1.4754373947196744,5.2299
2ND→3RD,RSI Filter (≤70),4,ITUB,6.360600923639596,2.667682926829279,6.825
2ND→3RD,RSI Filter (≤70),5,FSM,5.838264328123042,-1.7946877243359656,6.835
2ND→3RD,RSI Filter (≤70),6,EQX,4.6645542711027455,-10.036101083032483,6.325
2ND→3RD,RSI Filter (≤70),7,BZ,4.521740045638506,-2.2364217252396257,17.39
2ND→3RD,RSI Filter (≤70),8,CVE,3.5374453721491244,6.778425655976673,14.6241
2ND→3RD,RSI Filter (≤70),9,ERIC,3.306034808738185,-0.5882352941176554,8.315
2ND→3RD,RSI Filter (≤70),10,PCG,3.038240087896661,-6.965730718810705,13.555
2ND→3RD,Double Down (Thu),1,BMNR,92.85714285714289,-12.205446239245655,42.8607
2ND→3RD,Double Down (Thu),2,FL,26.66480377041829,0.18707129494908215,23.905
2ND→3RD,Double Down (Thu),3,CRWV,16.822209794806934,1.8406288681338188,147.355
2ND→3RD,Double Down (Thu),4,ALTS,16.308279464004812,-0.8656723153604599,6.32
2ND→3RD,Double Down (Thu),5,NUKK,7.317965413358647,-0.2865794631621557,5.2299
