ticker,current_price,1st_to_2nd_basic_training_return,1st_to_2nd_basic_training_win_rate,1st_to_2nd_basic_training_trades,1st_to_2nd_basic_testing_return,1st_to_2nd_basic_testing_win_rate,1st_to_2nd_basic_testing_trades,1st_to_2nd_rsi_filter_training_return,1st_to_2nd_rsi_filter_training_win_rate,1st_to_2nd_rsi_filter_training_trades,1st_to_2nd_rsi_filter_testing_return,1st_to_2nd_rsi_filter_testing_win_rate,1st_to_2nd_rsi_filter_testing_trades,1st_to_2nd_double_down_training_return,1st_to_2nd_double_down_training_win_rate,1st_to_2nd_double_down_training_trades,1st_to_2nd_double_down_testing_return,1st_to_2nd_double_down_testing_win_rate,1st_to_2nd_double_down_testing_trades,1st_to_2nd_double_down_double_down_triggers,1st_to_2nd_stop_loss_training_return,1st_to_2nd_stop_loss_training_win_rate,1st_to_2nd_stop_loss_training_trades,1st_to_2nd_stop_loss_testing_return,1st_to_2nd_stop_loss_testing_win_rate,1st_to_2nd_stop_loss_testing_trades,1st_to_2nd_stop_loss_stop_loss_triggers,2nd_to_3rd_basic_training_return,2nd_to_3rd_basic_training_win_rate,2nd_to_3rd_basic_training_trades,2nd_to_3rd_basic_testing_return,2nd_to_3rd_basic_testing_win_rate,2nd_to_3rd_basic_testing_trades,2nd_to_3rd_rsi_filter_training_return,2nd_to_3rd_rsi_filter_training_win_rate,2nd_to_3rd_rsi_filter_training_trades,2nd_to_3rd_rsi_filter_testing_return,2nd_to_3rd_rsi_filter_testing_win_rate,2nd_to_3rd_rsi_filter_testing_trades,2nd_to_3rd_double_down_training_return,2nd_to_3rd_double_down_training_win_rate,2nd_to_3rd_double_down_training_trades,2nd_to_3rd_double_down_testing_return,2nd_to_3rd_double_down_testing_win_rate,2nd_to_3rd_double_down_testing_trades,2nd_to_3rd_double_down_double_down_triggers,2nd_to_3rd_stop_loss_training_return,2nd_to_3rd_stop_loss_training_win_rate,2nd_to_3rd_stop_loss_training_trades,2nd_to_3rd_stop_loss_testing_return,2nd_to_3rd_stop_loss_testing_win_rate,2nd_to_3rd_stop_loss_testing_trades,2nd_to_3rd_stop_loss_stop_loss_triggers,3rd_to_4th_basic_training_return,3rd_to_4th_basic_training_win_rate,3rd_to_4th_basic_training_trades,3rd_to_4th_rsi_filter_training_return,3rd_to_4th_rsi_filter_training_win_rate,3rd_to_4th_rsi_filter_training_trades,3rd_to_4th_double_down_training_return,3rd_to_4th_double_down_training_win_rate,3rd_to_4th_double_down_training_trades,3rd_to_4th_stop_loss_training_return,3rd_to_4th_stop_loss_training_win_rate,3rd_to_4th_stop_loss_training_trades,last_to_1st_basic_training_return,last_to_1st_basic_training_win_rate,last_to_1st_basic_training_trades,last_to_1st_rsi_filter_training_return,last_to_1st_rsi_filter_training_win_rate,last_to_1st_rsi_filter_training_trades,last_to_1st_double_down_training_return,last_to_1st_double_down_training_win_rate,last_to_1st_double_down_training_trades,last_to_1st_stop_loss_training_return,last_to_1st_stop_loss_training_win_rate,last_to_1st_stop_loss_training_trades,3rd_to_4th_basic_testing_return,3rd_to_4th_basic_testing_win_rate,3rd_to_4th_basic_testing_trades,3rd_to_4th_rsi_filter_testing_return,3rd_to_4th_rsi_filter_testing_win_rate,3rd_to_4th_rsi_filter_testing_trades,3rd_to_4th_double_down_testing_return,3rd_to_4th_double_down_testing_win_rate,3rd_to_4th_double_down_testing_trades,3rd_to_4th_double_down_double_down_triggers,3rd_to_4th_stop_loss_testing_return,3rd_to_4th_stop_loss_testing_win_rate,3rd_to_4th_stop_loss_testing_trades,3rd_to_4th_stop_loss_stop_loss_triggers,last_to_1st_basic_testing_return,last_to_1st_basic_testing_win_rate,last_to_1st_basic_testing_trades,last_to_1st_rsi_filter_testing_return,last_to_1st_rsi_filter_testing_win_rate,last_to_1st_rsi_filter_testing_trades,last_to_1st_double_down_testing_return,last_to_1st_double_down_testing_win_rate,last_to_1st_double_down_testing_trades,last_to_1st_double_down_double_down_triggers,last_to_1st_stop_loss_testing_return,last_to_1st_stop_loss_testing_win_rate,last_to_1st_stop_loss_testing_trades,last_to_1st_stop_loss_stop_loss_triggers
ALTS,6.83,-30.5266430900648,0.0,4,19.077552063500526,66.66666666666666,3.0,-27.99697378872613,0.0,3.0,19.077552063500526,66.66666666666666,3.0,-24.74450932567477,0.0,4,19.077552063500526,66.66666666666666,3.0,0.0,-31.067993923129233,0.0,4,19.077552063500526,66.66666666666666,3.0,0.0,79.71789807414254,75.0,4,0.9500713736304567,66.66666666666666,3.0,79.71789807414254,75.0,4.0,0.9500713736304567,66.66666666666666,3.0,93.22744394304164,100.0,4,4.116829542198808,66.66666666666666,3.0,1.0,63.2337060807648,75.0,4,0.9500713736304567,66.66666666666666,3.0,0.0,-11.427828731197975,50.0,4,-11.427828731197975,50.0,4,0.14322591226343384,50.0,4,-13.088556942488005,50.0,4,14.333124513126961,50.0,4,23.747651743834375,66.66666666666666,3,24.737769150000453,50.0,4,9.18910447985386,50.0,4,21.524271504289306,33.33333333333333,3.0,21.524271504289306,33.33333333333333,3.0,21.524271504289306,33.33333333333333,3.0,0.0,21.524271504289306,33.33333333333333,3.0,0.0,-0.19220208133348127,66.66666666666666,3.0,-0.6352999633253309,50.0,2.0,5.708137952866488,100.0,3.0,1.0,-8.795311828507813,66.66666666666666,3.0,1.0
ETHA,12.17,-22.513737299045665,25.0,4,,,,-7.480077783561345,33.33333333333333,3.0,,,,-17.728817029653655,25.0,4,,,,,-18.242058714249453,25.0,4,,,,,9.265002087027675,66.66666666666666,3,,,,9.265002087027675,66.66666666666666,3.0,,,,9.265002087027675,66.66666666666666,3,,,,,9.265002087027675,66.66666666666666,3,,,,,2.4383330437447004,66.66666666666666,3,2.4383330437447004,66.66666666666666,3,2.4383330437447004,66.66666666666666,3,2.4383330437447004,66.66666666666666,3,-41.491636875622596,0.0,3,-41.491636875622596,0.0,3,-36.879206521325024,0.0,3,-38.0029394470883,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSLV,11.63,13.258392627568337,75.0,4,0.04585052728107719,100.0,1.0,13.88570497344106,100.0,3.0,0.04585052728107719,100.0,1.0,13.258392627568337,75.0,4,0.04585052728107719,100.0,1.0,0.0,13.258392627568337,75.0,4,0.04585052728107719,100.0,1.0,0.0,15.879963431481903,100.0,4,-0.45829514207149646,0.0,1.0,15.879963431481903,100.0,4.0,-0.45829514207149646,0.0,1.0,15.879963431481903,100.0,4,-0.45829514207149646,0.0,1.0,0.0,15.879963431481903,100.0,4,-0.45829514207149646,0.0,1.0,0.0,-5.741081993471031,25.0,4,-5.741081993471031,25.0,4,-5.741081993471031,25.0,4,-5.741081993471031,25.0,4,-14.376259693739568,25.0,4,-14.376259693739568,25.0,4,-11.638733360679742,25.0,4,-14.376259693739568,25.0,4,3.222836095764281,100.0,1.0,3.222836095764281,100.0,1.0,3.222836095764281,100.0,1.0,0.0,3.222836095764281,100.0,1.0,0.0,3.523639607493312,100.0,1.0,3.523639607493312,100.0,1.0,3.523639607493312,100.0,1.0,0.0,3.523639607493312,100.0,1.0,0.0
KWEB,31.1,17.890079650236835,75.0,4,,,,22.265912301009806,100.0,3.0,,,,17.890079650236835,75.0,4,,,,,17.890079650236835,75.0,4,,,,,23.77235011377532,100.0,3,,,,23.77235011377532,100.0,3.0,,,,23.77235011377532,100.0,3,,,,,23.77235011377532,100.0,3,,,,,-6.3058625352456765,33.33333333333333,3,-2.8281325420124293,50.0,2,-3.856225231849564,33.33333333333333,3,-6.3058625352456765,33.33333333333333,3,-17.871858135391438,33.33333333333333,3,-17.871858135391438,33.33333333333333,3,-17.871858135391438,33.33333333333333,3,-17.871858135391438,33.33333333333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBA,11.3,43.337869238004664,100.0,4,3.6363636363636376,100.0,1.0,14.308939417534816,100.0,3.0,3.6363636363636376,100.0,1.0,43.337869238004664,100.0,4,3.6363636363636376,100.0,1.0,0.0,43.337869238004664,100.0,4,3.6363636363636376,100.0,1.0,0.0,5.499519447057377,25.0,4,,,,5.499519447057377,25.0,4.0,,,,5.499519447057377,25.0,4,,,,,5.499519447057377,25.0,4,,,,,-2.7586010018149643,25.0,4,-2.7586010018149643,25.0,4,-2.7586010018149643,25.0,4,-2.7586010018149643,25.0,4,-21.316160656174844,25.0,4,-21.316160656174844,25.0,4,-21.316160656174844,25.0,4,-21.316160656174844,25.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,28.1,2.1200782597931678,66.66666666666666,3,,,,3.124041188335025,100.0,2.0,,,,2.1200782597931678,66.66666666666666,3,,,,,2.1200782597931678,66.66666666666666,3,,,,,12.580075235288524,100.0,3,,,,12.580075235288524,100.0,3.0,,,,12.580075235288524,100.0,3,,,,,12.580075235288524,100.0,3,,,,,-6.053246483286568,0.0,3,-6.053246483286568,0.0,3,-6.053246483286568,0.0,3,-6.053246483286568,0.0,3,-10.695166874240925,33.33333333333333,3,-10.695166874240925,33.33333333333333,3,-7.554990248003168,33.33333333333333,3,-10.695166874240925,33.33333333333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIOT,7.41,-24.092233399252184,0.0,3,,,,-16.933557024840105,0.0,2.0,,,,-17.925126585201824,0.0,3,,,,,-24.092233399252184,0.0,3,,,,,10.54545274272618,66.66666666666666,3,,,,10.54545274272618,66.66666666666666,3.0,,,,10.54545274272618,66.66666666666666,3,,,,,10.54545274272618,66.66666666666666,3,,,,,-13.341056976173215,33.33333333333333,3,-13.341056976173215,33.33333333333333,3,-13.341056976173215,33.33333333333333,3,-13.341056976173215,33.33333333333333,3,-7.1112955487208644,50.0,2,-7.1112955487208644,50.0,2,-0.5066519534461023,50.0,2,-9.260526295054072,50.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVGO,179.27,1.4003086225108152,33.33333333333333,3,,,,6.368176764840272,50.0,2.0,,,,4.09087137790034,33.33333333333333,3,,,,,1.4003086225108152,33.33333333333333,3,,,,,9.301210365215184,66.66666666666666,3,,,,9.301210365215184,66.66666666666666,3.0,,,,9.301210365215184,66.66666666666666,3,,,,,9.301210365215184,66.66666666666666,3,,,,,-24.865986026884134,0.0,3,-24.865986026884134,0.0,3,-24.865986026884134,0.0,3,-24.865986026884134,0.0,3,-2.9817178663071098,50.0,2,-2.9817178663071098,50.0,2,-2.9817178663071098,50.0,2,-2.9817178663071098,50.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL,17.87,-15.216203501379876,25.0,4,,,,-14.293483238104832,33.33333333333333,3.0,,,,-10.61746739869175,25.0,4,,,,,-7.193411748823686,25.0,4,,,,,11.926110353067187,50.0,4,,,,11.926110353067187,50.0,4.0,,,,11.926110353067187,50.0,4,,,,,11.926110353067187,50.0,4,,,,,-5.5617226325102465,66.66666666666666,3,-5.5617226325102465,66.66666666666666,3,-5.5617226325102465,66.66666666666666,3,-5.5617226325102465,66.66666666666666,3,-12.57328053288338,33.33333333333333,3,-12.57328053288338,33.33333333333333,3,-7.239050740692143,33.33333333333333,3,-8.132811508854054,33.33333333333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOSE,6.22,-2.415781037443454,25.0,4,24.457593688362913,100.0,1.0,13.745318516482063,33.33333333333333,3.0,24.457593688362913,100.0,1.0,2.744699336469747,25.0,4,24.457593688362913,100.0,1.0,0.0,2.319318194916886,25.0,4,24.457593688362913,100.0,1.0,0.0,26.999566023980503,75.0,4,3.0903328050713164,100.0,1.0,26.999566023980503,75.0,4.0,3.0903328050713164,100.0,1.0,26.999566023980503,75.0,4,3.0903328050713164,100.0,1.0,0.0,26.999566023980503,75.0,4,3.0903328050713164,100.0,1.0,0.0,9.727379758934806,75.0,4,9.727379758934806,75.0,4,9.727379758934806,75.0,4,9.727379758934806,75.0,4,-22.316779756879022,0.0,4,-22.316779756879022,0.0,4,-19.7493456600809,0.0,4,-22.316779756879022,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EWZ,27.6765,5.9965812835854,75.0,4,2.902078262497665,100.0,1.0,6.112703743361458,100.0,3.0,2.902078262497665,100.0,1.0,5.9965812835854,75.0,4,2.902078262497665,100.0,1.0,0.0,5.9965812835854,75.0,4,2.902078262497665,100.0,1.0,0.0,18.138740610999626,100.0,4,2.5655021834060987,100.0,1.0,18.138740610999626,100.0,4.0,2.5655021834060987,100.0,1.0,18.138740610999626,100.0,4,2.5655021834060987,100.0,1.0,0.0,18.138740610999626,100.0,4,2.5655021834060987,100.0,1.0,0.0,5.006041143352857,50.0,4,5.006041143352857,50.0,4,5.006041143352857,50.0,4,5.006041143352857,50.0,4,-9.93092339980407,25.0,4,-9.93092339980407,25.0,4,-9.93092339980407,25.0,4,-9.93092339980407,25.0,4,-0.7450771687067537,0.0,1.0,-0.7450771687067537,0.0,1.0,-0.7450771687067537,0.0,1.0,0.0,-0.7450771687067537,0.0,1.0,0.0,,,,,,,,,,,,,,
FXI,32.76,5.7484238702480095,66.66666666666666,3,,,,10.250311593655614,100.0,2.0,,,,5.7484238702480095,66.66666666666666,3,,,,,5.7484238702480095,66.66666666666666,3,,,,,20.157350091983783,100.0,3,,,,20.157350091983783,100.0,3.0,,,,20.157350091983783,100.0,3,,,,,20.157350091983783,100.0,3,,,,,-2.7146549596023695,33.33333333333333,3,2.8636511552229127,100.0,1,-2.7146549596023695,33.33333333333333,3,-2.7146549596023695,33.33333333333333,3,-1.063899631487053,50.0,2,-1.063899631487053,50.0,2,-1.063899631487053,50.0,2,-1.063899631487053,50.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLD,311.105,12.595595188795915,75.0,4,,,,11.443012983985712,66.66666666666666,3.0,,,,12.595595188795915,75.0,4,,,,,12.595595188795915,75.0,4,,,,,15.105341383613947,100.0,4,,,,14.11869987023926,100.0,3.0,,,,15.105341383613947,100.0,4,,,,,15.105341383613947,100.0,4,,,,,0.738124327586287,66.66666666666666,3,0.1645080287443923,50.0,2,0.738124327586287,66.66666666666666,3,0.738124327586287,66.66666666666666,3,-4.362341992516416,33.33333333333333,3,2.707295865939452,100.0,1,-4.362341992516416,33.33333333333333,3,-4.362341992516416,33.33333333333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,27.625,-2.224316945083127,50.0,4,,,,4.063921652255709,100.0,2.0,,,,-2.224316945083127,50.0,4,,,,,-2.224316945083127,50.0,4,,,,,3.857983817229682,50.0,4,,,,-0.8827526899626292,33.33333333333333,3.0,,,,3.857983817229682,50.0,4,,,,,3.857983817229682,50.0,4,,,,,14.53869046768368,100.0,4,11.627052728692089,100.0,3,14.53869046768368,100.0,4,14.53869046768368,100.0,4,-0.4435299393785619,75.0,4,-4.3775117249465145,50.0,2,-0.4435299393785619,75.0,4,-0.4435299393785619,75.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDD,98.32,4.323307403369636,50.0,4,,,,7.616354819060955,66.66666666666666,3.0,,,,10.828276751763322,75.0,4,,,,,-2.8524280568051785,50.0,4,,,,,32.92007846209739,75.0,4,,,,32.92007846209739,75.0,4.0,,,,32.92007846209739,75.0,4,,,,,32.92007846209739,75.0,4,,,,,-1.2694332891220794,33.33333333333333,3,5.860100372111665,50.0,2,-1.2694332891220794,33.33333333333333,3,-1.2694332891220794,33.33333333333333,3,-24.635429202916182,0.0,3,-24.635429202916182,0.0,3,-24.635429202916182,0.0,3,-24.635429202916182,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSCR,14.4175,-13.642691485335433,25.0,4,29.192307692307693,100.0,1.0,-10.22984090183422,33.33333333333333,3.0,29.192307692307693,100.0,1.0,-8.21796207990918,25.0,4,29.192307692307693,100.0,1.0,0.0,-13.437567237082071,25.0,4,29.192307692307693,100.0,1.0,0.0,-3.3271597273417775,50.0,4,-0.47633224173861954,0.0,1.0,-3.3271597273417775,50.0,4.0,,,,12.05936408642585,50.0,4,-0.47633224173861954,0.0,1.0,0.0,-23.863880843235975,25.0,4,-0.47633224173861954,0.0,1.0,0.0,12.357514275865157,75.0,4,12.357514275865157,75.0,4,12.357514275865157,75.0,4,12.357514275865157,75.0,4,0.1884442264359132,50.0,4,0.1884442264359132,50.0,4,0.1884442264359132,50.0,4,0.1884442264359132,50.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADT,8.12,-2.5369948097056616,25.0,4,-0.24313657707487613,50.0,2.0,0.06859131171117472,33.33333333333333,3.0,-0.24313657707487613,50.0,2.0,-2.5369948097056616,25.0,4,-0.24313657707487613,50.0,2.0,0.0,-2.5369948097056616,25.0,4,-0.24313657707487613,50.0,2.0,0.0,-0.3179257303606353,50.0,4,1.9761122309304824,100.0,2.0,-0.3179257303606353,50.0,4.0,1.9761122309304824,100.0,2.0,-0.3179257303606353,50.0,4,1.9761122309304824,100.0,2.0,0.0,-0.3179257303606353,50.0,4,1.9761122309304824,100.0,2.0,0.0,14.466151266388794,75.0,4,14.466151266388794,75.0,4,14.466151266388794,75.0,4,14.466151266388794,75.0,4,2.1995458120742217,75.0,4,2.1995458120742217,75.0,4,2.1995458120742217,75.0,4,2.1995458120742217,75.0,4,-2.985948477751743,0.0,1.0,-2.985948477751743,0.0,1.0,-2.985948477751743,0.0,1.0,0.0,-2.985948477751743,0.0,1.0,0.0,3.1985515992758007,100.0,1.0,3.1985515992758007,100.0,1.0,3.1985515992758007,100.0,1.0,0.0,3.1985515992758007,100.0,1.0,0.0
AFRM,55.57,-11.088689481048618,50.0,4,,,,5.799583211673598,66.66666666666666,3.0,,,,3.8904702775393707,50.0,4,,,,,1.953721354067417,50.0,4,,,,,11.309718883390318,75.0,4,,,,6.923332184958997,66.66666666666666,3.0,,,,11.309718883390318,75.0,4,,,,,11.309718883390318,75.0,4,,,,,5.584435702960278,50.0,4,28.5272191000697,66.66666666666666,3,9.908828781002189,50.0,4,5.584435702960278,50.0,4,-11.028362953218462,50.0,4,-11.028362953218462,50.0,4,-0.7557373434845527,50.0,4,-7.904059657082485,50.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,9.235,-2.7936389852236343,33.33333333333333,3,,,,-0.6984411937699608,50.0,2.0,,,,0.4026035742392686,33.33333333333333,3,,,,,-2.7936389852236343,33.33333333333333,3,,,,,7.447279350648706,66.66666666666666,3,,,,7.447279350648706,66.66666666666666,3.0,,,,7.447279350648706,66.66666666666666,3,,,,,7.447279350648706,66.66666666666666,3,,,,,3.4927530969736775,66.66666666666666,3,3.4927530969736775,66.66666666666666,3,3.4927530969736775,66.66666666666666,3,3.4927530969736775,66.66666666666666,3,-11.898436323442107,33.33333333333333,3,-11.898436323442107,33.33333333333333,3,-11.898436323442107,33.33333333333333,3,-11.898436323442107,33.33333333333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEA,55.88,9.00958298531387,50.0,4,0.5337702404631495,100.0,2.0,11.459107320778772,66.66666666666666,3.0,0.3909158600148954,100.0,1.0,9.00958298531387,50.0,4,0.5337702404631495,100.0,2.0,0.0,9.00958298531387,50.0,4,0.5337702404631495,100.0,2.0,0.0,11.397973040690212,100.0,4,2.125875131205879,100.0,2.0,11.397973040690212,100.0,4.0,2.125875131205879,100.0,2.0,11.397973040690212,100.0,4,2.125875131205879,100.0,2.0,0.0,11.397973040690212,100.0,4,2.125875131205879,100.0,2.0,0.0,2.6004893935662965,50.0,4,2.6004893935662965,50.0,4,2.6004893935662965,50.0,4,2.6004893935662965,50.0,4,-8.812596446801047,50.0,4,-8.812596446801047,50.0,4,-8.812596446801047,50.0,4,-8.812596446801047,50.0,4,1.5927914808409938,100.0,1.0,,,,1.5927914808409938,100.0,1.0,0.0,1.5927914808409938,100.0,1.0,0.0,0.7346353700053765,100.0,1.0,,,,0.7346353700053765,100.0,1.0,0.0,0.7346353700053765,100.0,1.0,0.0
FL,23.92,-10.385468886009242,50.0,4,12.094719295894429,100.0,2.0,-11.351776535152124,33.33333333333333,3.0,10.556940980881135,100.0,1.0,-10.385468886009242,50.0,4,12.094719295894429,100.0,2.0,0.0,-10.385468886009242,50.0,4,12.094719295894429,100.0,2.0,0.0,-4.56841353036782,50.0,4,79.13533834586465,100.0,1.0,-4.56841353036782,50.0,4.0,79.13533834586465,100.0,1.0,0.15649998065920823,75.0,4,79.13533834586465,100.0,1.0,0.0,-4.56841353036782,50.0,4,79.13533834586465,100.0,1.0,0.0,-0.6231270699790792,25.0,4,-0.6231270699790792,25.0,4,-0.6231270699790792,25.0,4,-0.6231270699790792,25.0,4,-23.840148171280482,0.0,4,-23.840148171280482,0.0,4,-19.083739065348414,0.0,4,-23.59486684494001,0.0,4,0.23084994753410637,100.0,1.0,,,,0.23084994753410637,100.0,1.0,0.0,0.23084994753410637,100.0,1.0,0.0,-0.6490787269681664,0.0,1.0,,,,-0.6490787269681664,0.0,1.0,0.0,-0.6490787269681664,0.0,1.0,0.0
EFA,90.41,9.33577694662886,50.0,4,0.08932968697525911,50.0,2.0,11.585003456083975,66.66666666666666,3.0,0.08932968697525911,50.0,2.0,9.33577694662886,50.0,4,0.08932968697525911,50.0,2.0,0.0,9.33577694662886,50.0,4,0.08932968697525911,50.0,2.0,0.0,11.713284322621353,100.0,4,1.9270833333333348,100.0,1.0,11.713284322621353,100.0,4.0,1.9270833333333348,100.0,1.0,11.713284322621353,100.0,4,1.9270833333333348,100.0,1.0,0.0,11.713284322621353,100.0,4,1.9270833333333348,100.0,1.0,0.0,3.5957632769907377,50.0,4,4.918208272793745,66.66666666666666,3,3.5957632769907377,50.0,4,3.5957632769907377,50.0,4,-8.652352011270148,50.0,4,-8.652352011270148,50.0,4,-8.652352011270148,50.0,4,-8.652352011270148,50.0,4,1.4250837449611087,100.0,1.0,,,,1.4250837449611087,100.0,1.0,0.0,1.4250837449611087,100.0,1.0,0.0,0.5038065382892976,100.0,1.0,,,,0.5038065382892976,100.0,1.0,0.0,0.5038065382892976,100.0,1.0,0.0
JNJ,154.75,5.055212050884639,100.0,4,-0.6380921688688423,0.0,1.0,4.184830043909948,100.0,2.0,-0.6380921688688423,0.0,1.0,5.055212050884639,100.0,4,-0.6380921688688423,0.0,1.0,0.0,5.055212050884639,100.0,4,-0.6380921688688423,0.0,1.0,0.0,1.713110942131002,75.0,4,-1.0768033212246952,0.0,1.0,4.735714595105245,100.0,3.0,-1.0768033212246952,0.0,1.0,1.713110942131002,75.0,4,-1.0768033212246952,0.0,1.0,0.0,1.713110942131002,75.0,4,-1.0768033212246952,0.0,1.0,0.0,8.183945531879866,75.0,4,8.183945531879866,75.0,4,8.183945531879866,75.0,4,8.183945531879866,75.0,4,-8.061206713714919,25.0,4,-9.962971673184917,0.0,3,-8.061206713714919,25.0,4,-8.061206713714919,25.0,4,0.5114754098360708,100.0,1.0,0.5114754098360708,100.0,1.0,0.5114754098360708,100.0,1.0,0.0,0.5114754098360708,100.0,1.0,0.0,1.4157098121085454,100.0,1.0,1.4157098121085454,100.0,1.0,1.4157098121085454,100.0,1.0,0.0,1.4157098121085454,100.0,1.0,0.0
MSFT,372.9,-4.333449824951097,33.33333333333333,3,,,,-1.8479492523711616,50.0,2.0,,,,-4.333449824951097,33.33333333333333,3,,,,,-4.333449824951097,33.33333333333333,3,,,,,4.382297678098501,66.66666666666666,3,,,,4.382297678098501,66.66666666666666,3.0,,,,4.382297678098501,66.66666666666666,3,,,,,4.382297678098501,66.66666666666666,3,,,,,1.0769718609659362,66.66666666666666,3,1.0769718609659362,66.66666666666666,3,1.0769718609659362,66.66666666666666,3,1.0769718609659362,66.66666666666666,3,-13.216320885499433,0.0,3,-13.216320885499433,0.0,3,-13.216320885499433,0.0,3,-13.216320885499433,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOST,44.071,-4.301573741557673,50.0,4,19.581589958158972,100.0,1.0,6.2163858657493964,66.66666666666666,3.0,19.581589958158972,100.0,1.0,3.702023662112519,50.0,4,19.581589958158972,100.0,1.0,0.0,-4.301573741557673,50.0,4,19.581589958158972,100.0,1.0,0.0,10.580256962688495,75.0,4,4.205505015162125,100.0,1.0,10.580256962688495,75.0,4.0,,,,10.580256962688495,75.0,4,4.205505015162125,100.0,1.0,0.0,10.580256962688495,75.0,4,4.205505015162125,100.0,1.0,0.0,-0.806991489926312,50.0,4,-0.806991489926312,50.0,4,-0.806991489926312,50.0,4,-0.806991489926312,50.0,4,-4.255162981036631,50.0,4,-4.255162981036631,50.0,4,-4.255162981036631,50.0,4,-4.255162981036631,50.0,4,-4.349169183106538,0.0,1.0,,,,-4.349169183106538,0.0,1.0,0.0,-4.349169183106538,0.0,1.0,0.0,0.5382635150947834,100.0,1.0,0.5382635150947834,100.0,1.0,0.5382635150947834,100.0,1.0,0.0,0.5382635150947834,100.0,1.0,0.0
EEM,45.8899,8.401861439522108,75.0,4,1.1904761904761862,100.0,1.0,12.304647046088292,100.0,3.0,1.1904761904761862,100.0,1.0,8.401861439522108,75.0,4,1.1904761904761862,100.0,1.0,0.0,8.401861439522108,75.0,4,1.1904761904761862,100.0,1.0,0.0,10.84576927013774,75.0,4,1.002178649237484,100.0,1.0,10.84576927013774,75.0,4.0,1.002178649237484,100.0,1.0,10.84576927013774,75.0,4,1.002178649237484,100.0,1.0,0.0,10.84576927013774,75.0,4,1.002178649237484,100.0,1.0,0.0,0.5534748376263332,25.0,4,0.5534748376263332,25.0,4,0.5534748376263332,25.0,4,0.5534748376263332,25.0,4,-9.06365982435201,50.0,4,-9.06365982435201,50.0,4,-9.06365982435201,50.0,4,-9.06365982435201,50.0,4,-0.5176876617773996,0.0,1.0,-0.5176876617773996,0.0,1.0,-0.5176876617773996,0.0,1.0,0.0,-0.5176876617773996,0.0,1.0,0.0,-0.5420641803989601,0.0,1.0,-0.5420641803989601,0.0,1.0,-0.5420641803989601,0.0,1.0,0.0,-0.5420641803989601,0.0,1.0,0.0
IEMG,57.725,8.141728971338491,75.0,4,4.13374852798698,100.0,2.0,12.139889255824542,100.0,3.0,4.13374852798698,100.0,2.0,8.141728971338491,75.0,4,4.13374852798698,100.0,2.0,0.0,8.141728971338491,75.0,4,4.13374852798698,100.0,2.0,0.0,10.292982827078179,75.0,4,0.839250970490002,50.0,2.0,10.292982827078179,75.0,4.0,1.2775330396475715,100.0,1.0,10.292982827078179,75.0,4,0.839250970490002,50.0,2.0,0.0,10.292982827078179,75.0,4,0.839250970490002,50.0,2.0,0.0,0.4191942485605171,25.0,4,0.4191942485605171,25.0,4,0.4191942485605171,25.0,4,0.4191942485605171,25.0,4,-8.911052819850863,50.0,4,-8.911052819850863,50.0,4,-8.911052819850863,50.0,4,-8.911052819850863,50.0,4,-1.7818901853193125,0.0,2.0,-1.6107039372762921,0.0,1.0,-1.7818901853193125,0.0,2.0,0.0,-1.7818901853193125,0.0,2.0,0.0,-0.3747276688453205,0.0,1.0,-0.3747276688453205,0.0,1.0,-0.3747276688453205,0.0,1.0,0.0,-0.3747276688453205,0.0,1.0,0.0
LYFT,13.015,-6.561267226086032,50.0,4,,,,3.4371806996830623,66.66666666666666,3.0,,,,-1.7800455198184961,50.0,4,,,,,-6.561267226086032,50.0,4,,,,,2.3034329132800346,75.0,4,,,,2.3034329132800346,75.0,4.0,,,,8.224474405550652,75.0,4,,,,,-1.7098971938743213,75.0,4,,,,,4.757116743966905,75.0,4,4.757116743966905,75.0,4,4.757116743966905,75.0,4,4.757116743966905,75.0,4,-5.666172452377872,25.0,4,-5.666172452377872,25.0,4,-5.666172452377872,25.0,4,-5.666172452377872,25.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
