,week_number,avg_return,win_rate,volatility,total_trades,best_return,worst_return,risk_adjusted_return
Rolling Week 1,1,-1.0391926426476337,52.38095238095239,7.82022179047228,21,12.930701532569552,-21.35879517297673,-0.1328853158504696
Rolling Week 2,2,2.3019681348270944,61.904761904761905,4.966761579979662,21,11.588194969090095,-5.0075992772217335,0.4634746600493194
Rolling Week 3,3,2.3839033698393854,57.14285714285714,8.329958525188394,21,24.669112502812943,-7.9158002901353965,0.28618430243450343
Rolling Week 4,4,2.2420258532688906,75.0,5.954275404086544,20,14.258723404255317,-10.023385102238642,0.3765405025992149
