strategy_name,avg_return,win_rate,volatility,total_trades,best_return,worst_return,risk_adjusted_return,avg_days_held
Calendar Days 1-7,0.46228981393483354,68.42105263157895,5.6806462725992,19,8.019823995343518,-12.149588522287596,0.08137979232481081,6.0
